"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS02330","-1.5261197577","-2.8801017035","9.108E-3","FRANCCI3_RS02330","Francci3_0466","","","WP_011434929.1",""
"FRANCCI3_RS02335","-0.4886571848","-1.4031382708","0.2253771535","FRANCCI3_RS02335","Francci3_0467","","","WP_011434930.1",""
"FRANCCI3_RS02340","-0.4079076157","-1.3267601776","0.3077080947","FRANCCI3_RS02340","Francci3_0468","GO:0004619 - phosphoglycerate mutase activity [Evidence IEA]","GO:0006096 - glycolytic process [Evidence IEA]","WP_023839828.1",""
"phoU","-0.5886372727","-1.5038256069","0.2218145419","FRANCCI3_RS02345","Francci3_0469","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0051049 - regulation of transport [Evidence IEA]","WP_011434932.1",""
"FRANCCI3_RS02350","0.3194365818","1.2478431314","0.4543792916","FRANCCI3_RS02350","Francci3_0470","","","WP_023839827.1",""
"FRANCCI3_RS02355","-0.19502596","-1.144744759","0.592857907","FRANCCI3_RS02355, FRANCCI3_RS02360","Francci3_0471, Francci3_0472","GO:0003677 - DNA binding [Evidence IEA], GO:0000166 - nucleotide binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434934.1, WP_023839826.1",""
"FRANCCI3_RS02360","-0.4414612897","-1.3579791129","0.3202673414","FRANCCI3_RS02355, FRANCCI3_RS02360","Francci3_0471, Francci3_0472","GO:0003677 - DNA binding [Evidence IEA], GO:0000166 - nucleotide binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434934.1, WP_023839826.1",""
"FRANCCI3_RS02365","0.3704044789","1.2927152099","0.2785646821","FRANCCI3_RS02365","Francci3_0473","GO:0016853 - isomerase activity [Evidence IEA]","","WP_023839825.1",""
"FRANCCI3_RS02370","0.1175326383","1.0848778683","0.8246407371","FRANCCI3_RS02370","Francci3_0474","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_232234846.1",""
"FRANCCI3_RS23105","0.1820556876","1.1344992754","0.554766756","FRANCCI3_RS23105","Francci3_0475","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_011434938.1",""
"proC","0.0576044023","1.040736181","0.9048825528","FRANCCI3_RS02380","Francci3_0476","GO:0004735 - pyrroline-5-carboxylate reductase activity [Evidence IEA]","GO:0006561 - proline biosynthetic process [Evidence IEA]","WP_023839823.1",""
"FRANCCI3_RS23975","-0.54467804","-1.4586947773","0.3534287707","FRANCCI3_RS23975","Francci3_0477","","","WP_003948845.1",""
"FRANCCI3_RS02385","-0.8569767016","-1.8112387157","0.0304960111","FRANCCI3_RS02385","Francci3_0478","","","WP_011434940.1",""
"FRANCCI3_RS02390","0.0675742846","1.0479531963","0.8800255106","FRANCCI3_RS02390","Francci3_0479","GO:0003824 - catalytic activity [Evidence IEA]","","WP_023839821.1",""
"FRANCCI3_RS02395","-0.1145465469","-1.0826347094","0.7583640395","FRANCCI3_RS02395","Francci3_0480","GO:0016746 - acyltransferase activity [Evidence IEA]","","WP_011434942.1",""
"FRANCCI3_RS02400","0.3792758569","1.3006888268","0.4256743202","FRANCCI3_RS02400","Francci3_0481","GO:0016787 - hydrolase activity [Evidence IEA]","GO:0008152 - metabolic process [Evidence IEA]","WP_011434943.1",""
"FRANCCI3_RS02405","-0.0648848088","-1.0460014191","0.927180865","FRANCCI3_RS02405","Francci3_0482","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]; GO:0016987 - sigma factor activity [Evidence IEA]","GO:0006352 - DNA-templated transcription initiation [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434944.1",""
"FRANCCI3_RS02410","-0.2111323895","-1.1575964394","0.6133317538","FRANCCI3_RS02410","Francci3_0483","","","WP_011434945.1",""
"FRANCCI3_RS23980","0.0345441198","1.0242331224","0.9291067179","FRANCCI3_RS23980, FRANCCI3_RS02420","Francci3_0484, Francci3_0485","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA]","GO:0045892 - negative regulation of DNA-templated transcription [Evidence IEA]; GO:0051775 - response to redox state [Evidence IEA]","WP_232234864.1, WP_011434947.1",""
"FRANCCI3_RS02420","-0.1650132611","-1.1211763837","0.6575846107","FRANCCI3_RS23980, FRANCCI3_RS02420, FRANCCI3_RS02425","Francci3_0484, Francci3_0485, Francci3_0486","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA], GO:0004418 - hydroxymethylbilane synthase activity [Evidence IEA]","GO:0045892 - negative regulation of DNA-templated transcription [Evidence IEA]; GO:0051775 - response to redox state [Evidence IEA], GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_232234864.1, WP_011434947.1, WP_011434948.1","GO:0005737 - cytoplasm [Evidence IEA]"
"hemC","-0.2537396124","-1.1922936595","0.5088632165","FRANCCI3_RS02420, FRANCCI3_RS02425","Francci3_0485, Francci3_0486","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA], GO:0004418 - hydroxymethylbilane synthase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434947.1, WP_011434948.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02430","-0.5129857179","-1.4270003789","0.2172533436","FRANCCI3_RS02430, FRANCCI3_RS02435","Francci3_0487, Francci3_0488","GO:0004852 - uroporphyrinogen-III synthase activity [Evidence IEA], GO:0003824 - catalytic activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004655 - porphobilinogen synthase activity [Evidence IEA]","GO:0033014 - tetrapyrrole biosynthetic process [Evidence IEA]","WP_011434949.1, WP_011434950.1",""
"hemB","-0.299999225","-1.231143752","0.4343191416","FRANCCI3_RS02430, FRANCCI3_RS02435","Francci3_0487, Francci3_0488","GO:0004852 - uroporphyrinogen-III synthase activity [Evidence IEA], GO:0003824 - catalytic activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004655 - porphobilinogen synthase activity [Evidence IEA]","GO:0033014 - tetrapyrrole biosynthetic process [Evidence IEA]","WP_011434949.1, WP_011434950.1",""
"FRANCCI3_RS26640","0.6141280105","1.530632577","0.6178535919","FRANCCI3_RS26640","","","","WP_139168573.1",""
"FRANCCI3_RS02440","-0.1403308898","-1.1021578726","0.8005293455","FRANCCI3_RS02440","Francci3_0489","GO:0046872 - metal ion binding [Evidence IEA]","","WP_011434951.1",""
"FRANCCI3_RS02445","-0.3335429257","-1.2601041025","0.4008986889","FRANCCI3_RS02445","Francci3_0490","GO:0042625 - ATPase-coupled ion transmembrane transporter activity [Evidence IEA]","","WP_011434952.1",""
"FRANCCI3_RS02450","-0.0124620856","-1.0086754752","0.9705281578","FRANCCI3_RS02450","Francci3_0491","GO:0005524 - ATP binding [Evidence IEA]; GO:0004825 - methionine-tRNA ligase activity [Evidence IEA]","GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]","WP_023839818.1",""
"FRANCCI3_RS02460","-1.8769663618","-3.6730190074","0.0320571782","FRANCCI3_RS02460, FRANCCI3_RS27385","Francci3_0494, Francci3_0495","","","WP_011434955.1, WP_011434956.1",""
"FRANCCI3_RS27385","0.8740365943","1.8327837778","0.4886649755","FRANCCI3_RS02460, FRANCCI3_RS27385","Francci3_0494, Francci3_0495","","","WP_011434955.1, WP_011434956.1",""
"FRANCCI3_RS02465","0.4131137721","1.3315566167","0.6329298041","FRANCCI3_RS02465, FRANCCI3_RS02470","Francci3_0496, Francci3_0497","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434957.1, WP_011434958.1",""
"FRANCCI3_RS02470","1.3526245748","2.5537628793","0.0729386799","FRANCCI3_RS02465, FRANCCI3_RS02470","Francci3_0496, Francci3_0497","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434957.1, WP_011434958.1",""
"FRANCCI3_RS27700","3.2100516512","9.2538367699","0.161947723","FRANCCI3_RS27700","","","","WP_023839813.1",""
"FRANCCI3_RS27705","0.394313089","1.314316825","0.7091473448","FRANCCI3_RS27705","Francci3_0499","","","WP_011434960.1",""
"FRANCCI3_RS02485","0.7734032528","1.7092971867","0.3965297539","FRANCCI3_RS02485","Francci3_0500","","","WP_023839811.1",""
"FRANCCI3_RS02490","-0.7383314846","-1.6682453523","0.3512021557","FRANCCI3_RS02490","Francci3_0501","","","WP_023839810.1",""
"FRANCCI3_RS02495","-0.9149642","-1.8855222826","0.1140108222","FRANCCI3_RS02495","Francci3_0502","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434963.1",""
"FRANCCI3_RS02500","-0.7375637483","-1.6673578247","0.5967522037","FRANCCI3_RS02500","Francci3_0503","GO:0003677 - DNA binding [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","",""
"argS_1","-0.4011127529","-1.3205260419","0.2928029304","FRANCCI3_RS02505, FRANCCI3_RS02510","Francci3_0505","GO:0004803 - transposase activity [Evidence IEA]","","WP_083503454.1, WP_237704547.1",""
"FRANCCI3_RS02510","-1.6163309576","-3.0659431742","0.0127933364","FRANCCI3_RS02505, FRANCCI3_RS02510","Francci3_0505","GO:0004803 - transposase activity [Evidence IEA]","","WP_083503454.1, WP_237704547.1",""
"argS_2","-0.6634252501","-1.5838385167","0.1920646013","FRANCCI3_RS02515","","","","WP_162238928.1",""
"FRANCCI3_RS02520","1.5915666587","3.0137644408","0.0208711664","FRANCCI3_RS02520","Francci3_0506","","","WP_011434966.1",""
"hemL","0.2169139754","1.1622448035","0.5319046413","FRANCCI3_RS02525, FRANCCI3_RS02530","Francci3_0507, Francci3_0508","GO:0042286 - glutamate-1-semialdehyde 2,1-aminomutase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434967.1, WP_011434968.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02530","-0.0281962637","-1.0197363982","0.9613527158","FRANCCI3_RS02525, FRANCCI3_RS02530","Francci3_0507, Francci3_0508","GO:0042286 - glutamate-1-semialdehyde 2,1-aminomutase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434967.1, WP_011434968.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02535","0.9103133741","1.8794536985","0.0683846376","FRANCCI3_RS02535","Francci3_0509","","","WP_236701549.1",""
"FRANCCI3_RS02540","-7.267E-3","-1.0050495589","0.9854741013","FRANCCI3_RS02540","Francci3_0510","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023839805.1",""
"FRANCCI3_RS02545","-0.0143781475","-1.0100160001","0.9743293249","FRANCCI3_RS02545","Francci3_0511","","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_011434971.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS02550","1.887E-4","1.0001308375","0.9995758652","FRANCCI3_RS02550, FRANCCI3_RS02555","Francci3_0512, Francci3_0513","GO:0020037 - heme binding [Evidence IEA]","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_235462783.1, WP_011434973.1","GO:0016020 - membrane [Evidence IEA]"
"ccsB","0.1040178971","1.0747625056","0.7805582578","FRANCCI3_RS02550, FRANCCI3_RS02555","Francci3_0512, Francci3_0513","GO:0020037 - heme binding [Evidence IEA]","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_235462783.1, WP_011434973.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS02560","-0.8013433939","-1.7427231423","0.0701409465","FRANCCI3_RS02560","Francci3_0514","","","WP_011434974.1",""
"FRANCCI3_RS02565","0.1528714904","1.1117801201","0.6236311986","FRANCCI3_RS02565","Francci3_0515","GO:0016831 - carboxy-lyase activity [Evidence IEA]","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_023839804.1",""
"mqnP","0.5017309616","1.4159113699","0.2276729226","FRANCCI3_RS02570","Francci3_0516","","","WP_011434976.1",""
"FRANCCI3_RS02575","-0.2594290749","-1.197004914","0.6315439453","FRANCCI3_RS02575","Francci3_0517","GO:0016831 - carboxy-lyase activity [Evidence IEA]","GO:0006725 - cellular aromatic compound metabolic process [Evidence IEA]","WP_011434977.1",""
"FRANCCI3_RS02580","-0.7684713372","-1.7034638565","0.3308092231","FRANCCI3_RS02580","Francci3_0518","","","WP_011434978.1",""
"mqnE","0.2084793267","1.1554696186","0.5670524835","FRANCCI3_RS02585","Francci3_0519","","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_011434979.1",""
"FRANCCI3_RS02590","1.2719340395","2.4148507726","0.0166745513","FRANCCI3_RS02590","Francci3_0520","","","WP_011434980.1",""
"FRANCCI3_RS02595","-0.1332096533","-1.0967309546","0.8802525616","FRANCCI3_RS02595, FRANCCI3_RS02600","Francci3_0521, Francci3_0522","","","WP_051868632.1, WP_011434982.1",""
"FRANCCI3_RS02600","-1.2865534449","-2.4394458259","1.925E-3","FRANCCI3_RS02595, FRANCCI3_RS02600","Francci3_0521, Francci3_0522","","","WP_051868632.1, WP_011434982.1",""
"FRANCCI3_RS02605","-1.5493497774","-2.9268519625","9.054E-3","FRANCCI3_RS02605","Francci3_0523","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434983.1",""
"FRANCCI3_RS02610","-0.3240478664","-1.251837992","0.5395597631","FRANCCI3_RS02610","Francci3_0524","","","WP_035729690.1",""
"FRANCCI3_RS02615","-2.1680918253","-4.4942856572","6.684E-3","FRANCCI3_RS02615","","","","WP_035729528.1",""
"FRANCCI3_RS02620","-1.0443587355","-2.0624494153","0.0554936462","FRANCCI3_RS02620, FRANCCI3_RS02625","Francci3_0525, Francci3_0526","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0050311 - sulfite reductase (ferredoxin) activity [Evidence IEA]","","WP_011434985.1, WP_011434986.1",""
"FRANCCI3_RS02625","-1.288000002","-2.4418930287","0.0861975799","FRANCCI3_RS02620, FRANCCI3_RS02625","Francci3_0525, Francci3_0526","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0050311 - sulfite reductase (ferredoxin) activity [Evidence IEA]","","WP_011434985.1, WP_011434986.1",""
"FRANCCI3_RS02630","-0.5136890656","-1.4276962447","0.2505684843","FRANCCI3_RS02630","Francci3_0527","GO:0003824 - catalytic activity [Evidence IEA]; GO:0004604 - phosphoadenylyl-sulfate reductase (thioredoxin) activity [Evidence IEA]","GO:0019379 - sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [Evidence IEA]","WP_011434987.1",""
"cobA_1","-0.3448128278","-1.2699862065","0.3936493486","FRANCCI3_RS02635, FRANCCI3_RS02640","Francci3_0528, Francci3_0529","GO:0004851 - uroporphyrin-III C-methyltransferase activity [Evidence IEA]","GO:0019354 - siroheme biosynthetic process [Evidence IEA]","WP_011434988.1, WP_011434989.1",""
"FRANCCI3_RS02640","-0.0947544924","-1.0678836677","0.8655445957","FRANCCI3_RS02635, FRANCCI3_RS02640","Francci3_0528, Francci3_0529","GO:0004851 - uroporphyrin-III C-methyltransferase activity [Evidence IEA]","GO:0019354 - siroheme biosynthetic process [Evidence IEA]","WP_011434988.1, WP_011434989.1",""
"FRANCCI3_RS02645","-0.1220408454","-1.0882732523","0.8161159601","FRANCCI3_RS02645","Francci3_0530","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023839800.1",""
"FRANCCI3_RS02650","-0.2066165875","-1.1539786939","0.5700393392","FRANCCI3_RS02650","Francci3_0531","GO:0005524 - ATP binding [Evidence IEA]; GO:0004674 - protein serine/threonine kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434991.1",""
"FRANCCI3_RS02655","-0.2720554198","-1.2075269767","0.609756509","FRANCCI3_RS02655","Francci3_0532","","","WP_011434992.1",""
"mqnC","-0.2253205965","-1.1690370037","0.5887264078","FRANCCI3_RS02660","Francci3_0533","","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_011434993.1",""
"add_1","-0.2880216701","-1.2209648522","0.4934275677","FRANCCI3_RS02665","Francci3_0534","GO:0004000 - adenosine deaminase activity [Evidence IEA]","GO:0043101 - purine-containing compound salvage [Evidence IEA]","WP_011434994.1",""
"FRANCCI3_RS02670","-0.2925160707","-1.2247744318","0.5368399258","FRANCCI3_RS02670","Francci3_0535","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035940880.1",""
"FRANCCI3_RS02675","-0.3945707664","-1.3145515939","0.4828984494","FRANCCI3_RS02675","Francci3_0536","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434996.1","GO:0005829 - cytosol [Evidence IEA]"
"FRANCCI3_RS02680","-0.598130545","-1.5137537617","0.0781684665","FRANCCI3_RS02680","Francci3_0537","","","WP_011434997.1",""
"FRANCCI3_RS02685","0.0680705143","1.0483137124","0.8662199144","FRANCCI3_RS02685, FRANCCI3_RS27710","Francci3_0538","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011434998.1",""
"FRANCCI3_RS27710","0.0746762243","1.0531246627","0.8413339806","FRANCCI3_RS02685, FRANCCI3_RS27710","Francci3_0538","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011434998.1",""
"FRANCCI3_RS02695","-0.3154000794","-1.2443566829","0.4500681365","FRANCCI3_RS02695","Francci3_0540","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011435000.1",""
"FRANCCI3_RS02700","-0.4347715643","-1.351696789","0.301754904","FRANCCI3_RS02700, FRANCCI3_RS02705","Francci3_0541, Francci3_0542","GO:0051287 - NAD binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]; GO:0048038 - quinone binding [Evidence IEA], GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435001.1, WP_011435002.1",""
"nuoE","-0.7652149157","-1.6996231692","0.0675551724","FRANCCI3_RS02700, FRANCCI3_RS02705","Francci3_0541, Francci3_0542","GO:0051287 - NAD binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]; GO:0048038 - quinone binding [Evidence IEA], GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435001.1, WP_011435002.1",""
"nuoF","-0.8033922086","-1.7451997941","0.0414505155","FRANCCI3_RS02710","Francci3_0543","GO:0050136 - NADH dehydrogenase (quinone) activity [Evidence IEA]","","WP_011435003.1",""
"FRANCCI3_RS02715","-0.5833487964","-1.4983231361","0.1402800305","FRANCCI3_RS02715, FRANCCI3_RS02720","Francci3_0544, Francci3_0545","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0043546 - molybdopterin cofactor binding [Evidence IEA]; GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435004.1, WP_011435005.1","GO:0016020 - membrane [Evidence IEA]"
"nuoH","-0.7109894752","-1.6369264214","0.0611918978","FRANCCI3_RS02715, FRANCCI3_RS02720","Francci3_0544, Francci3_0545","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0043546 - molybdopterin cofactor binding [Evidence IEA]; GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435004.1, WP_011435005.1","GO:0016020 - membrane [Evidence IEA]"
"nuoI","-0.7895420085","-1.7285256455","0.0226024847","FRANCCI3_RS02725, FRANCCI3_RS02730","Francci3_0546, Francci3_0547","GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA], GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011435006.1, WP_011435007.1",""
"FRANCCI3_RS02730","-0.6257291503","-1.5429904688","0.1316095439","FRANCCI3_RS02725, FRANCCI3_RS02730, FRANCCI3_RS02735","Francci3_0546, Francci3_0547, Francci3_0548","GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA], GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435006.1, WP_011435007.1, WP_011435008.1",""
"nuoK","0.2323762051","1.1747682703","0.60372854","FRANCCI3_RS02730, FRANCCI3_RS02735","Francci3_0547, Francci3_0548","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435007.1, WP_011435008.1",""
"nuoL","-0.3517182649","-1.2760795467","0.3707929646","FRANCCI3_RS02740","Francci3_0549","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435009.1",""
"FRANCCI3_RS02745","-0.5586978161","-1.4729391347","0.1431593906","FRANCCI3_RS02745","Francci3_0550","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435010.1",""
"nuoN","-0.5764924087","-1.4912192705","0.1957812128","FRANCCI3_RS02750","Francci3_0551","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435011.1",""
"FRANCCI3_RS02755","-0.4194674448","-1.3374337645","0.2129359644","FRANCCI3_RS02755","Francci3_0552","","GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435012.1",""
"FRANCCI3_RS23115","0.0750397528","1.0533900612","0.8460925955","FRANCCI3_RS23115","Francci3_0553","","","WP_011435013.1",""
"FRANCCI3_RS02765","0.4880340917","1.4025323929","0.1844033261","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02770","0.5836914306","1.498679024","0.1631004222","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02775","-0.1913588608","-1.1418386966","0.7100006539","FRANCCI3_RS02775","Francci3_0556","","","WP_011435016.1",""
"htpX_1","-0.6643867565","-1.5848944421","0.1293885863","FRANCCI3_RS02780","Francci3_0557","GO:0004222 - metalloendopeptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011435017.1",""
"FRANCCI3_RS02785","-0.2649761837","-1.2016162129","0.5192958661","FRANCCI3_RS02785","Francci3_0558","","","WP_011435018.1",""
"FRANCCI3_RS02790","1.7953043225","3.4708868213","1.14E-3","","","","","",""
"pyrE","0.188190105","1.1393334982","0.6210500463","FRANCCI3_RS02795","Francci3_0559","GO:0004588 - orotate phosphoribosyltransferase activity [Evidence IEA]","GO:0009220 - pyrimidine ribonucleotide biosynthetic process [Evidence IEA]","WP_011435019.1",""
"FRANCCI3_RS02800","-0.9376901817","-1.9154590481","0.2242589403","FRANCCI3_RS02800","Francci3_0560","","","WP_011435020.1",""
"FRANCCI3_RS02805","-0.0167250075","-1.0116603498","0.9711103851","FRANCCI3_RS02805","Francci3_0561","","","WP_011435021.1",""
"FRANCCI3_RS02810","0.2323637685","1.1747581434","0.6712316207","FRANCCI3_RS02810","Francci3_0562","GO:0003796 - lysozyme activity [Evidence IEA]","GO:0016998 - cell wall macromolecule catabolic process [Evidence IEA]; GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435022.1",""
"FRANCCI3_RS02815","0.8334887101","1.7819893444","0.1522247764","","","","","",""
"FRANCCI3_RS02820","-0.2519121019","-1.190784297","0.7507525676","","","","","",""
"rpmG","-0.1217609656","-1.0880621501","0.7697388284","FRANCCI3_RS02825","Francci3_0563","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740545.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS02830","-0.2179104969","-1.1630478852","0.5708336862","FRANCCI3_RS02830","Francci3_0564","","","WP_011435023.1",""
"FRANCCI3_RS02835","0.4612308442","1.3767158709","0.236149224","FRANCCI3_RS02835","Francci3_0565","","","WP_011435024.1",""
"FRANCCI3_RS02840","0.1268700134","1.0919221593","0.7472142468","FRANCCI3_RS02840","Francci3_0566","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0008483 - transaminase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011435025.1",""
"FRANCCI3_RS02845","1.2337114501","2.3517120934","0.0800663067","","","","","",""
"secE","-0.3301452044","-1.2571398968","0.4927796362","FRANCCI3_RS27715","Francci3_0567","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_254665665.1","GO:0005886 - plasma membrane [Evidence IEA]"
"nusG","-0.2030608649","-1.1511380549","0.6195921345","FRANCCI3_RS02855","Francci3_0568","","GO:0006353 - DNA-templated transcription termination [Evidence IEA]","WP_011435027.1",""
"rplK","-0.08590731","-1.061355017","0.8251348784","FRANCCI3_RS02860","Francci3_0569","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435028.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplA","-0.2476444256","-1.1872670098","0.5283878497","FRANCCI3_RS02865","Francci3_0570","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_023839793.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplJ","0.1815776287","1.1341234042","0.6485441037","FRANCCI3_RS02870","Francci3_0571","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435030.1","GO:0015934 - large ribosomal subunit [Evidence IEA]"
"rplL","1.95E-3","1.0013525469","0.9958144968","FRANCCI3_RS02875","Francci3_0572","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435031.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
