"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS01515","-0.9820148765","-1.9752220905","0.4471620792","FRANCCI3_RS01510, FRANCCI3_RS01515, FRANCCI3_RS01520","Francci3_0303, Francci3_0304, Francci3_0305","GO:0003677 - DNA binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434768.1, WP_011434769.1, WP_049760813.1",""
"FRANCCI3_RS01520","1.1931247447","2.2864743656","0.1166177622","FRANCCI3_RS01515, FRANCCI3_RS01520","Francci3_0304, Francci3_0305","","","WP_011434769.1, WP_049760813.1",""
"FRANCCI3_RS01525","1.4576640146","2.7466327363","0.0868603211","FRANCCI3_RS01525","Francci3_0306","GO:0005524 - ATP binding [Evidence IEA]; GO:0004798 - thymidylate kinase activity [Evidence IEA]","GO:0006233 - dTDP biosynthetic process [Evidence IEA]","WP_011434771.1",""
"FRANCCI3_RS01530","1.5443808718","2.9167886888","0.0817693185","FRANCCI3_RS01530","Francci3_0307","","","WP_011434772.1",""
"FRANCCI3_RS01535","-0.3144135581","-1.2435060771","0.6863706389","FRANCCI3_RS01535, FRANCCI3_RS01540","Francci3_0308, Francci3_0309","GO:0003677 - DNA binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0007165 - signal transduction [Evidence IEA]","WP_011434773.1, WP_011434774.1",""
"FRANCCI3_RS01540","-1.6004087389","-3.0322921088","0.1807629431","FRANCCI3_RS01535, FRANCCI3_RS01540","Francci3_0308, Francci3_0309","GO:0003677 - DNA binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0007165 - signal transduction [Evidence IEA]","WP_011434773.1, WP_011434774.1",""
"FRANCCI3_RS01545","0.5049619789","1.4190859568","0.6885156021","FRANCCI3_RS01545","Francci3_0310","","","WP_011434775.1",""
"FRANCCI3_RS23915","0.4104690574","1.3291178744","0.6773448233","FRANCCI3_RS23915","Francci3_0311","GO:0045550 - geranylgeranyl reductase activity [Evidence IEA]","GO:0030494 - bacteriochlorophyll biosynthetic process [Evidence IEA]; GO:0015995 - chlorophyll biosynthetic process [Evidence IEA]","WP_011434776.1",""
"FRANCCI3_RS01555","-0.021094779","-1.0147292079","0.9832268599","FRANCCI3_RS01555","Francci3_0312","","","WP_011434777.1",""
"FRANCCI3_RS01560","-2.4582756347","-5.4955947967","0.0401714511","FRANCCI3_RS01560","Francci3_0313","","","WP_108913712.1",""
"FRANCCI3_RS01565","-0.9784430378","-1.9703378648","0.1845331374","FRANCCI3_RS01565","Francci3_0314","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434779.1",""
"FRANCCI3_RS23080","0.1369867324","1.0996060369","0.8557822624","FRANCCI3_RS23080","Francci3_0315","GO:0005524 - ATP binding [Evidence IEA]; GO:0004356 - glutamate-ammonia ligase activity [Evidence IEA]","GO:0006542 - glutamine biosynthetic process [Evidence IEA]","WP_011434780.1",""
"FRANCCI3_RS01575","-0.0711256295","-1.0505360204","0.9332233206","FRANCCI3_RS01575","Francci3_0316","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_108913708.1",""
"FRANCCI3_RS01580","-0.7573422926","-1.6903737778","0.3880409065","FRANCCI3_RS01580, FRANCCI3_RS01585","Francci3_0317, Francci3_0318","GO:0005524 - ATP binding [Evidence IEA]; GO:0009374 - biotin binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004736 - pyruvate carboxylase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006090 - pyruvate metabolic process [Evidence IEA]","WP_011434782.1, WP_237704558.1",""
"FRANCCI3_RS01585","-0.4915146181","-1.405920111","0.5088650667","FRANCCI3_RS01580, FRANCCI3_RS01585","Francci3_0317, Francci3_0318","GO:0005524 - ATP binding [Evidence IEA]; GO:0009374 - biotin binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004736 - pyruvate carboxylase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006090 - pyruvate metabolic process [Evidence IEA]","WP_011434782.1, WP_237704558.1",""
"FRANCCI3_RS01590","-0.3063831742","-1.2366036544","0.7623909817","FRANCCI3_RS01590","Francci3_0319","","","WP_023840875.1",""
"FRANCCI3_RS01595","-0.0433713199","-1.0305191538","0.9478162415","FRANCCI3_RS01595, FRANCCI3_RS01600","Francci3_0320","GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_108913709.1, WP_023840873.1",""
"FRANCCI3_RS01600","-0.5525299212","-1.4666553804","0.4811879832","FRANCCI3_RS01595, FRANCCI3_RS01600","Francci3_0320","GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_108913709.1, WP_023840873.1",""
"FRANCCI3_RS01605","-0.3597236522","-1.2831800813","0.710089429","FRANCCI3_RS01605","","","","WP_023840872.1",""
"FRANCCI3_RS01610","-0.3863746574","-1.3071046554","0.601974056","FRANCCI3_RS01610","Francci3_0322","","","WP_023840871.1",""
"FRANCCI3_RS01615","-1.1932658795","-2.2866980559","0.3487597866","FRANCCI3_RS01615","Francci3_0323","","","WP_235462984.1",""
"FRANCCI3_RS01620","-1.4272614737","-2.6893573626","0.1875932004","FRANCCI3_RS01620, FRANCCI3_RS01625","Francci3_0324, Francci3_0325","","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434789.1, WP_175443354.1",""
"FRANCCI3_RS01625","-0.3203395609","-1.2486243977","0.6529525073","FRANCCI3_RS01620, FRANCCI3_RS01625","Francci3_0324, Francci3_0325","","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434789.1, WP_175443354.1",""
"FRANCCI3_RS01630","-0.6978511897","-1.6220869885","0.4868483976","FRANCCI3_RS01630","Francci3_0326","","","WP_011434791.1",""
"FRANCCI3_RS01635","-0.1445723406","-1.1054029292","0.8383231095","FRANCCI3_RS01635","Francci3_0327","","","WP_011434792.1",""
"FRANCCI3_RS01640","-0.3965365642","-1.316344006","0.6223654769","FRANCCI3_RS01640","Francci3_0328","","","WP_082456696.1",""
"FRANCCI3_RS23925","0.3073479867","1.2374309185","0.9101534566","FRANCCI3_RS23925","","","","",""
"FRANCCI3_RS01645","1.4279469665","2.6906355074","0.0941987154","FRANCCI3_RS01645","Francci3_0330","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_232235176.1",""
"FRANCCI3_RS25820","-0.380878234","-1.3021342825","0.6036840169","FRANCCI3_RS25820, FRANCCI3_RS01655","Francci3_0331, Francci3_0332","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_041257733.1, WP_011434797.1",""
"FRANCCI3_RS01655","-0.1040165326","-1.074761489","0.8924531536","FRANCCI3_RS25820, FRANCCI3_RS01655","Francci3_0331, Francci3_0332","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_041257733.1, WP_011434797.1",""
"FRANCCI3_RS01660","-1.3631656714","-2.5724903609","0.0964821207","FRANCCI3_RS01660","Francci3_0333","GO:0051537 - 2 iron, 2 sulfur cluster binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_235462983.1",""
"FRANCCI3_RS01665","-1.0179169761","-2.0249930776","0.2461570872","FRANCCI3_RS01665","Francci3_0334","","","WP_011434799.1",""
"FRANCCI3_RS01670","-1.0454939034","-2.0640728683","0.3761467214","FRANCCI3_RS01670","Francci3_0335","","","WP_011434800.1",""
"FRANCCI3_RS23930","-0.6505007771","-1.5697129678","0.5642317812","FRANCCI3_RS23930","Francci3_0336","","","WP_011434801.1",""
"FRANCCI3_RS23935","-0.5881681187","-1.5033366532","0.6076725253","FRANCCI3_RS23935","Francci3_0337","","","WP_011434802.1",""
"FRANCCI3_RS01680","-0.660511428","-1.5806428542","0.4225434055","FRANCCI3_RS01680, FRANCCI3_RS01685","Francci3_0338, Francci3_0339","","GO:0006457 - protein folding [Evidence IEA]","WP_035941548.1, WP_108913710.1",""
"FRANCCI3_RS01685","-1.2340610311","-2.3522820084","0.243731891","FRANCCI3_RS01680, FRANCCI3_RS01685","Francci3_0338, Francci3_0339","","GO:0006457 - protein folding [Evidence IEA]","WP_035941548.1, WP_108913710.1",""
"FRANCCI3_RS01690","-0.7009087065","-1.6255283375","0.3720687963","FRANCCI3_RS01690","Francci3_0340","GO:0008410 - CoA-transferase activity [Evidence IEA]","","WP_011434805.1",""
"FRANCCI3_RS01695","0.310147574","1.2398345167","0.7137198151","FRANCCI3_RS01695","Francci3_0341","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0015658 - branched-chain amino acid transmembrane transporter activity [Evidence IEA]; GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0015803 - branched-chain amino acid transport [Evidence IEA]; GO:0055085 - transmembrane transport [Evidence IEA]","WP_011434806.1",""
"FRANCCI3_RS01700","-0.4490903935","-1.3651792519","0.5507769777","FRANCCI3_RS01700","Francci3_0342","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0015658 - branched-chain amino acid transmembrane transporter activity [Evidence IEA]","","WP_011434807.1","GO:0043190 - ATP-binding cassette (ABC) transporter complex [Evidence IEA]; GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS01705","-0.7302578628","-1.6589355781","0.3452821224","FRANCCI3_RS01705","Francci3_0343","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","GO:0015803 - branched-chain amino acid transport [Evidence IEA]","WP_235463001.1",""
"FRANCCI3_RS01710","-1.5172333409","-2.8624159686","0.0832182002","FRANCCI3_RS01710, FRANCCI3_RS01715","Francci3_0344, Francci3_0345","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_235186987.1, WP_011434810.1",""
"FRANCCI3_RS01715","-1.8480959714","-3.6002472079","0.045764097","FRANCCI3_RS01710, FRANCCI3_RS01715","Francci3_0344, Francci3_0345","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_235186987.1, WP_011434810.1",""
"FRANCCI3_RS01720","-0.4258345264","-1.343349338","0.5717580224","FRANCCI3_RS01720","Francci3_0346","GO:0003885 - D-arabinono-1,4-lactone oxidase activity [Evidence IEA]","","WP_035958326.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS01725","0.9158786136","1.8867177493","0.3403567133","FRANCCI3_RS01725","Francci3_0347","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_237704560.1",""
"FRANCCI3_RS01730","-0.0290908255","-1.020368895","0.9747814525","FRANCCI3_RS01730","Francci3_0348","","","WP_011434813.1",""
"FRANCCI3_RS01735","-0.7006182226","-1.6252010735","0.2901664599","FRANCCI3_RS01735","Francci3_0349","","","WP_011434814.1",""
"FRANCCI3_RS01740","1.2705206817","2.4124861864","0.2116459116","FRANCCI3_RS01740","Francci3_0350","","","WP_011434815.1",""
"FRANCCI3_RS01745","-0.8675882044","-1.8246100952","0.2593928425","FRANCCI3_RS01745, FRANCCI3_RS01750","Francci3_0351, Francci3_0352","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0010181 - FMN binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434816.1, WP_308726839.1",""
"FRANCCI3_RS01750","-1.246203899","-2.3721642379","0.1045726261","FRANCCI3_RS01745, FRANCCI3_RS01750","Francci3_0351, Francci3_0352","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0010181 - FMN binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434816.1, WP_308726839.1",""
"FRANCCI3_RS01755","0.2121468305","1.1584106977","0.7990429107","FRANCCI3_RS01755","Francci3_0353","","","WP_011434818.1",""
"FRANCCI3_RS01760","-0.3636569496","-1.2866832577","0.6142260796","FRANCCI3_RS01760","Francci3_0354","","","WP_011434819.1",""
"FRANCCI3_RS01765","0.6295777657","1.5471121332","0.4156456896","FRANCCI3_RS01765","Francci3_0355","","","WP_011434820.1",""
"FRANCCI3_RS01770","0.7779413332","1.7146823448","0.2760022301","FRANCCI3_RS01770, FRANCCI3_RS01775","Francci3_0356, Francci3_0357","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0015288 - porin activity [Evidence IEA]","","WP_011434821.1, WP_232235168.1",""
"FRANCCI3_RS01775","1.0691722982","2.0982292275","0.1717940917","FRANCCI3_RS01770, FRANCCI3_RS01775","Francci3_0356, Francci3_0357","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0015288 - porin activity [Evidence IEA]","","WP_011434821.1, WP_232235168.1",""
"FRANCCI3_RS01780","-0.0571874919","-1.0404354722","0.9394852623","FRANCCI3_RS01780","Francci3_0358","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_108913714.1",""
"FRANCCI3_RS01785","-0.146585948","-1.1069468463","0.8538462452","FRANCCI3_RS01785","Francci3_0359","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434824.1",""
"FRANCCI3_RS01790","-0.7910117043","-1.7302874187","0.2906606296","FRANCCI3_RS01790","Francci3_0360","GO:0005524 - ATP binding [Evidence IEA]; GO:0004674 - protein serine/threonine kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434825.1",""
"FRANCCI3_RS01795","-0.4138715582","-1.3322562103","0.6071130547","FRANCCI3_RS01795","Francci3_0361","GO:0005215 - transporter activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434826.1",""
"FRANCCI3_RS01800","-0.3233255093","-1.2512113539","0.6467150975","FRANCCI3_RS01800","Francci3_0362","","","WP_193359374.1",""
"FRANCCI3_RS01805","-0.7084754432","-1.6340764069","0.4129982636","FRANCCI3_RS01805","Francci3_0363","","","WP_011434828.1",""
"FRANCCI3_RS01810","-0.0514352525","-1.0362953606","0.9487651471","FRANCCI3_RS01810","Francci3_0365","","","WP_108913197.1",""
"FRANCCI3_RS01815","1.2555415674","2.387567577","0.2967468364","FRANCCI3_RS01815","Francci3_0366","","","WP_011434831.1",""
"FRANCCI3_RS01820","-1.2463334524","-2.3723772668","0.1278278531","FRANCCI3_RS01820","Francci3_0367","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434832.1",""
"FRANCCI3_RS01825","-0.0198972264","-1.0138872507","0.9760937415","FRANCCI3_RS01825","Francci3_0368","","","WP_236701443.1",""
"FRANCCI3_RS01830","-1.9407852358","-3.839145494","0.0440129455","FRANCCI3_RS01830","Francci3_0369","GO:0003995 - acyl-CoA dehydrogenase activity [Evidence IEA]","","WP_011434834.1",""
"FRANCCI3_RS25220","-1.4212417574","-2.6781592647","0.2739858545","FRANCCI3_RS25220","Francci3_0371","","","WP_011434836.1",""
"FRANCCI3_RS01840","0.2741633092","1.2092925568","0.7432723948","FRANCCI3_RS01840","Francci3_0373","","","WP_011434838.1",""
"FRANCCI3_RS01845","-1.238693672","-2.3598475661","0.1207053399","FRANCCI3_RS01845","Francci3_0374","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0019346 - transsulfuration [Evidence IEA]","WP_011434839.1",""
"FRANCCI3_RS01850","0.176504796","1.1301425799","0.7813113468","FRANCCI3_RS01850","Francci3_0375","GO:0004122 - cystathionine beta-synthase activity [Evidence IEA]","GO:0019344 - cysteine biosynthetic process [Evidence IEA]","WP_023840844.1",""
"FRANCCI3_RS01855","0.9261595113","1.9002108505","0.2410270175","FRANCCI3_RS01855","Francci3_0376","","","WP_011434841.1",""
"FRANCCI3_RS23090","0.6692818071","1.5902811072","0.3675671156","FRANCCI3_RS23090","Francci3_0377","","","WP_011434842.1",""
"FRANCCI3_RS01870","0.3004729971","1.2315481183","0.6664330445","FRANCCI3_RS01870, FRANCCI3_RS01875","Francci3_0378, Francci3_0379","GO:0005524 - ATP binding [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_011434843.1, WP_011434844.1",""
"FRANCCI3_RS01875","-0.033777749","-1.0236891863","0.9613196878","FRANCCI3_RS01870, FRANCCI3_RS01875","Francci3_0378, Francci3_0379","GO:0005524 - ATP binding [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_011434843.1, WP_011434844.1",""
"FRANCCI3_RS01880","0.2726496068","1.2080244099","0.7076919887","FRANCCI3_RS01880","Francci3_0380","","","WP_035909880.1",""
"FRANCCI3_RS01885","0.4394976695","1.356132055","0.5206006967","FRANCCI3_RS01885, FRANCCI3_RS01890","Francci3_0381, Francci3_0382","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434846.1, WP_011434847.1",""
"FRANCCI3_RS01890","0.1972243221","1.1464904376","0.7961935313","FRANCCI3_RS01885, FRANCCI3_RS01890","Francci3_0381, Francci3_0382","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434846.1, WP_011434847.1",""
"FRANCCI3_RS25835","2.5523588512","5.8659259183","0.0668661335","FRANCCI3_RS25835, FRANCCI3_RS01895","Francci3_0383","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]","GO:0009228 - thiamine biosynthetic process [Evidence IEA]","WP_162238919.1, WP_085949858.1",""
"thiC","-1.3745920145","-2.5929457362","0.1109709777","FRANCCI3_RS25835, FRANCCI3_RS01895","Francci3_0383","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]","GO:0009228 - thiamine biosynthetic process [Evidence IEA]","WP_162238919.1, WP_085949858.1",""
"FRANCCI3_RS01900","0.5899832831","1.5052293058","0.596628319","FRANCCI3_RS01900","Francci3_0384","","","WP_011434849.1",""
"FRANCCI3_RS01905","0.2799593238","1.2141606511","0.8100998722","FRANCCI3_RS01905, FRANCCI3_RS26615","Francci3_0385","GO:0003677 - DNA binding [Evidence IEA]","","WP_255353864.1, WP_023840839.1",""
"FRANCCI3_RS26615","-3.7425987886","-13.3854968779","0.1107170104","FRANCCI3_RS01905, FRANCCI3_RS26615","Francci3_0385","GO:0003677 - DNA binding [Evidence IEA]","","WP_255353864.1, WP_023840839.1",""
"FRANCCI3_RS01910","0.5478601077","1.4619156855","0.6371984812","FRANCCI3_RS01910, FRANCCI3_RS27685","Francci3_0386, Francci3_0387","","","WP_011434851.1, WP_011434852.1",""
"FRANCCI3_RS27685","1.833930356","3.5650698809","0.0824888893","FRANCCI3_RS01910, FRANCCI3_RS27685","Francci3_0386, Francci3_0387","","","WP_011434851.1, WP_011434852.1",""
"FRANCCI3_RS23095","1.6560917233","3.1516159105","0.1864124873","FRANCCI3_RS23095","Francci3_0388","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_011434853.1",""
"FRANCCI3_RS01925","0.4739036827","1.3888624093","0.644088457","FRANCCI3_RS01925, FRANCCI3_RS01930","Francci3_0389, Francci3_0390","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434854.1, WP_011434855.1",""
"FRANCCI3_RS01930","-0.7188788008","-1.6459024143","0.4894344973","FRANCCI3_RS01925, FRANCCI3_RS01930","Francci3_0389, Francci3_0390","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434854.1, WP_011434855.1",""
"FRANCCI3_RS01935","0.848202109","1.8002560422","0.6051411467","FRANCCI3_RS01935, FRANCCI3_RS01940","Francci3_0391, Francci3_0392","GO:0004803 - transposase activity [Evidence IEA]","","WP_237704561.1, WP_011434857.1",""
"FRANCCI3_RS01940","0.1060873568","1.0763052943","0.9265444674","FRANCCI3_RS01935, FRANCCI3_RS01940","Francci3_0391, Francci3_0392","GO:0004803 - transposase activity [Evidence IEA]","","WP_237704561.1, WP_011434857.1",""
"FRANCCI3_RS27690","0.2190419286","1.1639603617","0.9174035772","FRANCCI3_RS27690, FRANCCI3_RS01945","Francci3_0393","GO:0003677 - DNA binding [Evidence IEA]; GO:0000150 - DNA strand exchange activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_148214898.1, WP_011434858.1",""
"FRANCCI3_RS01945","0.097254792","1.0697359955","0.9216892545","FRANCCI3_RS27690, FRANCCI3_RS01945","Francci3_0393","GO:0003677 - DNA binding [Evidence IEA]; GO:0000150 - DNA strand exchange activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_148214898.1, WP_011434858.1",""
"FRANCCI3_RS23950","0.7404054518","1.6706452873","0.587352009","FRANCCI3_RS23950, FRANCCI3_RS01950","Francci3_0394, Francci3_0395","","","WP_200923140.1, WP_035912887.1",""
"FRANCCI3_RS01950","0.1218722686","1.0881460966","0.9267650612","FRANCCI3_RS23950, FRANCCI3_RS01950, FRANCCI3_RS23955","Francci3_0394, Francci3_0395, Francci3_0396","","","WP_200923140.1, WP_035912887.1, WP_198537940.1",""
"FRANCCI3_RS23955","1.3226999265","2.5013378401","0.2516434748","FRANCCI3_RS01950, FRANCCI3_RS23955","Francci3_0395, Francci3_0396","","","WP_035912887.1, WP_198537940.1",""
"FRANCCI3_RS01955","1.0254390955","2.0355788343","0.4831440586","FRANCCI3_RS01955, FRANCCI3_RS01960","Francci3_0397, Francci3_0398","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434862.1, WP_011434863.1",""
"FRANCCI3_RS01960","0.3621709864","1.2853586675","0.7416048907","FRANCCI3_RS01955, FRANCCI3_RS01960","Francci3_0397, Francci3_0398","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434862.1, WP_011434863.1",""
"FRANCCI3_RS23100","-3.5272074765","-11.5290958913","0.1235253607","FRANCCI3_RS23100","Francci3_0399","","","WP_011434864.1",""
"FRANCCI3_RS01970","0.135735423","1.0986527163","0.9259966428","FRANCCI3_RS01970","Francci3_0400","GO:0005524 - ATP binding [Evidence IEA]","","WP_236701546.1",""
"FRANCCI3_RS01975","-0.5343492011","-1.4482886849","0.6815473681","FRANCCI3_RS01975","Francci3_0401","","","WP_035912895.1",""
"FRANCCI3_RS23960","-0.3929433667","-1.3130695796","0.7366040412","FRANCCI3_RS23960","Francci3_0402","GO:0004803 - transposase activity [Evidence IEA]","","WP_202795705.1",""
"FRANCCI3_RS01990","-0.0662275144","-1.046975378","0.9482239991","FRANCCI3_RS01990","Francci3_0403","","","WP_083282462.1",""
"FRANCCI3_RS01995","-1.4789245525","-2.7874087026","0.2450483056","FRANCCI3_RS01995","Francci3_0404","","","",""
"FRANCCI3_RS02000","0.6399304633","1.5582540509","0.6625353547","FRANCCI3_RS02000","Francci3_0405","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434870.1",""
"FRANCCI3_RS02005","0.7027669896","1.6276234706","0.6844104411","FRANCCI3_RS02005","","","","WP_035908376.1",""
"FRANCCI3_RS02010","-2.1311852165","-4.3807722606","0.1543320833","FRANCCI3_RS02010","Francci3_0406","","","WP_011434871.1",""
"FRANCCI3_RS02015","-2.0819945929","-4.2339217111","0.3766860627","FRANCCI3_RS02015, FRANCCI3_RS02020","Francci3_0407","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_023839866.1, WP_023839865.1",""
"FRANCCI3_RS02020","-0.5540938429","-1.4682461378","0.5414724871","FRANCCI3_RS02015, FRANCCI3_RS02020","Francci3_0407","GO:0003677 - DNA binding [Evidence IEA]","GO:0015074 - DNA integration [Evidence IEA]; GO:0006310 - DNA recombination [Evidence IEA]","WP_023839866.1, WP_023839865.1",""
"FRANCCI3_RS02025","0.9502114144","1.9321557777","0.4782092959","","","","","",""
"FRANCCI3_RS02030","0.5056635811","1.4197762454","0.5094989401","FRANCCI3_RS02030","Francci3_0408","GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_236701462.1",""
"FRANCCI3_RS02035","0.1680018105","1.123501313","0.7932398917","FRANCCI3_RS02035, FRANCCI3_RS26620","Francci3_0409","","","WP_236701463.1, WP_035958482.1",""
"FRANCCI3_RS26620","-4.4029851794","-21.1558563493","0.0528965996","FRANCCI3_RS02035, FRANCCI3_RS26620","Francci3_0409","","","WP_236701463.1, WP_035958482.1",""
"FRANCCI3_RS02045","-0.1890959818","-1.1400491171","0.8820736316","FRANCCI3_RS02045","Francci3_0410","","","WP_011434875.1",""
"FRANCCI3_RS02050","0.2052813042","1.1529111255","0.8716422791","FRANCCI3_RS02050, FRANCCI3_RS02055","Francci3_0411, Francci3_0412","GO:0005524 - ATP binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0000166 - nucleotide binding [Evidence IEA]","","WP_011434876.1, WP_108913744.1",""
"FRANCCI3_RS02055","0.3019982909","1.232850865","0.6485710167","FRANCCI3_RS02050, FRANCCI3_RS02055","Francci3_0411, Francci3_0412","GO:0005524 - ATP binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0000166 - nucleotide binding [Evidence IEA]","","WP_011434876.1, WP_108913744.1",""
"FRANCCI3_RS02060","-0.7855934909","-1.723801305","0.5546040519","FRANCCI3_RS02060","Francci3_0413","GO:0005525 - GTP binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_049760819.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS02070","1.4179336952","2.6720253504","0.1744656042","FRANCCI3_RS02070","Francci3_0415","","GO:0006813 - potassium ion transport [Evidence IEA]","WP_011434880.1",""
"FRANCCI3_RS27695","0.4772429143","1.3920807642","0.681784011","FRANCCI3_RS27695","Francci3_0416","","","WP_011434881.1",""
"FRANCCI3_RS25850","-3.3855487466","-10.4508526495","0.1453377252","FRANCCI3_RS25850, FRANCCI3_RS26630","","","","WP_173645823.1, WP_157902454.1",""
"FRANCCI3_RS26630","-0.9905762287","-1.986978454","0.582032585","FRANCCI3_RS25850, FRANCCI3_RS26630","","","","WP_173645823.1, WP_157902454.1",""
