"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"dxs","0.1137674142","1.0820501864","0.7748851517","FRANCCI3_RS06640","Francci3_1326","GO:0008661 - 1-deoxy-D-xylulose-5-phosphate synthase activity [Evidence IEA]","GO:0009240 - isopentenyl diphosphate biosynthetic process [Evidence IEA]; GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]; GO:0009228 - thiamine biosynthetic process [Evidence IEA]","WP_011435769.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06645","0.1183413623","1.085486183","0.7699359579","FRANCCI3_RS06645","Francci3_1327","","","WP_023841682.1",""
"FRANCCI3_RS06650","-0.2923317066","-1.224617926","0.5079561779","FRANCCI3_RS06650","Francci3_1328","","","WP_023841681.1",""
"FRANCCI3_RS06655","-0.4107675573","-1.3293929031","0.3030791467","FRANCCI3_RS06655","Francci3_1329","GO:0070403 - NAD+ binding [Evidence IEA]","GO:0006631 - fatty acid metabolic process [Evidence IEA]","WP_011435772.1",""
"FRANCCI3_RS06660","-0.4665249617","-1.3817771519","0.2580497874","FRANCCI3_RS06660","Francci3_1330","","","WP_011435773.1",""
"FRANCCI3_RS06665","0.2546542512","1.1930497887","0.5110041355","FRANCCI3_RS06665","Francci3_1331","GO:0003676 - nucleic acid binding [Evidence IEA]","","WP_049760860.1",""
"FRANCCI3_RS06670","-0.570659451","-1.4852022964","0.3160810702","FRANCCI3_RS06670","Francci3_1332","","","WP_011435775.1",""
"FRANCCI3_RS06675","-2.074360484","-4.2115768275","0.0498055998","FRANCCI3_RS06675","","","","WP_023841679.1",""
"FRANCCI3_RS06680","-0.0519902183","-1.0366940721","0.928007334","FRANCCI3_RS06680","Francci3_1333","","","WP_011435776.1","GO:0016020 - membrane [Evidence IEA]"
"hemE","-0.6131990151","-1.5296472732","0.1763354151","FRANCCI3_RS06685","Francci3_1334","GO:0004853 - uroporphyrinogen decarboxylase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011435777.1",""
"hemG","0.3534512269","1.2776132916","0.4206475588","FRANCCI3_RS06690","Francci3_1335","GO:0004729 - oxygen-dependent protoporphyrinogen oxidase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011435778.1",""
"FRANCCI3_RS06695","0.0643288512","1.0455984091","0.8817928478","FRANCCI3_RS06695","Francci3_1336","","","WP_011435779.1",""
"FRANCCI3_RS06700","0.1588711765","1.1164132689","0.7302045821","FRANCCI3_RS06700","Francci3_1338","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435781.1","GO:0005886 - plasma membrane [Evidence IEA]"
"cysC","0.2946383262","1.2265774441","0.4733360568","FRANCCI3_RS06705","Francci3_1339","GO:0004020 - adenylylsulfate kinase activity [Evidence IEA]","GO:0006790 - sulfur compound metabolic process [Evidence IEA]","WP_035958213.1",""
"FRANCCI3_RS06710","-0.6862329727","-1.6090765617","0.1299390579","FRANCCI3_RS06710","Francci3_1340","GO:0008441 - 3'(2'),5'-bisphosphate nucleotidase activity [Evidence IEA]; GO:0000287 - magnesium ion binding [Evidence IEA]","GO:0006790 - sulfur compound metabolic process [Evidence IEA]","WP_011435783.1",""
"cysD","-0.7586310639","-1.6918844773","0.0662507041","FRANCCI3_RS06715, FRANCCI3_RS06720","Francci3_1341, Francci3_1342","GO:0004781 - sulfate adenylyltransferase (ATP) activity [Evidence IEA], GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","GO:0019419 - sulfate reduction [Evidence IEA]","WP_023840933.1, WP_011435785.1",""
"FRANCCI3_RS06720","-1.0758699029","-2.1079927468","0.0201442359","FRANCCI3_RS06715, FRANCCI3_RS06720","Francci3_1341, Francci3_1342","GO:0004781 - sulfate adenylyltransferase (ATP) activity [Evidence IEA], GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","GO:0019419 - sulfate reduction [Evidence IEA]","WP_023840933.1, WP_011435785.1",""
"FRANCCI3_RS06725","0.3985363982","1.3181699601","0.3481470922","FRANCCI3_RS06725","Francci3_1343","","","WP_011435786.1",""
"FRANCCI3_RS06730","-0.8630840667","-1.8189224902","0.6978923797","FRANCCI3_RS06730","Francci3_1344","","","WP_011435787.1",""
"FRANCCI3_RS06735","-0.0608367827","-1.0430705805","0.9395867847","FRANCCI3_RS06735","Francci3_1345","","","WP_049760862.1",""
"zapE","-0.5995004533","-1.5151918263","0.4110499723","FRANCCI3_RS06740","Francci3_1346","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0051301 - cell division [Evidence IEA]","WP_011435789.1",""
"treZ","0.1545219155","1.1130527105","0.7227054827","FRANCCI3_RS06745","Francci3_1347","GO:0016798 - hydrolase activity, acting on glycosyl bonds [Evidence IEA]","GO:0005992 - trehalose biosynthetic process [Evidence IEA]","WP_011435790.1",""
"treY","-0.2856792741","-1.2189840713","0.4296185765","FRANCCI3_RS06755","Francci3_1349","GO:0047470 - (1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity [Evidence IEA]","GO:0005992 - trehalose biosynthetic process [Evidence IEA]","WP_035941582.1",""
"glgX_1","-0.4287400949","-1.3460575518","0.2349721867","FRANCCI3_RS06760","Francci3_1350","GO:0004133 - glycogen debranching enzyme activity [Evidence IEA]","GO:0005980 - glycogen catabolic process [Evidence IEA]","WP_023840937.1",""
"FRANCCI3_RS06765","-0.1776522777","-1.1310418232","0.7241708889","FRANCCI3_RS06765","Francci3_1351","","","WP_011435794.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS06770","0.2031013637","1.1511703697","0.6838442706","FRANCCI3_RS06770","Francci3_1352","","","WP_011435795.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS06775","0.519536623","1.4334947521","0.4404261609","FRANCCI3_RS06775","Francci3_1353","","","WP_049760863.1",""
"FRANCCI3_RS06780","-1.3499503637","-2.5490335529","0.0398598824","FRANCCI3_RS06780","Francci3_1354","","","WP_011435797.1",""
"FRANCCI3_RS06785","-0.3007923856","-1.2318207926","0.4163647319","FRANCCI3_RS06785","Francci3_1355","","","WP_011435798.1",""
"FRANCCI3_RS06790","-1.7198910454","-3.294115283","6.262E-3","FRANCCI3_RS06790","Francci3_1356","","","WP_011435799.1",""
"FRANCCI3_RS06795","-0.228518891","-1.1716315036","0.6093878899","FRANCCI3_RS06795","Francci3_1357","GO:0008745 - N-acetylmuramoyl-L-alanine amidase activity [Evidence IEA]","GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435800.1",""
"FRANCCI3_RS06800","0.5425104791","1.4565048234","0.3067191455","","","","","",""
"FRANCCI3_RS06805","-0.0679396247","-1.0482186077","0.9646708604","","","","","",""
"FRANCCI3_RS06810","0.5886114017","1.5037986399","0.3610047142","","","","","",""
"FRANCCI3_RS06815","0.2006675213","1.1492299698","0.615918261","FRANCCI3_RS06815","Francci3_1358","","","WP_023840940.1",""
"FRANCCI3_RS06820","-0.0384030155","-1.0269763905","0.9327668665","FRANCCI3_RS06820","Francci3_1359","","","WP_009739629.1",""
"FRANCCI3_RS06825","0.5810704937","1.4959588529","0.483025015","","","","","",""
"FRANCCI3_RS06830","0.0488030781","1.0344063797","0.9058141513","FRANCCI3_RS06830","Francci3_1360","","","WP_011435802.1",""
"FRANCCI3_RS06835","-0.8677884527","-1.8248633715","0.0379252235","FRANCCI3_RS06835","Francci3_1361","GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","","WP_011435803.1",""
"FRANCCI3_RS06840","-0.7924331733","-1.7319930889","0.0674803608","FRANCCI3_RS06840","Francci3_1362","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA]","WP_023840942.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS06845","0.6223053611","1.5393330012","0.1409620663","FRANCCI3_RS06845","Francci3_1363","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435805.1",""
"FRANCCI3_RS06850","1.4086870659","2.6549543697","5.096E-3","FRANCCI3_RS06850","Francci3_1364","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_011435806.1",""
"FRANCCI3_RS06855","1.2624716084","2.3990639391","0.0218326034","FRANCCI3_RS06855","Francci3_1365","","","WP_023840944.1",""
"pdxS","-6.607E-3","-1.0045897808","0.9858576878","FRANCCI3_RS06860, FRANCCI3_RS06865","Francci3_1366, Francci3_1367","GO:0003824 - catalytic activity [Evidence IEA], GO:0016884 - carbon-nitrogen ligase activity, with glutamine as amido-N-donor [Evidence IEA]","GO:0042823 - pyridoxal phosphate biosynthetic process [Evidence IEA]","WP_011435808.1, WP_011435809.1",""
"pdxT","0.3108825303","1.2404662901","0.4376258484","FRANCCI3_RS06860, FRANCCI3_RS06865","Francci3_1366, Francci3_1367","GO:0003824 - catalytic activity [Evidence IEA], GO:0016884 - carbon-nitrogen ligase activity, with glutamine as amido-N-donor [Evidence IEA]","GO:0042823 - pyridoxal phosphate biosynthetic process [Evidence IEA]","WP_011435808.1, WP_011435809.1",""
"FRANCCI3_RS06870","-0.1970780405","-1.1463741955","0.6070704405","FRANCCI3_RS06870","Francci3_1368","","","WP_011435810.1",""
"ruvC","-0.172542945","-1.1270433011","0.7132236019","FRANCCI3_RS06875, FRANCCI3_RS06880","Francci3_1369, Francci3_1370","GO:0008821 - crossover junction DNA endonuclease activity [Evidence IEA], GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_011435811.1, WP_011435812.1","GO:0009379 - Holliday junction helicase complex [Evidence IEA]"
"ruvA","0.2132644595","1.1593084445","0.6934865249","FRANCCI3_RS06875, FRANCCI3_RS06880","Francci3_1369, Francci3_1370","GO:0008821 - crossover junction DNA endonuclease activity [Evidence IEA], GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_011435811.1, WP_011435812.1","GO:0009379 - Holliday junction helicase complex [Evidence IEA]"
"ruvB","-0.4372688711","-1.3540386039","0.3744191587","FRANCCI3_RS06885","Francci3_1371","GO:0005524 - ATP binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]; GO:0006281 - DNA repair [Evidence IEA]","WP_011435813.1",""
"yajC","0.1573238432","1.1152165244","0.7044622266","FRANCCI3_RS06890","Francci3_1372","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0009306 - protein secretion [Evidence IEA]","WP_011435814.1","GO:0005886 - plasma membrane [Evidence IEA]"
"secD","-0.0650187521","-1.0460985369","0.8550427807","FRANCCI3_RS06895","Francci3_1373","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_011435815.1","GO:0031522 - cell envelope Sec protein transport complex [Evidence IEA]"
"secF","-0.2916276965","-1.2240204796","0.439664873","FRANCCI3_RS06900","Francci3_1374","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_011435816.1","GO:0031522 - cell envelope Sec protein transport complex [Evidence IEA]"
"FRANCCI3_RS06905","0.0343843045","1.0241196687","0.9506034005","FRANCCI3_RS06905","Francci3_1375","GO:0003999 - adenine phosphoribosyltransferase activity [Evidence IEA]","GO:0009116 - nucleoside metabolic process [Evidence IEA]","WP_011435817.1",""
"FRANCCI3_RS06910","-0.4317961616","-1.3489119331","0.2846185461","FRANCCI3_RS06910","Francci3_1376","GO:0003824 - catalytic activity [Evidence IEA]","GO:0015969 - guanosine tetraphosphate metabolic process [Evidence IEA]; GO:0015968 - stringent response [Evidence IEA]","WP_011435818.1",""
"FRANCCI3_RS06915","-0.8763993859","-1.8357879013","0.0261565114","FRANCCI3_RS06915","Francci3_1377","GO:0003824 - catalytic activity [Evidence IEA]","GO:0015969 - guanosine tetraphosphate metabolic process [Evidence IEA]; GO:0015968 - stringent response [Evidence IEA]","WP_011435819.1",""
"cutA","-0.5743634553","-1.4890203339","0.2248360238","FRANCCI3_RS06920, FRANCCI3_RS06925","Francci3_1378, Francci3_1379","GO:0003677 - DNA binding [Evidence IEA]","GO:0010038 - response to metal ion [Evidence IEA]","WP_232234947.1, WP_011435821.1",""
"FRANCCI3_RS06925","0.2961221694","1.2278396546","0.4486144701","FRANCCI3_RS06920, FRANCCI3_RS06925","Francci3_1378, Francci3_1379","GO:0003677 - DNA binding [Evidence IEA]","GO:0010038 - response to metal ion [Evidence IEA]","WP_232234947.1, WP_011435821.1",""
"FRANCCI3_RS06930","0.427097241","1.3445256153","0.3177757581","FRANCCI3_RS06930","Francci3_1380","GO:0005524 - ATP binding [Evidence IEA]; GO:0004386 - helicase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]","","WP_011435822.1",""
"FRANCCI3_RS06935","0.2260619741","1.1696379073","0.6358165278","FRANCCI3_RS06935","Francci3_1381","GO:0003755 - peptidyl-prolyl cis-trans isomerase activity [Evidence IEA]","GO:0000413 - protein peptidyl-prolyl isomerization [Evidence IEA]","WP_011435823.1",""
"serS","-0.4813117037","-1.3960123492","0.2216718892","FRANCCI3_RS06940, FRANCCI3_RS06945","Francci3_1382, Francci3_1383","GO:0004828 - serine-tRNA ligase activity [Evidence IEA], GO:0046872 - metal ion binding [Evidence IEA]; GO:0004659 - prenyltransferase activity [Evidence IEA]","GO:0006434 - seryl-tRNA aminoacylation [Evidence IEA], GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435824.1, WP_167534325.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06945","0.4188405144","1.3368527021","0.3272429664","FRANCCI3_RS06940, FRANCCI3_RS06945","Francci3_1382, Francci3_1383","GO:0004828 - serine-tRNA ligase activity [Evidence IEA], GO:0046872 - metal ion binding [Evidence IEA]; GO:0004659 - prenyltransferase activity [Evidence IEA]","GO:0006434 - seryl-tRNA aminoacylation [Evidence IEA], GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435824.1, WP_167534325.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06950","0.0962095786","1.0689612667","0.8860396856","FRANCCI3_RS06950, FRANCCI3_RS06955","Francci3_1384, Francci3_1385","","","WP_011435826.1, WP_011435827.1",""
"FRANCCI3_RS06955","0.8796556366","1.8399360662","0.1493197815","FRANCCI3_RS06950, FRANCCI3_RS06955, FRANCCI3_RS06960","Francci3_1384, Francci3_1385, Francci3_1386","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435826.1, WP_011435827.1, WP_011435828.1",""
"FRANCCI3_RS06960","-0.6326226599","-1.5503808541","0.1754604062","FRANCCI3_RS06955, FRANCCI3_RS06960","Francci3_1385, Francci3_1386","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435827.1, WP_011435828.1",""
"crtI_1","-0.1018009772","-1.0731122381","0.8489907188","FRANCCI3_RS06965","Francci3_1387","GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_011435829.1",""
"FRANCCI3_RS06970","0.5121470788","1.4261711042","0.511792245","FRANCCI3_RS06970","","","","WP_063578137.1",""
"FRANCCI3_RS06975","1.2224071973","2.3333572313","0.0278116887","FRANCCI3_RS06975","","","","WP_236707299.1",""
"metF","-0.353036367","-1.2772459552","0.4123886763","FRANCCI3_RS06980","Francci3_1389","GO:0004489 - methylenetetrahydrofolate reductase (NAD(P)H) activity [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011435831.1",""
"FRANCCI3_RS06985","0.0557969793","1.0394331525","0.9232982343","FRANCCI3_RS06985","Francci3_1390","","","WP_011435832.1",""
"FRANCCI3_RS06990","0.432412375","1.3494882123","0.4843096205","FRANCCI3_RS06990, FRANCCI3_RS06995","Francci3_1391, Francci3_1392","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA], GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA], GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_023840954.1, WP_011435834.1","GO:0005886 - plasma membrane [Evidence IEA]"
"crtI_2","0.4959628819","1.4102616764","0.3186830608","FRANCCI3_RS06990, FRANCCI3_RS06995","Francci3_1391, Francci3_1392","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA], GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA], GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_023840954.1, WP_011435834.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS07000","-0.2562187729","-1.1943442859","0.6794359869","FRANCCI3_RS07000","Francci3_1393","","","WP_035730603.1",""
"FRANCCI3_RS07005","0.9415828595","1.9206343158","0.053831213","FRANCCI3_RS07005, FRANCCI3_RS07010","Francci3_1394, Francci3_1395","GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011435836.1, WP_232234953.1",""
"FRANCCI3_RS07010","-0.8229894377","-1.7690679188","0.0814402457","FRANCCI3_RS07005, FRANCCI3_RS07010","Francci3_1394, Francci3_1395","GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011435836.1, WP_232234953.1",""
"FRANCCI3_RS07015","0.6330867331","1.550879647","0.1900577969","FRANCCI3_RS07015","Francci3_1396","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435838.1",""
"FRANCCI3_RS07020","-0.0232464612","-1.0162437371","0.972280474","FRANCCI3_RS07020, FRANCCI3_RS23260","Francci3_1397, Francci3_1398","","","WP_011435839.1, WP_011435840.1",""
"FRANCCI3_RS23260","-0.6916809247","-1.6151642961","0.1043227114","FRANCCI3_RS07020, FRANCCI3_RS23260","Francci3_1397, Francci3_1398","","","WP_011435839.1, WP_011435840.1",""
"FRANCCI3_RS07030","0.4034051214","1.322625958","0.6701381242","FRANCCI3_RS07030","Francci3_1399","","","WP_011435841.1",""
"FRANCCI3_RS24255","0.3279190552","1.2552015641","0.6320995537","FRANCCI3_RS24255","Francci3_1400","","","WP_235608347.1",""
"FRANCCI3_RS27875","0.856918788","1.8111660093","0.5062152325","FRANCCI3_RS27875, FRANCCI3_RS07045","Francci3_1401","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035730597.1, WP_011435843.1",""
"FRANCCI3_RS07045","-0.0854871826","-1.0610459847","0.8751931144","FRANCCI3_RS27875, FRANCCI3_RS07045","Francci3_1401","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035730597.1, WP_011435843.1",""
"FRANCCI3_RS07050","-0.0520713277","-1.0367523574","0.9071080975","FRANCCI3_RS07050, FRANCCI3_RS07055","Francci3_1402, Francci3_1403","","","WP_011435844.1, WP_023840959.1",""
"FRANCCI3_RS07055","0.1363813856","1.0991447451","0.7301353346","FRANCCI3_RS07050, FRANCCI3_RS07055, FRANCCI3_RS07060","Francci3_1402, Francci3_1403, Francci3_1404","","","WP_011435844.1, WP_023840959.1, WP_011435846.1",""
"FRANCCI3_RS07060","-0.6017847498","-1.5175928111","0.2133281121","FRANCCI3_RS07055, FRANCCI3_RS07060","Francci3_1403, Francci3_1404","","","WP_023840959.1, WP_011435846.1",""
"FRANCCI3_RS07065","-0.0982142814","-1.0704476787","0.8017930694","FRANCCI3_RS07065","Francci3_1405","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435847.1",""
"mraZ","-0.0459363596","-1.0323529951","0.905483031","FRANCCI3_RS07070","Francci3_1406","GO:0043565 - sequence-specific DNA binding [Evidence IEA]","GO:0051302 - regulation of cell division [Evidence IEA]","WP_011435848.1",""
"rsmH","-0.0611962643","-1.0433305186","0.8854526106","FRANCCI3_RS07075","Francci3_1407","GO:0016434 - rRNA (cytosine) methyltransferase activity [Evidence IEA]","","WP_035730593.1",""
"FRANCCI3_RS07080","0.2403051769","1.1812425062","0.5633876562","FRANCCI3_RS07080","Francci3_1408","","","WP_011435850.1",""
"FRANCCI3_RS07085","0.0808626209","1.0576502452","0.8377097304","FRANCCI3_RS07085","Francci3_1409","GO:0008658 - penicillin binding [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_308726843.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS07090","0.7248073738","1.6526799585","0.0976287621","FRANCCI3_RS07090, FRANCCI3_RS07095","Francci3_1410, Francci3_1411","GO:0016881 - acid-amino acid ligase activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0047480 - UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]; GO:0051301 - cell division [Evidence IEA]; GO:0008360 - regulation of cell shape [Evidence IEA], GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435852.1, WP_011435853.1",""
"murF","0.0318986874","1.0223567335","0.9452042984","FRANCCI3_RS07090, FRANCCI3_RS07095","Francci3_1410, Francci3_1411","GO:0016881 - acid-amino acid ligase activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0047480 - UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]; GO:0051301 - cell division [Evidence IEA]; GO:0008360 - regulation of cell shape [Evidence IEA], GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435852.1, WP_011435853.1",""
"mraY","0.0297487421","1.020834323","0.9394148579","FRANCCI3_RS07100","Francci3_1412","GO:0008963 - phospho-N-acetylmuramoyl-pentapeptide-transferase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435854.1",""
"murD","0.3384518137","1.2643990126","0.4766297063","FRANCCI3_RS07105","Francci3_1413","GO:0008764 - UDP-N-acetylmuramoylalanine-D-glutamate ligase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435855.1",""
"ftsW","-0.454352854","-1.3701680543","0.3187435679","FRANCCI3_RS07110","Francci3_1414","GO:0003674 - molecular_function [Evidence IEA]","GO:0051301 - cell division [Evidence IEA]; GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435856.1","GO:0016020 - membrane [Evidence IEA]"
"murG","0.2067340814","1.1540726784","0.6336527841","FRANCCI3_RS07115","Francci3_1415","GO:0050511 - undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435857.1",""
"FRANCCI3_RS07120","0.7259780929","1.6540216206","0.1105254427","FRANCCI3_RS07120","Francci3_1416","","","WP_011435858.1",""
"murC","0.0759377252","1.0540459238","0.8487643503","FRANCCI3_RS07125","Francci3_1417","GO:0008763 - UDP-N-acetylmuramate-L-alanine ligase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435859.1",""
"ftsZ","-0.6388361181","-1.5570724976","0.1189686404","FRANCCI3_RS07130","Francci3_1418","GO:0003924 - GTPase activity [Evidence IEA]","GO:0000910 - cytokinesis [Evidence IEA]","WP_011435860.1",""
"pgeF","-0.8163832616","-1.7609857827","0.1203957142","FRANCCI3_RS07135","Francci3_1419","","","WP_011435861.1",""
"FRANCCI3_RS07140","-0.0405845087","-1.028530452","0.9325646195","FRANCCI3_RS07140","Francci3_1420","","","WP_148214906.1",""
"sepF","-0.4326623577","-1.3497220648","0.2586435177","FRANCCI3_RS07145","Francci3_1421","","GO:0090529 - cell septum assembly [Evidence IEA]","WP_023840535.1",""
"FRANCCI3_RS07150","-0.5495442551","-1.4636232668","0.2923039587","FRANCCI3_RS07150","Francci3_1422","","","WP_035730579.1",""
"FRANCCI3_RS07155","-0.183340024","-1.1355096951","0.6236133786","FRANCCI3_RS07155","Francci3_1423","","","WP_011435865.1",""
"ileS","0.0807532276","1.0575700512","0.8351161942","FRANCCI3_RS07160","Francci3_1424","GO:0004822 - isoleucine-tRNA ligase activity [Evidence IEA]","GO:0006428 - isoleucyl-tRNA aminoacylation [Evidence IEA]","WP_011435866.1","GO:0005737 - cytoplasm [Evidence IEA]"
"lspA","-0.3541935133","-1.2782708103","0.4406738473","FRANCCI3_RS07165, FRANCCI3_RS07170","Francci3_1425, Francci3_1426","GO:0004190 - aspartic-type endopeptidase activity [Evidence IEA], GO:0009982 - pseudouridine synthase activity [Evidence IEA]","GO:0009306 - protein secretion [Evidence IEA]; GO:0006508 - proteolysis [Evidence IEA], GO:0001522 - pseudouridine synthesis [Evidence IEA]; GO:0009451 - RNA modification [Evidence IEA]","WP_308726844.1, WP_011435868.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS07170","-0.2062378628","-1.1536758004","0.6406357114","FRANCCI3_RS07165, FRANCCI3_RS07170, FRANCCI3_RS07175","Francci3_1425, Francci3_1426, Francci3_1427","GO:0004190 - aspartic-type endopeptidase activity [Evidence IEA], GO:0009982 - pseudouridine synthase activity [Evidence IEA]","GO:0009306 - protein secretion [Evidence IEA]; GO:0006508 - proteolysis [Evidence IEA], GO:0001522 - pseudouridine synthesis [Evidence IEA]; GO:0009451 - RNA modification [Evidence IEA]","WP_308726844.1, WP_011435868.1, WP_011435869.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS07175","-0.9144498668","-1.8848501976","0.1609097536","FRANCCI3_RS07170, FRANCCI3_RS07175","Francci3_1426, Francci3_1427","GO:0009982 - pseudouridine synthase activity [Evidence IEA]","GO:0001522 - pseudouridine synthesis [Evidence IEA]; GO:0009451 - RNA modification [Evidence IEA]","WP_011435868.1, WP_011435869.1",""
"FRANCCI3_RS07180","-0.824444095","-1.7708525548","0.0640336078","FRANCCI3_RS07180","Francci3_1428","","","WP_035730575.1",""
"FRANCCI3_RS07185","0.0436013868","1.0306835041","0.9256094144","FRANCCI3_RS07185","Francci3_1429","GO:0005524 - ATP binding [Evidence IEA]","","WP_011435871.1",""
"FRANCCI3_RS07190","-0.8306921787","-1.7785384679","0.2295576241","FRANCCI3_RS07190","Francci3_1430","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_232234952.1",""
"FRANCCI3_RS23270","-0.4653747758","-1.3806759716","0.4424666901","FRANCCI3_RS23270","Francci3_1431","","","WP_011435873.1",""
"FRANCCI3_RS07200","-0.0506402217","-1.0357244431","0.9319030337","FRANCCI3_RS07200","Francci3_1432","","","WP_011435874.1",""
"FRANCCI3_RS07205","0.4056905011","1.324722796","0.5773761135","FRANCCI3_RS07205","Francci3_1433","","","WP_023840530.1",""
