"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS02790","0.473795936","1.388758687","0.6504912824","","","","","",""
"pyrE","-0.2371884886","-1.1786933944","0.7585065399","FRANCCI3_RS02795","Francci3_0559","GO:0004588 - orotate phosphoribosyltransferase activity [Evidence IEA]","GO:0009220 - pyrimidine ribonucleotide biosynthetic process [Evidence IEA]","WP_011435019.1",""
"FRANCCI3_RS02800","0.7950113172","1.7350909852","0.4463117255","FRANCCI3_RS02800","Francci3_0560","","","WP_011435020.1",""
"FRANCCI3_RS02805","0.1799597438","1.1328522743","0.8146135475","FRANCCI3_RS02805","Francci3_0561","","","WP_011435021.1",""
"FRANCCI3_RS02810","-0.7115787893","-1.637595212","0.3857095593","FRANCCI3_RS02810","Francci3_0562","GO:0003796 - lysozyme activity [Evidence IEA]","GO:0016998 - cell wall macromolecule catabolic process [Evidence IEA]; GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435022.1",""
"FRANCCI3_RS02815","1.2570391637","2.3900472895","0.2421575809","","","","","",""
"FRANCCI3_RS02820","1.5150224047","2.8580326636","0.185187843","","","","","",""
"rpmG","0.5360654365","1.4500125998","0.52729926","FRANCCI3_RS02825","Francci3_0563","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740545.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS02830","0.2941066653","1.22612551","0.7110902788","FRANCCI3_RS02830","Francci3_0564","","","WP_011435023.1",""
"FRANCCI3_RS02835","0.3011662926","1.2321400882","0.6715606721","FRANCCI3_RS02835","Francci3_0565","","","WP_011435024.1",""
"FRANCCI3_RS02840","0.1320027534","1.0958138578","0.8737288401","FRANCCI3_RS02840","Francci3_0566","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0008483 - transaminase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011435025.1",""
"FRANCCI3_RS02845","-0.1096205478","-1.0789444193","0.9232049855","","","","","",""
"secE","0.9268058899","1.9010624033","0.3664632285","FRANCCI3_RS27715","Francci3_0567","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_254665665.1","GO:0005886 - plasma membrane [Evidence IEA]"
"nusG","0.3798865185","1.3012394967","0.5935898322","FRANCCI3_RS02855","Francci3_0568","","GO:0006353 - DNA-templated transcription termination [Evidence IEA]","WP_011435027.1",""
"rplK","-0.2622838529","-1.1993758699","0.7581565292","FRANCCI3_RS02860","Francci3_0569","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435028.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplA","0.5541529065","1.4683062487","0.4308182141","FRANCCI3_RS02865","Francci3_0570","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_023839793.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplJ","-0.0822472512","-1.058665815","0.9282364717","FRANCCI3_RS02870","Francci3_0571","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435030.1","GO:0015934 - large ribosomal subunit [Evidence IEA]"
"rplL","0.1066657332","1.0767368715","0.8924798253","FRANCCI3_RS02875","Francci3_0572","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435031.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpoB","0.0834813038","1.0595717641","0.9231093577","FRANCCI3_RS02880","Francci3_0573","GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435032.1","GO:0000345 - cytosolic DNA-directed RNA polymerase complex [Evidence IEA]"
"FRANCCI3_RS02885","-0.2037877985","-1.1517182272","0.8183197365","FRANCCI3_RS02885","Francci3_0574","GO:0003677 - DNA binding [Evidence IEA]; GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435033.1",""
"FRANCCI3_RS23120","-0.2916478196","-1.2240375526","0.7168334727","FRANCCI3_RS23120, FRANCCI3_RS02895","Francci3_0575, Francci3_0576","GO:0000700 - mismatch base pair DNA N-glycosylase activity [Evidence IEA]","GO:0006285 - base-excision repair, AP site formation [Evidence IEA]","WP_011435034.1, WP_011435035.1",""
"mug","-0.5158203036","-1.4298068841","0.5139664078","FRANCCI3_RS23120, FRANCCI3_RS02895","Francci3_0575, Francci3_0576","GO:0000700 - mismatch base pair DNA N-glycosylase activity [Evidence IEA]","GO:0006285 - base-excision repair, AP site formation [Evidence IEA]","WP_011435034.1, WP_011435035.1",""
"rpsL","0.3276108938","1.2549334802","0.6939553423","FRANCCI3_RS02900, FRANCCI3_RS02905","Francci3_0577, Francci3_0578","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740532.1, WP_011435036.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA]"
"rpsG","0.2217364637","1.1661363329","0.7862655419","FRANCCI3_RS02900, FRANCCI3_RS02905","Francci3_0577, Francci3_0578","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740532.1, WP_011435036.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA]"
"fusA","0.0322052538","1.022574003","0.9709290037","FRANCCI3_RS02910","Francci3_0579","GO:0003746 - translation elongation factor activity [Evidence IEA]","GO:0006414 - translational elongation [Evidence IEA]","WP_011435037.1",""
"tuf","-0.1718759091","-1.1265223285","0.8476702261","FRANCCI3_RS02915","Francci3_0580","GO:0003746 - translation elongation factor activity [Evidence IEA]","GO:0006414 - translational elongation [Evidence IEA]","WP_011435038.1",""
"rpsJ","0.6399927842","1.5583213652","0.4012957951","FRANCCI3_RS02920","Francci3_0581","GO:0003723 - RNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_007514815.1","GO:0005840 - ribosome [Evidence IEA]"
"rplC","0.0550112634","1.0388672139","0.9469737618","FRANCCI3_RS02925, FRANCCI3_RS02930","Francci3_0582, Francci3_0583","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435039.1, WP_011435040.1","GO:0005840 - ribosome [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplD","1.258E-3","1.0008723885","0.9988541561","FRANCCI3_RS02925, FRANCCI3_RS02930, FRANCCI3_RS02935","Francci3_0582, Francci3_0583, Francci3_0584","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435039.1, WP_011435040.1, WP_011435041.1","GO:0005840 - ribosome [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplW","0.1587759907","1.1163396129","0.8261656824","FRANCCI3_RS02930, FRANCCI3_RS02935","Francci3_0583, Francci3_0584","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435040.1, WP_011435041.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA], GO:0005840 - ribosome [Evidence IEA]"
"rplB","-0.1907132485","-1.1413278332","0.8373452129","FRANCCI3_RS02940","Francci3_0585","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435042.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsS","0.1658777201","1.1218483909","0.8342430479","FRANCCI3_RS02945, FRANCCI3_RS02950","Francci3_0586, Francci3_0587","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435043.1, WP_011435044.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplV","-0.0459590536","-1.0323692345","0.9629867466","FRANCCI3_RS02945, FRANCCI3_RS02950, FRANCCI3_RS02955","Francci3_0586, Francci3_0587, Francci3_0588","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435043.1, WP_011435044.1, WP_011435045.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA], GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA]"
"rpsC","-0.0153066948","-1.0106662758","0.9848491116","FRANCCI3_RS02950, FRANCCI3_RS02955","Francci3_0587, Francci3_0588","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435044.1, WP_011435045.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA], GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA]"
"rplP","0.0529345131","1.037372847","0.9452907555","FRANCCI3_RS02960, FRANCCI3_RS02965","Francci3_0589, Francci3_0590","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740521.1, WP_011435046.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpmC","0.068053653","1.0483014605","0.9368347265","FRANCCI3_RS02960, FRANCCI3_RS02965","Francci3_0589, Francci3_0590","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740521.1, WP_011435046.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsQ","-0.2577340749","-1.1955993973","0.7604256671","FRANCCI3_RS02970","Francci3_0591","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435047.1","GO:0005840 - ribosome [Evidence IEA]"
"rplN","-0.0485696294","-1.0342390115","0.9589201323","FRANCCI3_RS02975","Francci3_0592","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740518.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplX","0.2643253568","1.2010742634","0.7407706189","FRANCCI3_RS02980","Francci3_0593","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_035729710.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplE","0.0868404411","1.0620417205","0.9165828231","FRANCCI3_RS02985","Francci3_0594","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435049.1","GO:0005840 - ribosome [Evidence IEA]"
"FRANCCI3_RS02990","-0.5917923352","-1.5071179559","0.5047124115","FRANCCI3_RS02990","Francci3_0595","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435050.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsH","0.105514983","1.0758783664","0.8948520505","FRANCCI3_RS02995","Francci3_0596","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435051.1","GO:0005840 - ribosome [Evidence IEA]"
"rplF","-0.0380868281","-1.0267513385","0.9675365157","FRANCCI3_RS03000","Francci3_0597","GO:0019843 - rRNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435052.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplR","-0.8002710119","-1.7414282251","0.4323850898","FRANCCI3_RS03005","Francci3_0598","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435053.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsE","-0.251146695","-1.1901527064","0.7770082752","FRANCCI3_RS03010, FRANCCI3_RS03015","Francci3_0599, Francci3_0600","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435054.1, WP_011435055.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpmD","0.5750291774","1.489707591","0.5722286361","FRANCCI3_RS03010, FRANCCI3_RS03015","Francci3_0599, Francci3_0600","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435054.1, WP_011435055.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplO","-0.2864547904","-1.2196395086","0.7689149555","FRANCCI3_RS03020","Francci3_0601","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435056.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"secY","0.8433181661","1.794171955","0.2247899123","FRANCCI3_RS03025, FRANCCI3_RS03030","Francci3_0602, Francci3_0603","GO:0015450 - protein-transporting ATPase activity [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0019205 - nucleobase-containing compound kinase activity [Evidence IEA]; GO:0016776 - phosphotransferase activity, phosphate group as acceptor [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA], GO:0006139 - nucleobase-containing compound metabolic process [Evidence IEA]","WP_011435057.1, WP_011435058.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS03030","0.2098560174","1.1565727509","0.7684394639","FRANCCI3_RS03025, FRANCCI3_RS03030","Francci3_0602, Francci3_0603","GO:0015450 - protein-transporting ATPase activity [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0019205 - nucleobase-containing compound kinase activity [Evidence IEA]; GO:0016776 - phosphotransferase activity, phosphate group as acceptor [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA], GO:0006139 - nucleobase-containing compound metabolic process [Evidence IEA]","WP_011435057.1, WP_011435058.1","GO:0005886 - plasma membrane [Evidence IEA]"
"map","-0.3124497458","-1.2418145545","0.6748325393","FRANCCI3_RS03035","Francci3_0604","","GO:0036211 - protein modification process [Evidence IEA]","WP_011435059.1",""
"infA","1.0392639229","2.0551788135","0.144017619","FRANCCI3_RS03040","Francci3_0605","GO:0003743 - translation initiation factor activity [Evidence IEA]","GO:0006413 - translational initiation [Evidence IEA]","WP_006541558.1",""
"rpmJ","1.5765035917","2.9824616595","0.1382784504","FRANCCI3_RS23995","Francci3_0606","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_003956441.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsM","-0.0202173509","-1.0141122505","0.9797373033","FRANCCI3_RS03045","Francci3_0607","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435060.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]"
"rpsK","0.3441658917","1.2694168445","0.6595517343","FRANCCI3_RS03050","Francci3_0608","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435061.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsD","0.0465454711","1.0327889507","0.9567134161","FRANCCI3_RS03055","Francci3_0609","GO:0019843 - rRNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435062.1","GO:0015935 - small ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS03060","-0.0905544581","-1.0647793209","0.9097640974","FRANCCI3_RS03060","Francci3_0610","GO:0003677 - DNA binding [Evidence IEA]; GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435063.1",""
"rplQ","-0.2381802893","-1.1795039822","0.799976276","FRANCCI3_RS03065","Francci3_0611","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435064.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0005762 - mitochondrial large ribosomal subunit [Evidence IEA]"
"truA","-0.0221318458","-1.015458898","0.9802712903","FRANCCI3_RS03070","Francci3_0612","GO:0009982 - pseudouridine synthase activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_035940875.1",""
"FRANCCI3_RS03075","0.4609960349","1.3764918184","0.4962100831","FRANCCI3_RS03075","Francci3_0613","","","WP_051569455.1",""
"rplM","0.2489623358","1.1883520806","0.7322683847","FRANCCI3_RS03080","Francci3_0614","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435067.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsI","0.2697666536","1.205612812","0.7192410197","FRANCCI3_RS03085","Francci3_0615","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435068.1","GO:0005840 - ribosome [Evidence IEA]"
"glmM","-0.4687967914","-1.3839547675","0.5618256014","FRANCCI3_RS03090","Francci3_0616","GO:0008966 - phosphoglucosamine mutase activity [Evidence IEA]","GO:0009103 - lipopolysaccharide biosynthetic process [Evidence IEA]; GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435069.1",""
"glmS","-0.5771071484","-1.4918548221","0.4949694057","FRANCCI3_RS03095","Francci3_0617","GO:0004360 - glutamine-fructose-6-phosphate transaminase (isomerizing) activity [Evidence IEA]","GO:0006040 - amino sugar metabolic process [Evidence IEA]; GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435070.1",""
"FRANCCI3_RS03100","0.1099311066","1.079176701","0.8950083779","FRANCCI3_RS03100","Francci3_0618","","","WP_011435071.1",""
"FRANCCI3_RS03105","-0.6102944962","-1.5265707948","0.4289940056","FRANCCI3_RS03105","Francci3_0619","GO:0003677 - DNA binding [Evidence IEA]","","WP_023839785.1",""
"FRANCCI3_RS03110","0.0297146079","1.0208101704","0.9765049411","FRANCCI3_RS03110","Francci3_0620","GO:0008897 - holo-[acyl-carrier-protein] synthase activity [Evidence IEA]","GO:0006633 - fatty acid biosynthetic process [Evidence IEA]","WP_011435073.1",""
"FRANCCI3_RS03115","-0.6968894111","-1.6210059778","0.3854969792","FRANCCI3_RS03115","Francci3_0621","GO:0052855 - ADP-dependent NAD(P)H-hydrate dehydratase activity [Evidence IEA]","","WP_011435074.1",""
"alr","-0.2411755594","-1.1819553686","0.7692198835","FRANCCI3_RS03120","Francci3_0622","GO:0008784 - alanine racemase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435075.1",""
"FRANCCI3_RS03125","0.9233577625","1.8965241759","0.3910527123","FRANCCI3_RS03125","Francci3_0623","","","WP_011435076.1",""
"glyA_1","-0.3476445924","-1.2724814211","0.6596680878","FRANCCI3_RS03130","Francci3_0624","GO:0004372 - glycine hydroxymethyltransferase activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0070905 - serine binding [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0019264 - glycine biosynthetic process from serine [Evidence IEA]","WP_011435077.1",""
"FRANCCI3_RS03135","-0.3346325499","-1.2610561807","0.6509587507","FRANCCI3_RS03135, FRANCCI3_RS03140","Francci3_0625, Francci3_0626","GO:0016787 - hydrolase activity [Evidence IEA], GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_011435078.1, WP_011435079.1","GO:0005737 - cytoplasm [Evidence IEA]"
"tsaE","-0.3636143036","-1.2866452239","0.6742026512","FRANCCI3_RS03135, FRANCCI3_RS03140","Francci3_0625, Francci3_0626","GO:0016787 - hydrolase activity [Evidence IEA], GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_011435078.1, WP_011435079.1","GO:0005737 - cytoplasm [Evidence IEA]"
"tsaB","-0.1309457107","-1.0950112642","0.887249964","FRANCCI3_RS03145","Francci3_0627","GO:0003725 - double-stranded RNA binding [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_035729597.1",""
"rimI","-0.3015048924","-1.2324293048","0.7162139294","FRANCCI3_RS03150","Francci3_0628","GO:0008999 - peptide-alanine-alpha-N-acetyltransferase activity [Evidence IEA]","GO:0036211 - protein modification process [Evidence IEA]; GO:0042254 - ribosome biogenesis [Evidence IEA]","WP_023839783.1",""
"FRANCCI3_RS03155","-0.3302783255","-1.2572559016","0.6490827219","FRANCCI3_RS03155","Francci3_0629","","","WP_011435082.1",""
"FRANCCI3_RS03160","0.1443589874","1.1052394686","0.8610416636","FRANCCI3_RS03160","Francci3_0630","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_035940864.1",""
"FRANCCI3_RS03165","-0.1293843413","-1.0938268197","0.9194980825","FRANCCI3_RS03165","Francci3_0631","","","WP_011435084.1",""
"groES","-0.3257573055","-1.2533221651","0.7299971804","FRANCCI3_RS03170","Francci3_0632","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006457 - protein folding [Evidence IEA]","WP_035729604.1",""
"groL_1","-0.418900917","-1.3369086745","0.6639449139","FRANCCI3_RS03175","Francci3_0633","GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0006457 - protein folding [Evidence IEA]","WP_011435086.1",""
"FRANCCI3_RS03180","-0.5294236584","-1.4433524761","0.5678157288","FRANCCI3_RS03180","Francci3_0634","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_011435087.1",""
"FRANCCI3_RS03185","-0.7351481819","-1.6645684315","0.3733443874","FRANCCI3_RS03185","Francci3_0635","","","WP_023839779.1",""
"guaB","-0.2749977408","-1.2099921945","0.7108097305","FRANCCI3_RS03190","Francci3_0636","GO:0003938 - IMP dehydrogenase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_200875358.1",""
"FRANCCI3_RS03195","-0.2747510273","-1.2097852928","0.7254259755","FRANCCI3_RS03195","Francci3_0637","GO:0003938 - IMP dehydrogenase activity [Evidence IEA]","","WP_011435090.1",""
"FRANCCI3_RS03200","0.3436171992","1.2689341458","0.6702584926","FRANCCI3_RS03200","Francci3_0638","","","WP_011435091.1",""
"FRANCCI3_RS26645","-0.1018816047","-1.0731722125","0.8917640863","FRANCCI3_RS26645","","","","WP_157858555.1",""
"FRANCCI3_RS03215","0.5188865025","1.432848923","0.4727006349","FRANCCI3_RS03215","Francci3_0640","","","WP_011435093.1",""
"FRANCCI3_RS03220","-0.0912942176","-1.0653254396","0.8964140764","FRANCCI3_RS03220, FRANCCI3_RS03225","Francci3_0641, Francci3_0642","","","WP_011435094.1, WP_011435095.1",""
"FRANCCI3_RS03225","-0.1945787386","-1.1443899543","0.8177278975","FRANCCI3_RS03220, FRANCCI3_RS03225","Francci3_0641, Francci3_0642","","","WP_011435094.1, WP_011435095.1",""
"FRANCCI3_RS03230","-0.5682152019","-1.4826881609","0.494239469","FRANCCI3_RS03230","Francci3_0643","","","WP_043590122.1",""
"FRANCCI3_RS03235","6.199E-3","1.0043058315","0.993031088","FRANCCI3_RS03235","Francci3_0644","","","WP_035958503.1",""
"guaA","-0.1373678941","-1.0998965924","0.85143431","FRANCCI3_RS03240","Francci3_0645","GO:0005524 - ATP binding [Evidence IEA]; GO:0003922 - GMP synthase (glutamine-hydrolyzing) activity [Evidence IEA]; GO:0016462 - pyrophosphatase activity [Evidence IEA]","GO:0006177 - GMP biosynthetic process [Evidence IEA]","WP_173645780.1",""
"FRANCCI3_RS03245","-0.3561132021","-1.2799728438","0.6126524521","FRANCCI3_RS03245","Francci3_0646","","","WP_011435099.1",""
"pcrA","0.0989160143","1.0709684755","0.8913214495","FRANCCI3_RS03250","Francci3_0647","GO:0003678 - DNA helicase activity [Evidence IEA]","GO:0006281 - DNA repair [Evidence IEA]; GO:0006268 - DNA unwinding involved in DNA replication [Evidence IEA]","WP_011435100.1",""
"FRANCCI3_RS28505","-0.5008315969","-1.415028977","0.6008650524","FRANCCI3_RS28505","","","","",""
"FRANCCI3_RS03260","0.3093266998","1.2391292681","0.6707445802","FRANCCI3_RS03260","Francci3_0649","","","WP_049760826.1",""
"FRANCCI3_RS03265","-0.3627191695","-1.28584716","0.6230447693","FRANCCI3_RS03265","Francci3_0650","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011435103.1",""
"sucC","-0.2015809295","-1.1499578079","0.8129865152","FRANCCI3_RS03270","Francci3_0651","GO:0005524 - ATP binding [Evidence IEA]; GO:0003824 - catalytic activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","GO:0006099 - tricarboxylic acid cycle [Evidence IEA]","WP_011435104.1",""
"sucD","-0.3374098273","-1.2634861302","0.7025952293","FRANCCI3_RS03275","Francci3_0652","GO:0003824 - catalytic activity [Evidence IEA]","","WP_011435105.1",""
"FRANCCI3_RS03280","0.1965952243","1.145990611","0.8248501741","FRANCCI3_RS03280","Francci3_0653","","","WP_011435106.1",""
"FRANCCI3_RS03285","-0.4026803733","-1.3219616942","0.570191022","FRANCCI3_RS03285","Francci3_0654","","","WP_023839768.1",""
"FRANCCI3_RS03290","-0.928095613","-1.902762652","0.4492648893","FRANCCI3_RS03290","Francci3_0655","GO:0003677 - DNA binding [Evidence IEA]","","WP_011435108.1",""
