"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS23115","-0.2962795128","-1.2279735728","0.6607168629","FRANCCI3_RS23115","Francci3_0553","","","WP_011435013.1",""
"FRANCCI3_RS02765","-0.117103909","-1.0845555203","0.8893497249","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02770","0.366974198","1.2896451856","0.6587604018","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02775","0.1077473451","1.0775444213","0.8993685434","FRANCCI3_RS02775","Francci3_0556","","","WP_011435016.1",""
"htpX_1","1.1561891404","2.2286794671","0.1388929648","FRANCCI3_RS02780","Francci3_0557","GO:0004222 - metalloendopeptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011435017.1",""
"FRANCCI3_RS02785","0.1183965984","1.0855277436","0.8953111963","FRANCCI3_RS02785","Francci3_0558","","","WP_011435018.1",""
"FRANCCI3_RS02790","0.6620759841","1.5823579401","0.4723267119","","","","","",""
"pyrE","-0.2850804292","-1.2184781911","0.6931036646","FRANCCI3_RS02795","Francci3_0559","GO:0004588 - orotate phosphoribosyltransferase activity [Evidence IEA]","GO:0009220 - pyrimidine ribonucleotide biosynthetic process [Evidence IEA]","WP_011435019.1",""
"FRANCCI3_RS02800","0.3220806921","1.2501322224","0.7139628125","FRANCCI3_RS02800","Francci3_0560","","","WP_011435020.1",""
"FRANCCI3_RS02805","0.0377281119","1.0264960756","0.9542850677","FRANCCI3_RS02805","Francci3_0561","","","WP_011435021.1",""
"FRANCCI3_RS02810","1.0856604761","2.1223468859","0.2270711246","FRANCCI3_RS02810","Francci3_0562","GO:0003796 - lysozyme activity [Evidence IEA]","GO:0016998 - cell wall macromolecule catabolic process [Evidence IEA]; GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435022.1",""
"FRANCCI3_RS02815","-0.093458279","-1.0669246408","0.9455061624","","","","","",""
"FRANCCI3_RS02820","0.4352737121","1.3521673456","0.7494063808","","","","","",""
"rpmG","0.2518441267","1.1907281924","0.7898975643","FRANCCI3_RS02825","Francci3_0563","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740545.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS02830","0.0581938891","1.0411615138","0.9239471527","FRANCCI3_RS02830","Francci3_0564","","","WP_011435023.1",""
"FRANCCI3_RS02835","0.1676409003","1.1232202887","0.8145882649","FRANCCI3_RS02835","Francci3_0565","","","WP_011435024.1",""
"FRANCCI3_RS02840","0.2990977978","1.2303747469","0.7218031938","FRANCCI3_RS02840","Francci3_0566","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0008483 - transaminase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011435025.1",""
"FRANCCI3_RS02845","2.5464210223","5.8418326182","0.0421400393","","","","","",""
"secE","0.4924896509","1.406870611","0.4934199878","FRANCCI3_RS27715","Francci3_0567","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_254665665.1","GO:0005886 - plasma membrane [Evidence IEA]"
"nusG","0.060043566","1.0424972413","0.9530507932","FRANCCI3_RS02855","Francci3_0568","","GO:0006353 - DNA-templated transcription termination [Evidence IEA]","WP_011435027.1",""
"rplK","-0.0350707583","-1.0246070746","0.9704223657","FRANCCI3_RS02860","Francci3_0569","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435028.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplA","0.1881083783","1.1392689583","0.8419976943","FRANCCI3_RS02865","Francci3_0570","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_023839793.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplJ","-0.1872328824","-1.1385778055","0.8350383927","FRANCCI3_RS02870","Francci3_0571","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435030.1","GO:0015934 - large ribosomal subunit [Evidence IEA]"
"rplL","-0.1517836825","-1.1109421416","0.8475841988","FRANCCI3_RS02875","Francci3_0572","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435031.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpoB","0.5204928224","1.4344451686","0.5772552283","FRANCCI3_RS02880","Francci3_0573","GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435032.1","GO:0000345 - cytosolic DNA-directed RNA polymerase complex [Evidence IEA]"
"FRANCCI3_RS02885","0.4168258353","1.3349871315","0.6604048678","FRANCCI3_RS02885","Francci3_0574","GO:0003677 - DNA binding [Evidence IEA]; GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435033.1",""
"FRANCCI3_RS23120","-0.1932344509","-1.1433241208","0.775153125","FRANCCI3_RS23120, FRANCCI3_RS02895","Francci3_0575, Francci3_0576","GO:0000700 - mismatch base pair DNA N-glycosylase activity [Evidence IEA]","GO:0006285 - base-excision repair, AP site formation [Evidence IEA]","WP_011435034.1, WP_011435035.1",""
"mug","0.766571672","1.7012223007","0.3142436239","FRANCCI3_RS23120, FRANCCI3_RS02895","Francci3_0575, Francci3_0576","GO:0000700 - mismatch base pair DNA N-glycosylase activity [Evidence IEA]","GO:0006285 - base-excision repair, AP site formation [Evidence IEA]","WP_011435034.1, WP_011435035.1",""
"rpsL","0.4811308324","1.3958373414","0.5861945811","FRANCCI3_RS02900, FRANCCI3_RS02905","Francci3_0577, Francci3_0578","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740532.1, WP_011435036.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA]"
"rpsG","0.2015113439","1.1499023432","0.82887702","FRANCCI3_RS02900, FRANCCI3_RS02905","Francci3_0577, Francci3_0578","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740532.1, WP_011435036.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA]"
"fusA","0.21783527","1.1629872416","0.8142550863","FRANCCI3_RS02910","Francci3_0579","GO:0003746 - translation elongation factor activity [Evidence IEA]","GO:0006414 - translational elongation [Evidence IEA]","WP_011435037.1",""
"tuf","0.082119813","1.0585723036","0.930640673","FRANCCI3_RS02915","Francci3_0580","GO:0003746 - translation elongation factor activity [Evidence IEA]","GO:0006414 - translational elongation [Evidence IEA]","WP_011435038.1",""
"rpsJ","0.0631851331","1.0447698238","0.9440316812","FRANCCI3_RS02920","Francci3_0581","GO:0003723 - RNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_007514815.1","GO:0005840 - ribosome [Evidence IEA]"
"rplC","0.3296189795","1.256681437","0.7200167684","FRANCCI3_RS02925, FRANCCI3_RS02930","Francci3_0582, Francci3_0583","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435039.1, WP_011435040.1","GO:0005840 - ribosome [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplD","-0.1887249494","-1.1397559569","0.8391149413","FRANCCI3_RS02925, FRANCCI3_RS02930, FRANCCI3_RS02935","Francci3_0582, Francci3_0583, Francci3_0584","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435039.1, WP_011435040.1, WP_011435041.1","GO:0005840 - ribosome [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplW","0.0272996336","1.0191028323","0.9754495745","FRANCCI3_RS02930, FRANCCI3_RS02935","Francci3_0583, Francci3_0584","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435040.1, WP_011435041.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA], GO:0005840 - ribosome [Evidence IEA]"
"rplB","-0.2723619122","-1.2077835362","0.7781147052","FRANCCI3_RS02940","Francci3_0585","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435042.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsS","-0.3750733095","-1.2969054543","0.6954607622","FRANCCI3_RS02945, FRANCCI3_RS02950","Francci3_0586, Francci3_0587","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435043.1, WP_011435044.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplV","-0.164467753","-1.1207525275","0.8624576072","FRANCCI3_RS02945, FRANCCI3_RS02950, FRANCCI3_RS02955","Francci3_0586, Francci3_0587, Francci3_0588","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435043.1, WP_011435044.1, WP_011435045.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000314 - organellar small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA], GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA]"
"rpsC","0.0861010697","1.0614975708","0.9202715877","FRANCCI3_RS02950, FRANCCI3_RS02955","Francci3_0587, Francci3_0588","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435044.1, WP_011435045.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA], GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA]"
"rplP","0.3096643367","1.239419298","0.7274534189","FRANCCI3_RS02960, FRANCCI3_RS02965","Francci3_0589, Francci3_0590","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740521.1, WP_011435046.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpmC","-0.6999794869","-1.6244816947","0.4245258327","FRANCCI3_RS02960, FRANCCI3_RS02965","Francci3_0589, Francci3_0590","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740521.1, WP_011435046.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsQ","-0.3655611062","-1.2883826216","0.6902577921","FRANCCI3_RS02970","Francci3_0591","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435047.1","GO:0005840 - ribosome [Evidence IEA]"
"rplN","-0.1706840766","-1.1255920754","0.8439854203","FRANCCI3_RS02975","Francci3_0592","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740518.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplX","0.1338013355","1.0971808413","0.8822611737","FRANCCI3_RS02980","Francci3_0593","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_035729710.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplE","0.1642239491","1.1205631454","0.8487224749","FRANCCI3_RS02985","Francci3_0594","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435049.1","GO:0005840 - ribosome [Evidence IEA]"
"FRANCCI3_RS02990","-0.2457693974","-1.1857249562","0.7339122735","FRANCCI3_RS02990","Francci3_0595","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435050.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsH","0.1463734413","1.1067838068","0.8707454978","FRANCCI3_RS02995","Francci3_0596","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435051.1","GO:0005840 - ribosome [Evidence IEA]"
"rplF","0.2580754908","1.1958823712","0.773904571","FRANCCI3_RS03000","Francci3_0597","GO:0019843 - rRNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435052.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]"
"rplR","-0.0926997962","-1.0663638629","0.9193140026","FRANCCI3_RS03005","Francci3_0598","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435053.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsE","-0.1111394161","-1.0800809294","0.8942371655","FRANCCI3_RS03010, FRANCCI3_RS03015","Francci3_0599, Francci3_0600","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435054.1, WP_011435055.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpmD","0.1154180178","1.0832888807","0.9044621006","FRANCCI3_RS03010, FRANCCI3_RS03015","Francci3_0599, Francci3_0600","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435054.1, WP_011435055.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]; GO:0000312 - plastid small ribosomal subunit [Evidence IEA], GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplO","-0.1938555949","-1.1438164783","0.8367398084","FRANCCI3_RS03020","Francci3_0601","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435056.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"secY","-0.4096804475","-1.3283915469","0.6932891956","FRANCCI3_RS03025, FRANCCI3_RS03030","Francci3_0602, Francci3_0603","GO:0015450 - protein-transporting ATPase activity [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0019205 - nucleobase-containing compound kinase activity [Evidence IEA]; GO:0016776 - phosphotransferase activity, phosphate group as acceptor [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA], GO:0006139 - nucleobase-containing compound metabolic process [Evidence IEA]","WP_011435057.1, WP_011435058.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS03030","0.6845907374","1.6072459745","0.4013951349","FRANCCI3_RS03025, FRANCCI3_RS03030","Francci3_0602, Francci3_0603","GO:0015450 - protein-transporting ATPase activity [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0019205 - nucleobase-containing compound kinase activity [Evidence IEA]; GO:0016776 - phosphotransferase activity, phosphate group as acceptor [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA], GO:0006139 - nucleobase-containing compound metabolic process [Evidence IEA]","WP_011435057.1, WP_011435058.1","GO:0005886 - plasma membrane [Evidence IEA]"
"map","-0.3096317667","-1.2393913175","0.7048520593","FRANCCI3_RS03035","Francci3_0604","","GO:0036211 - protein modification process [Evidence IEA]","WP_011435059.1",""
"infA","0.3196865725","1.2480593768","0.6839533153","FRANCCI3_RS03040","Francci3_0605","GO:0003743 - translation initiation factor activity [Evidence IEA]","GO:0006413 - translational initiation [Evidence IEA]","WP_006541558.1",""
"rpmJ","0.2378033376","1.1791958381","0.8044384612","FRANCCI3_RS23995","Francci3_0606","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_003956441.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsM","0.1758795933","1.1296529303","0.847594739","FRANCCI3_RS03045","Francci3_0607","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435060.1","GO:0022627 - cytosolic small ribosomal subunit [Evidence IEA]"
"rpsK","0.0677890524","1.0481092121","0.9427384371","FRANCCI3_RS03050","Francci3_0608","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435061.1","GO:0005840 - ribosome [Evidence IEA]"
"rpsD","4.19E-3","1.0029084721","0.9961274099","FRANCCI3_RS03055","Francci3_0609","GO:0019843 - rRNA binding [Evidence IEA]; GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435062.1","GO:0015935 - small ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS03060","0.0511542505","1.036093535","0.9545334164","FRANCCI3_RS03060","Francci3_0610","GO:0003677 - DNA binding [Evidence IEA]; GO:0003899 - DNA-directed 5'-3' RNA polymerase activity [Evidence IEA]; GO:0046983 - protein dimerization activity [Evidence IEA]","GO:0006351 - DNA-templated transcription [Evidence IEA]","WP_011435063.1",""
"rplQ","-0.1543313235","-1.1129056767","0.8601764423","FRANCCI3_RS03065","Francci3_0611","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435064.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0005762 - mitochondrial large ribosomal subunit [Evidence IEA]"
"truA","0.2300345032","1.1728629989","0.7756434557","FRANCCI3_RS03070","Francci3_0612","GO:0009982 - pseudouridine synthase activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_035940875.1",""
"FRANCCI3_RS03075","-0.1168627209","-1.0843742207","0.8504851682","FRANCCI3_RS03075","Francci3_0613","","","WP_051569455.1",""
"rplM","0.1923472984","1.1426212757","0.8314991779","FRANCCI3_RS03080","Francci3_0614","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435067.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rpsI","0.324778884","1.2524724626","0.7055267959","FRANCCI3_RS03085","Francci3_0615","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435068.1","GO:0005840 - ribosome [Evidence IEA]"
"glmM","-0.2084045755","-1.1554097511","0.7830430809","FRANCCI3_RS03090","Francci3_0616","GO:0008966 - phosphoglucosamine mutase activity [Evidence IEA]","GO:0009103 - lipopolysaccharide biosynthetic process [Evidence IEA]; GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435069.1",""
"glmS","0.0467577681","1.0329409399","0.9520007058","FRANCCI3_RS03095","Francci3_0617","GO:0004360 - glutamine-fructose-6-phosphate transaminase (isomerizing) activity [Evidence IEA]","GO:0006040 - amino sugar metabolic process [Evidence IEA]; GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435070.1",""
"FRANCCI3_RS03100","-0.6069327827","-1.5230177783","0.4366438079","FRANCCI3_RS03100","Francci3_0618","","","WP_011435071.1",""
"FRANCCI3_RS03105","-0.6379047802","-1.5560676472","0.4523896401","FRANCCI3_RS03105","Francci3_0619","GO:0003677 - DNA binding [Evidence IEA]","","WP_023839785.1",""
"FRANCCI3_RS03110","-0.0658179009","-1.0466781603","0.9155491926","FRANCCI3_RS03110","Francci3_0620","GO:0008897 - holo-[acyl-carrier-protein] synthase activity [Evidence IEA]","GO:0006633 - fatty acid biosynthetic process [Evidence IEA]","WP_011435073.1",""
"FRANCCI3_RS03115","0.0902406664","1.0645477526","0.9013885016","FRANCCI3_RS03115","Francci3_0621","GO:0052855 - ADP-dependent NAD(P)H-hydrate dehydratase activity [Evidence IEA]","","WP_011435074.1",""
"alr","-0.5422328899","-1.456224604","0.3615741235","FRANCCI3_RS03120","Francci3_0622","GO:0008784 - alanine racemase activity [Evidence IEA]","GO:0009252 - peptidoglycan biosynthetic process [Evidence IEA]","WP_011435075.1",""
"FRANCCI3_RS03125","-0.6999180063","-1.6244124687","0.5306437999","FRANCCI3_RS03125","Francci3_0623","","","WP_011435076.1",""
"glyA_1","-0.0638394511","-1.0452437748","0.9394043033","FRANCCI3_RS03130","Francci3_0624","GO:0004372 - glycine hydroxymethyltransferase activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0070905 - serine binding [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0019264 - glycine biosynthetic process from serine [Evidence IEA]","WP_011435077.1",""
"FRANCCI3_RS03135","0.2025573819","1.1507363918","0.7846195914","FRANCCI3_RS03135, FRANCCI3_RS03140","Francci3_0625, Francci3_0626","GO:0016787 - hydrolase activity [Evidence IEA], GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_011435078.1, WP_011435079.1","GO:0005737 - cytoplasm [Evidence IEA]"
"tsaE","0.5820863091","1.4970125428","0.5422114065","FRANCCI3_RS03135, FRANCCI3_RS03140","Francci3_0625, Francci3_0626","GO:0016787 - hydrolase activity [Evidence IEA], GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_011435078.1, WP_011435079.1","GO:0005737 - cytoplasm [Evidence IEA]"
"tsaB","-0.4793441813","-1.3941097894","0.4898996958","FRANCCI3_RS03145","Francci3_0627","GO:0003725 - double-stranded RNA binding [Evidence IEA]","GO:0006400 - tRNA modification [Evidence IEA]","WP_035729597.1",""
"rimI","-0.253382152","-1.1919982783","0.7211981183","FRANCCI3_RS03150","Francci3_0628","GO:0008999 - peptide-alanine-alpha-N-acetyltransferase activity [Evidence IEA]","GO:0036211 - protein modification process [Evidence IEA]; GO:0042254 - ribosome biogenesis [Evidence IEA]","WP_023839783.1",""
"FRANCCI3_RS03155","-0.502419014","-1.4165868097","0.6113830662","FRANCCI3_RS03155","Francci3_0629","","","WP_011435082.1",""
"FRANCCI3_RS03160","-0.1208515948","-1.0873765303","0.858456813","FRANCCI3_RS03160","Francci3_0630","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_035940864.1",""
"FRANCCI3_RS03165","-0.0728999433","-1.0518288281","0.9417940568","FRANCCI3_RS03165","Francci3_0631","","","WP_011435084.1",""
"groES","-0.0573416626","-1.0405466622","0.9498862889","FRANCCI3_RS03170","Francci3_0632","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0006457 - protein folding [Evidence IEA]","WP_035729604.1",""
"groL_1","-0.0980372308","-1.0703163191","0.915857484","FRANCCI3_RS03175","Francci3_0633","GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0005515 - protein binding [Evidence IEA]","GO:0006457 - protein folding [Evidence IEA]","WP_011435086.1",""
"FRANCCI3_RS03180","0.5650288783","1.4794171223","0.4453651994","FRANCCI3_RS03180","Francci3_0634","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_011435087.1",""
"FRANCCI3_RS03185","-0.4799369307","-1.3946826946","0.4952985944","FRANCCI3_RS03185","Francci3_0635","","","WP_023839779.1",""
"guaB","-0.2501103708","-1.1892980966","0.7325335729","FRANCCI3_RS03190","Francci3_0636","GO:0003938 - IMP dehydrogenase activity [Evidence IEA]","GO:0009152 - purine ribonucleotide biosynthetic process [Evidence IEA]","WP_200875358.1",""
"FRANCCI3_RS03195","-0.5026524333","-1.4168160233","0.454066025","FRANCCI3_RS03195","Francci3_0637","GO:0003938 - IMP dehydrogenase activity [Evidence IEA]","","WP_011435090.1",""
"FRANCCI3_RS03200","0.4136678742","1.3320681316","0.5414795905","FRANCCI3_RS03200","Francci3_0638","","","WP_011435091.1",""
"FRANCCI3_RS26645","0.0966208412","1.0692660341","0.8728834235","FRANCCI3_RS26645","","","","WP_157858555.1",""
"FRANCCI3_RS03215","-0.0544763799","-1.0384821222","0.9466714607","FRANCCI3_RS03215","Francci3_0640","","","WP_011435093.1",""
"FRANCCI3_RS03220","0.8003684184","1.7415458051","0.2324116292","FRANCCI3_RS03220, FRANCCI3_RS03225","Francci3_0641, Francci3_0642","","","WP_011435094.1, WP_011435095.1",""
"FRANCCI3_RS03225","-0.1185625547","-1.0856526214","0.8454344814","FRANCCI3_RS03220, FRANCCI3_RS03225","Francci3_0641, Francci3_0642","","","WP_011435094.1, WP_011435095.1",""
"FRANCCI3_RS03230","-0.2346533834","-1.1766240119","0.716636199","FRANCCI3_RS03230","Francci3_0643","","","WP_043590122.1",""
"FRANCCI3_RS03235","0.1251796139","1.0906435081","0.8854418752","FRANCCI3_RS03235","Francci3_0644","","","WP_035958503.1",""
"guaA","0.4510863606","1.3670692831","0.5818165495","FRANCCI3_RS03240","Francci3_0645","GO:0005524 - ATP binding [Evidence IEA]; GO:0003922 - GMP synthase (glutamine-hydrolyzing) activity [Evidence IEA]; GO:0016462 - pyrophosphatase activity [Evidence IEA]","GO:0006177 - GMP biosynthetic process [Evidence IEA]","WP_173645780.1",""
"FRANCCI3_RS03245","-0.3948489967","-1.3148051356","0.601097587","FRANCCI3_RS03245","Francci3_0646","","","WP_011435099.1",""
"pcrA","0.0705456579","1.0501137839","0.9288118936","FRANCCI3_RS03250","Francci3_0647","GO:0003678 - DNA helicase activity [Evidence IEA]","GO:0006281 - DNA repair [Evidence IEA]; GO:0006268 - DNA unwinding involved in DNA replication [Evidence IEA]","WP_011435100.1",""
"FRANCCI3_RS28505","0.0697323274","1.0495219409","0.9373310192","FRANCCI3_RS28505","","","","",""
"FRANCCI3_RS03260","-0.0325758743","-1.0228367304","0.9701785693","FRANCCI3_RS03260","Francci3_0649","","","WP_049760826.1",""
"FRANCCI3_RS03265","0.9863893568","1.9812203666","0.1433971143","FRANCCI3_RS03265","Francci3_0650","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011435103.1",""
