"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS06500","-0.0401962819","-1.0282537133","0.9755570294","FRANCCI3_RS06495, FRANCCI3_RS06500, FRANCCI3_RS06505","Francci3_1297, Francci3_1298, Francci3_1299","GO:0016740 - transferase activity [Evidence IEA], GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_023840571.1, WP_011435741.1, WP_011435742.1",""
"FRANCCI3_RS06505","-2.4835337807","-5.5926567238","0.5331968342","FRANCCI3_RS06500, FRANCCI3_RS06505","Francci3_1298, Francci3_1299","GO:0016757 - glycosyltransferase activity [Evidence IEA], GO:0016740 - transferase activity [Evidence IEA]","","WP_011435741.1, WP_011435742.1",""
"FRANCCI3_RS06510","-0.4114825023","-1.3300518631","0.6999382233","FRANCCI3_RS06510, FRANCCI3_RS06515","Francci3_1300, Francci3_1301","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_011435743.1, WP_011435744.1",""
"FRANCCI3_RS06515","-4.7155551395","-26.2738395371","0.2281211039","FRANCCI3_RS06510, FRANCCI3_RS06515, FRANCCI3_RS06520","Francci3_1300, Francci3_1301, Francci3_1302","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_011435743.1, WP_011435744.1, WP_023840573.1",""
"FRANCCI3_RS06520","-1.5811215965","-2.9920236866","0.1851854379","FRANCCI3_RS06515, FRANCCI3_RS06520","Francci3_1301, Francci3_1302","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_011435744.1, WP_023840573.1",""
"FRANCCI3_RS23255","-1.3975375637","-2.63451531","0.1393204401","FRANCCI3_RS23255, FRANCCI3_RS06530","Francci3_1303, Francci3_1304","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435746.1, WP_011435747.1",""
"FRANCCI3_RS06530","-1.3847596702","-2.6112845399","0.3755145021","FRANCCI3_RS23255, FRANCCI3_RS06530","Francci3_1303, Francci3_1304","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435746.1, WP_011435747.1",""
"FRANCCI3_RS06535","0.5139066045","1.4279115383","0.6609974775","FRANCCI3_RS06535","Francci3_1305","","","WP_023840574.1",""
"FRANCCI3_RS06540","0.0395734461","1.0278098947","0.9704343734","FRANCCI3_RS06540","Francci3_1306","","","WP_011435749.1",""
"FRANCCI3_RS06545","6.2808443788","77.7539670324","0.0199699663","FRANCCI3_RS06545","Francci3_1307","GO:0008446 - GDP-mannose 4,6-dehydratase activity [Evidence IEA]; GO:0070401 - NADP+ binding [Evidence IEA]","GO:0042351 - 'de novo' GDP-L-fucose biosynthetic process [Evidence IEA]; GO:0019673 - GDP-mannose metabolic process [Evidence IEA]","WP_011435750.1",""
"wecB","-1.2724371802","-2.4156931001","0.1823514445","FRANCCI3_RS06550","Francci3_1308","GO:0008761 - UDP-N-acetylglucosamine 2-epimerase activity [Evidence IEA]","GO:0009103 - lipopolysaccharide biosynthetic process [Evidence IEA]","WP_011435751.1",""
"FRANCCI3_RS06555","-0.7915812535","-1.7309706387","0.4127227485","FRANCCI3_RS06555","Francci3_1309","GO:0051287 - NAD binding [Evidence IEA]; GO:0016616 - oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [Evidence IEA]; GO:0003979 - UDP-glucose 6-dehydrogenase activity [Evidence IEA]","GO:0000271 - polysaccharide biosynthetic process [Evidence IEA]","WP_035958200.1",""
"FRANCCI3_RS06560","-0.3798368539","-1.3011947025","0.8206855986","FRANCCI3_RS06560","Francci3_1310","","","WP_011435753.1",""
"FRANCCI3_RS06565","1.933428261","3.8196177338","0.0508042357","FRANCCI3_RS06565","Francci3_1311","","","WP_011435754.1",""
"FRANCCI3_RS06570","-0.268118563","-1.2042363432","0.6287975851","FRANCCI3_RS06570","Francci3_1312","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0003994 - aconitate hydratase activity [Evidence IEA]","","WP_011435755.1",""
"FRANCCI3_RS06575","0.2610612782","1.1983599204","0.8595102223","FRANCCI3_RS06575","Francci3_1313","GO:0008934 - inositol monophosphate 1-phosphatase activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","GO:0006020 - inositol metabolic process [Evidence IEA]; GO:0046855 - obsolete inositol phosphate dephosphorylation [Evidence IEA]","WP_011435756.1",""
"valS","-0.8739866445","-1.8327203232","0.1034542326","FRANCCI3_RS06580","Francci3_1314","GO:0002161 - aminoacyl-tRNA editing activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0000166 - nucleotide binding [Evidence IEA]; GO:0004832 - valine-tRNA ligase activity [Evidence IEA]","GO:0006438 - valyl-tRNA aminoacylation [Evidence IEA]","WP_041257817.1",""
"FRANCCI3_RS06585","-0.5065694604","-1.4206680138","0.4805882592","FRANCCI3_RS06585","Francci3_1315","GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0055085 - transmembrane transport [Evidence IEA]","WP_011435758.1",""
"FRANCCI3_RS06590","0.5800395829","1.494890263","0.481113358","FRANCCI3_RS06590","Francci3_1316","GO:0046872 - metal ion binding [Evidence IEA]","","WP_023841686.1",""
"FRANCCI3_RS06595","-3.9546864117","-15.5052664355","0.3230147287","FRANCCI3_RS06595","Francci3_1317","","","WP_011435760.1",""
"dut","-0.3155998426","-1.244528995","0.7371630666","FRANCCI3_RS06600, FRANCCI3_RS06605","Francci3_1318, Francci3_1319","GO:0004170 - dUTP diphosphatase activity [Evidence IEA]; GO:0000287 - magnesium ion binding [Evidence IEA]","GO:0006226 - dUMP biosynthetic process [Evidence IEA]; GO:0046081 - dUTP catabolic process [Evidence IEA]","WP_011435761.1, WP_011435762.1",""
"FRANCCI3_RS06605","-0.6181722164","-1.5349293116","0.4282727975","FRANCCI3_RS06600, FRANCCI3_RS06605","Francci3_1318, Francci3_1319","GO:0004170 - dUTP diphosphatase activity [Evidence IEA]; GO:0000287 - magnesium ion binding [Evidence IEA]","GO:0006226 - dUMP biosynthetic process [Evidence IEA]; GO:0046081 - dUTP catabolic process [Evidence IEA]","WP_011435761.1, WP_011435762.1",""
"FRANCCI3_RS06610","-0.98591785","-1.9805729627","0.2168433246","FRANCCI3_RS06610","Francci3_1320","","","WP_011435763.1",""
"FRANCCI3_RS06615","-0.0567447221","-1.0401162067","0.9385661205","FRANCCI3_RS06615","Francci3_1321","","","WP_011435764.1",""
"FRANCCI3_RS06620","-0.157748269","-1.1155446577","0.8097752387","FRANCCI3_RS06620","Francci3_1322","","GO:0006813 - potassium ion transport [Evidence IEA]","WP_255353887.1",""
"FRANCCI3_RS06625","-1.1497331712","-2.2187285487","0.2639848286","FRANCCI3_RS06625","Francci3_1323","","GO:0006813 - potassium ion transport [Evidence IEA]","WP_035908790.1",""
"FRANCCI3_RS06630","-5.011E-3","-1.0034793042","0.9929049578","FRANCCI3_RS06630","Francci3_1324","GO:0022857 - transmembrane transporter activity [Evidence IEA]","","WP_011435767.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS06635","-1.932629658","-3.8175039717","0.6314958679","FRANCCI3_RS06635","Francci3_1325","","","WP_035958210.1",""
"dxs","-0.1169754594","-1.0844589617","0.8594737467","FRANCCI3_RS06640","Francci3_1326","GO:0008661 - 1-deoxy-D-xylulose-5-phosphate synthase activity [Evidence IEA]","GO:0009240 - isopentenyl diphosphate biosynthetic process [Evidence IEA]; GO:0008615 - pyridoxine biosynthetic process [Evidence IEA]; GO:0009228 - thiamine biosynthetic process [Evidence IEA]","WP_011435769.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06645","-0.1690465408","-1.1243151932","0.8330896947","FRANCCI3_RS06645","Francci3_1327","","","WP_023841682.1",""
"FRANCCI3_RS06650","-0.5107668611","-1.4248073473","0.6076554866","FRANCCI3_RS06650","Francci3_1328","","","WP_023841681.1",""
"FRANCCI3_RS06655","0.5890425033","1.5042480675","0.2943494866","FRANCCI3_RS06655","Francci3_1329","GO:0070403 - NAD+ binding [Evidence IEA]","GO:0006631 - fatty acid metabolic process [Evidence IEA]","WP_011435772.1",""
"FRANCCI3_RS06660","0.0320035797","1.0224310675","0.9533207721","FRANCCI3_RS06660","Francci3_1330","","","WP_011435773.1",""
"FRANCCI3_RS06665","-1.2776662879","-2.4244647664","0.2036349832","FRANCCI3_RS06665","Francci3_1331","GO:0003676 - nucleic acid binding [Evidence IEA]","","WP_049760860.1",""
"FRANCCI3_RS06670","-3.7101824158","-13.0880877033","0.3467796147","FRANCCI3_RS06670","Francci3_1332","","","WP_011435775.1",""
"FRANCCI3_RS06675","-3.3915061904","-10.4940974739","0.3911106548","FRANCCI3_RS06675","","","","WP_023841679.1",""
"FRANCCI3_RS06680","0.805365209","1.7475881266","0.2743863273","FRANCCI3_RS06680","Francci3_1333","","","WP_011435776.1","GO:0016020 - membrane [Evidence IEA]"
"hemE","-0.6775053852","-1.5993718327","0.4126914115","FRANCCI3_RS06685","Francci3_1334","GO:0004853 - uroporphyrinogen decarboxylase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011435777.1",""
"hemG","-1.0621614299","-2.0880574843","0.2527837574","FRANCCI3_RS06690","Francci3_1335","GO:0004729 - oxygen-dependent protoporphyrinogen oxidase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011435778.1",""
"FRANCCI3_RS06695","-0.1217863057","-1.0880812614","0.8353732616","FRANCCI3_RS06695","Francci3_1336","","","WP_011435779.1",""
"FRANCCI3_RS06700","-0.3847265516","-1.3056122979","0.5771743207","FRANCCI3_RS06700","Francci3_1338","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435781.1","GO:0005886 - plasma membrane [Evidence IEA]"
"cysC","-0.755671356","-1.6884171119","0.4740495145","FRANCCI3_RS06705","Francci3_1339","GO:0004020 - adenylylsulfate kinase activity [Evidence IEA]","GO:0006790 - sulfur compound metabolic process [Evidence IEA]","WP_035958213.1",""
"FRANCCI3_RS06710","0.0869235317","1.0621028895","0.9349592794","FRANCCI3_RS06710","Francci3_1340","GO:0008441 - 3'(2'),5'-bisphosphate nucleotidase activity [Evidence IEA]; GO:0000287 - magnesium ion binding [Evidence IEA]","GO:0006790 - sulfur compound metabolic process [Evidence IEA]","WP_011435783.1",""
"cysD","-0.2512270059","-1.1902189608","0.6639489028","FRANCCI3_RS06715, FRANCCI3_RS06720","Francci3_1341, Francci3_1342","GO:0004781 - sulfate adenylyltransferase (ATP) activity [Evidence IEA], GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","GO:0019419 - sulfate reduction [Evidence IEA]","WP_023840933.1, WP_011435785.1",""
"FRANCCI3_RS06720","0.2280571496","1.1712565774","0.6732320929","FRANCCI3_RS06715, FRANCCI3_RS06720","Francci3_1341, Francci3_1342","GO:0004781 - sulfate adenylyltransferase (ATP) activity [Evidence IEA], GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","GO:0019419 - sulfate reduction [Evidence IEA]","WP_023840933.1, WP_011435785.1",""
"FRANCCI3_RS06725","-1.0860479849","-2.1229170262","0.3526894338","FRANCCI3_RS06725","Francci3_1343","","","WP_011435786.1",""
"FRANCCI3_RS06730","-0.8464143851","-1.798026626","0.8354136465","FRANCCI3_RS06730","Francci3_1344","","","WP_011435787.1",""
"FRANCCI3_RS06735","-0.4470150422","-1.3632168208","0.7872067031","FRANCCI3_RS06735","Francci3_1345","","","WP_049760862.1",""
"zapE","0.2957567993","1.2275287372","0.7602971289","FRANCCI3_RS06740","Francci3_1346","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","GO:0051301 - cell division [Evidence IEA]","WP_011435789.1",""
"treZ","-0.5564347008","-1.4706303877","0.5355281734","FRANCCI3_RS06745","Francci3_1347","GO:0016798 - hydrolase activity, acting on glycosyl bonds [Evidence IEA]","GO:0005992 - trehalose biosynthetic process [Evidence IEA]","WP_011435790.1",""
"treY","0.6195930634","1.5364417407","0.2623655684","FRANCCI3_RS06755","Francci3_1349","GO:0047470 - (1,4)-alpha-D-glucan 1-alpha-D-glucosylmutase activity [Evidence IEA]","GO:0005992 - trehalose biosynthetic process [Evidence IEA]","WP_035941582.1",""
"glgX_1","-0.2337429467","-1.175881718","0.6262602156","FRANCCI3_RS06760","Francci3_1350","GO:0004133 - glycogen debranching enzyme activity [Evidence IEA]","GO:0005980 - glycogen catabolic process [Evidence IEA]","WP_023840937.1",""
"FRANCCI3_RS06765","0.0442116149","1.0311195526","0.9675244826","FRANCCI3_RS06765","Francci3_1351","","","WP_011435794.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS06770","-0.2586812971","-1.1963846431","0.764507256","FRANCCI3_RS06770","Francci3_1352","","","WP_011435795.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS06775","-1.3738671847","-2.5916433318","0.3811534044","FRANCCI3_RS06775","Francci3_1353","","","WP_049760863.1",""
"FRANCCI3_RS06780","0.5813119223","1.4962092158","0.4434419449","FRANCCI3_RS06780","Francci3_1354","","","WP_011435797.1",""
"FRANCCI3_RS06785","-0.3651500984","-1.2880156281","0.600204957","FRANCCI3_RS06785","Francci3_1355","","","WP_011435798.1",""
"FRANCCI3_RS06790","-1.6753814295","-3.1940378952","0.2691719659","FRANCCI3_RS06790","Francci3_1356","","","WP_011435799.1",""
"FRANCCI3_RS06795","-1.35947004","-2.5659090603","0.2689041985","FRANCCI3_RS06795","Francci3_1357","GO:0008745 - N-acetylmuramoyl-L-alanine amidase activity [Evidence IEA]","GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435800.1",""
"FRANCCI3_RS06800","-0.0341541476","-1.0239563012","0.9653034889","","","","","",""
"FRANCCI3_RS06805","0.8091909559","1.7522285408","0.5448291317","","","","","",""
"FRANCCI3_RS06810","0.305119784","1.2355212157","0.7230504017","","","","","",""
"FRANCCI3_RS06815","0.3442560598","1.2694961852","0.475011453","FRANCCI3_RS06815","Francci3_1358","","","WP_023840940.1",""
"FRANCCI3_RS06820","0.1701840859","1.1252020498","0.7392898327","FRANCCI3_RS06820","Francci3_1359","","","WP_009739629.1",""
"FRANCCI3_RS06825","-0.1711643069","-1.1259668139","0.8567575283","","","","","",""
"FRANCCI3_RS06830","0.4540260493","1.3698577139","0.3636068304","FRANCCI3_RS06830","Francci3_1360","","","WP_011435802.1",""
"FRANCCI3_RS06835","-0.0955558308","-1.0684769836","0.8773710413","FRANCCI3_RS06835","Francci3_1361","GO:0005525 - GTP binding [Evidence IEA]; GO:0003924 - GTPase activity [Evidence IEA]","","WP_011435803.1",""
"FRANCCI3_RS06840","0.3240341713","1.2518261087","0.6423385356","FRANCCI3_RS06840","Francci3_1362","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA]","WP_023840942.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS06845","-0.254618528","-1.1930202474","0.7927616277","FRANCCI3_RS06845","Francci3_1363","GO:0016740 - transferase activity [Evidence IEA]","","WP_011435805.1",""
"FRANCCI3_RS06850","-0.7462020495","-1.6773712683","0.5829441401","FRANCCI3_RS06850","Francci3_1364","GO:0016757 - glycosyltransferase activity [Evidence IEA]","","WP_011435806.1",""
"FRANCCI3_RS06855","3.4097556773","10.6276865447","0.2417803513","FRANCCI3_RS06855","Francci3_1365","","","WP_023840944.1",""
"pdxS","-0.0486951656","-1.0343290098","0.9255753823","FRANCCI3_RS06860, FRANCCI3_RS06865","Francci3_1366, Francci3_1367","GO:0003824 - catalytic activity [Evidence IEA], GO:0016884 - carbon-nitrogen ligase activity, with glutamine as amido-N-donor [Evidence IEA]","GO:0042823 - pyridoxal phosphate biosynthetic process [Evidence IEA]","WP_011435808.1, WP_011435809.1",""
"pdxT","-0.7004138542","-1.6249708681","0.3003922473","FRANCCI3_RS06860, FRANCCI3_RS06865","Francci3_1366, Francci3_1367","GO:0003824 - catalytic activity [Evidence IEA], GO:0016884 - carbon-nitrogen ligase activity, with glutamine as amido-N-donor [Evidence IEA]","GO:0042823 - pyridoxal phosphate biosynthetic process [Evidence IEA]","WP_011435808.1, WP_011435809.1",""
"FRANCCI3_RS06870","-0.5453074557","-1.4593313122","0.3138464649","FRANCCI3_RS06870","Francci3_1368","","","WP_011435810.1",""
"ruvC","-0.9036533877","-1.8707974763","0.4409867226","FRANCCI3_RS06875, FRANCCI3_RS06880","Francci3_1369, Francci3_1370","GO:0008821 - crossover junction DNA endonuclease activity [Evidence IEA], GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_011435811.1, WP_011435812.1","GO:0009379 - Holliday junction helicase complex [Evidence IEA]"
"ruvA","1.1032324814","2.1483551094","0.3946704546","FRANCCI3_RS06875, FRANCCI3_RS06880","Francci3_1369, Francci3_1370","GO:0008821 - crossover junction DNA endonuclease activity [Evidence IEA], GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]","WP_011435811.1, WP_011435812.1","GO:0009379 - Holliday junction helicase complex [Evidence IEA]"
"ruvB","-1.2131543819","-2.3184399853","0.3159088646","FRANCCI3_RS06885","Francci3_1371","GO:0005524 - ATP binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0009378 - four-way junction helicase activity [Evidence IEA]","GO:0006310 - DNA recombination [Evidence IEA]; GO:0006281 - DNA repair [Evidence IEA]","WP_011435813.1",""
"yajC","0.3730020135","1.2950448063","0.4742859943","FRANCCI3_RS06890","Francci3_1372","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0009306 - protein secretion [Evidence IEA]","WP_011435814.1","GO:0005886 - plasma membrane [Evidence IEA]"
"secD","-0.5762273999","-1.4909453735","0.3331427878","FRANCCI3_RS06895","Francci3_1373","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_011435815.1","GO:0031522 - cell envelope Sec protein transport complex [Evidence IEA]"
"secF","-0.4934792899","-1.4078360067","0.3426706314","FRANCCI3_RS06900","Francci3_1374","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_011435816.1","GO:0031522 - cell envelope Sec protein transport complex [Evidence IEA]"
"FRANCCI3_RS06905","3.2995665466","9.8461966017","0.0152738552","FRANCCI3_RS06905","Francci3_1375","GO:0003999 - adenine phosphoribosyltransferase activity [Evidence IEA]","GO:0009116 - nucleoside metabolic process [Evidence IEA]","WP_011435817.1",""
"FRANCCI3_RS06910","0.4335013415","1.3505072095","0.4279478505","FRANCCI3_RS06910","Francci3_1376","GO:0003824 - catalytic activity [Evidence IEA]","GO:0015969 - guanosine tetraphosphate metabolic process [Evidence IEA]; GO:0015968 - stringent response [Evidence IEA]","WP_011435818.1",""
"FRANCCI3_RS06915","-0.0161700277","-1.0112712564","0.9772795133","FRANCCI3_RS06915","Francci3_1377","GO:0003824 - catalytic activity [Evidence IEA]","GO:0015969 - guanosine tetraphosphate metabolic process [Evidence IEA]; GO:0015968 - stringent response [Evidence IEA]","WP_011435819.1",""
"cutA","0.0628540478","1.0445300862","0.9170784658","FRANCCI3_RS06920, FRANCCI3_RS06925","Francci3_1378, Francci3_1379","GO:0003677 - DNA binding [Evidence IEA]","GO:0010038 - response to metal ion [Evidence IEA]","WP_232234947.1, WP_011435821.1",""
"FRANCCI3_RS06925","-0.0172662142","-1.0120399311","0.9778462687","FRANCCI3_RS06920, FRANCCI3_RS06925","Francci3_1378, Francci3_1379","GO:0003677 - DNA binding [Evidence IEA]","GO:0010038 - response to metal ion [Evidence IEA]","WP_232234947.1, WP_011435821.1",""
"FRANCCI3_RS06930","-0.0698058453","-1.0495754246","0.9382177081","FRANCCI3_RS06930","Francci3_1380","GO:0005524 - ATP binding [Evidence IEA]; GO:0004386 - helicase activity [Evidence IEA]; GO:0003676 - nucleic acid binding [Evidence IEA]","","WP_011435822.1",""
"FRANCCI3_RS06935","1.336303357","2.5250349501","0.040587946","FRANCCI3_RS06935","Francci3_1381","GO:0003755 - peptidyl-prolyl cis-trans isomerase activity [Evidence IEA]","GO:0000413 - protein peptidyl-prolyl isomerization [Evidence IEA]","WP_011435823.1",""
"serS","0.4560451712","1.3717762386","0.3570851868","FRANCCI3_RS06940, FRANCCI3_RS06945","Francci3_1382, Francci3_1383","GO:0004828 - serine-tRNA ligase activity [Evidence IEA], GO:0046872 - metal ion binding [Evidence IEA]; GO:0004659 - prenyltransferase activity [Evidence IEA]","GO:0006434 - seryl-tRNA aminoacylation [Evidence IEA], GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435824.1, WP_167534325.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06945","0.1073876942","1.0772758327","0.8689837255","FRANCCI3_RS06940, FRANCCI3_RS06945","Francci3_1382, Francci3_1383","GO:0004828 - serine-tRNA ligase activity [Evidence IEA], GO:0046872 - metal ion binding [Evidence IEA]; GO:0004659 - prenyltransferase activity [Evidence IEA]","GO:0006434 - seryl-tRNA aminoacylation [Evidence IEA], GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435824.1, WP_167534325.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS06950","0.8743870654","1.8332290664","0.37587678","FRANCCI3_RS06950, FRANCCI3_RS06955","Francci3_1384, Francci3_1385","","","WP_011435826.1, WP_011435827.1",""
"FRANCCI3_RS06955","-2.0669856602","-4.1901028602","0.6087990968","FRANCCI3_RS06950, FRANCCI3_RS06955, FRANCCI3_RS06960","Francci3_1384, Francci3_1385, Francci3_1386","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435826.1, WP_011435827.1, WP_011435828.1",""
"FRANCCI3_RS06960","-0.797013504","-1.7375006337","0.3672765193","FRANCCI3_RS06955, FRANCCI3_RS06960","Francci3_1385, Francci3_1386","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435827.1, WP_011435828.1",""
"crtI_1","-2.1535731286","-4.4492838126","0.1878391656","FRANCCI3_RS06965","Francci3_1387","GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_011435829.1",""
"FRANCCI3_RS06970","0.5147835936","1.4287798046","0.5832415986","FRANCCI3_RS06970","","","","WP_063578137.1",""
"FRANCCI3_RS06975","-0.3371713703","-1.2632773112","0.7875849176","FRANCCI3_RS06975","","","","WP_236707299.1",""
"metF","-0.1664166249","-1.1222675248","0.8010428553","FRANCCI3_RS06980","Francci3_1389","GO:0004489 - methylenetetrahydrofolate reductase (NAD(P)H) activity [Evidence IEA]","GO:0009086 - methionine biosynthetic process [Evidence IEA]","WP_011435831.1",""
"FRANCCI3_RS06985","-0.4526898163","-1.3685895307","0.5746600628","FRANCCI3_RS06985","Francci3_1390","","","WP_011435832.1",""
"FRANCCI3_RS06990","0.1822615828","1.1346611978","0.9120512365","FRANCCI3_RS06990, FRANCCI3_RS06995","Francci3_1391, Francci3_1392","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA], GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA], GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_023840954.1, WP_011435834.1","GO:0005886 - plasma membrane [Evidence IEA]"
"crtI_2","-2.7613633986","-6.7803671626","0.0651087881","FRANCCI3_RS06990, FRANCCI3_RS06995","Francci3_1391, Francci3_1392","GO:0000287 - magnesium ion binding [Evidence IEA]; GO:0016780 - phosphotransferase activity, for other substituted phosphate groups [Evidence IEA], GO:0016166 - phytoene dehydrogenase activity [Evidence IEA]","GO:0008654 - phospholipid biosynthetic process [Evidence IEA], GO:0016117 - carotenoid biosynthetic process [Evidence IEA]","WP_023840954.1, WP_011435834.1","GO:0005886 - plasma membrane [Evidence IEA]"
"FRANCCI3_RS07000","-4.2347321823","-18.827012479","0.2797417852","FRANCCI3_RS07000","Francci3_1393","","","WP_035730603.1",""
"FRANCCI3_RS07005","1.793467997","3.4664717349","0.1842031353","FRANCCI3_RS07005, FRANCCI3_RS07010","Francci3_1394, Francci3_1395","GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011435836.1, WP_232234953.1",""
"FRANCCI3_RS07010","0.6100398919","1.5263014121","0.4734152663","FRANCCI3_RS07005, FRANCCI3_RS07010","Francci3_1394, Francci3_1395","GO:0008080 - N-acetyltransferase activity [Evidence IEA]","","WP_011435836.1, WP_232234953.1",""
"FRANCCI3_RS07015","0.5303380254","1.4442675498","0.5374801235","FRANCCI3_RS07015","Francci3_1396","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435838.1",""
"FRANCCI3_RS07020","-1.821900896","-3.5354672518","0.2640824564","FRANCCI3_RS07020, FRANCCI3_RS23260","Francci3_1397, Francci3_1398","","","WP_011435839.1, WP_011435840.1",""
"FRANCCI3_RS23260","-0.5775387948","-1.4923012435","0.3415482331","FRANCCI3_RS07020, FRANCCI3_RS23260","Francci3_1397, Francci3_1398","","","WP_011435839.1, WP_011435840.1",""
"FRANCCI3_RS07030","-0.2722138975","-1.2076596288","0.8668521753","FRANCCI3_RS07030","Francci3_1399","","","WP_011435841.1",""
"FRANCCI3_RS24255","1.7522329795","3.3687957943","0.1289863859","FRANCCI3_RS24255","Francci3_1400","","","WP_235608347.1",""
"FRANCCI3_RS27875","-1.6911446749","-3.2291281019","0.6720024439","FRANCCI3_RS27875, FRANCCI3_RS07045","Francci3_1401","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035730597.1, WP_011435843.1",""
"FRANCCI3_RS07045","0.6672613024","1.588055466","0.64700376","FRANCCI3_RS27875, FRANCCI3_RS07045","Francci3_1401","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035730597.1, WP_011435843.1",""
"FRANCCI3_RS07050","0.6964360255","1.6204966357","0.2867708492","FRANCCI3_RS07050, FRANCCI3_RS07055","Francci3_1402, Francci3_1403","","","WP_011435844.1, WP_023840959.1",""
"FRANCCI3_RS07055","-0.1947430034","-1.1445202617","0.759998624","FRANCCI3_RS07050, FRANCCI3_RS07055, FRANCCI3_RS07060","Francci3_1402, Francci3_1403, Francci3_1404","","","WP_011435844.1, WP_023840959.1, WP_011435846.1",""
"FRANCCI3_RS07060","1.8457217378","3.5943271778","0.0167250668","FRANCCI3_RS07055, FRANCCI3_RS07060","Francci3_1403, Francci3_1404","","","WP_023840959.1, WP_011435846.1",""
"FRANCCI3_RS07065","-0.3596938976","-1.2831536168","0.5627012408","FRANCCI3_RS07065","Francci3_1405","GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]","","WP_011435847.1",""
"mraZ","0.1239604518","1.0897222396","0.8284301745","FRANCCI3_RS07070","Francci3_1406","GO:0043565 - sequence-specific DNA binding [Evidence IEA]","GO:0051302 - regulation of cell division [Evidence IEA]","WP_011435848.1",""
