"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS01280","-0.1747415797","-1.1287621991","0.852378622","FRANCCI3_RS01280, FRANCCI3_RS01285","Francci3_0256, Francci3_0257","GO:0009055 - electron transfer activity [Evidence IEA]","GO:0019646 - aerobic electron transport chain [Evidence IEA]","WP_011434724.1, WP_011434725.1","GO:0070069 - cytochrome complex [Evidence IEA]"
"FRANCCI3_RS01285","0.3148581942","1.2438893826","0.7957110404","FRANCCI3_RS01280, FRANCCI3_RS01285","Francci3_0256, Francci3_0257","GO:0009055 - electron transfer activity [Evidence IEA]","GO:0019646 - aerobic electron transport chain [Evidence IEA]","WP_011434724.1, WP_011434725.1","GO:0070069 - cytochrome complex [Evidence IEA]"
"FRANCCI3_RS01290","-0.0779244044","-1.0554984093","0.9508135714","FRANCCI3_RS01290","Francci3_0258","","","WP_232234979.1",""
"FRANCCI3_RS01295","-0.3109291053","-1.2405063372","0.5293522264","FRANCCI3_RS01295","Francci3_0259","","","WP_011434727.1",""
"FRANCCI3_RS01300","-0.3023318761","-1.2331359622","0.6317338935","FRANCCI3_RS01300","Francci3_0260","GO:0003676 - nucleic acid binding [Evidence IEA]; GO:0003723 - RNA binding [Evidence IEA]; GO:0001072 - transcription antitermination factor activity, RNA binding [Evidence IEA]","","WP_009740954.1","GO:0005829 - cytosol [Evidence IEA]"
"FRANCCI3_RS01305","0.4427410984","1.359184305","0.3342161179","FRANCCI3_RS01305","Francci3_0261","GO:0004073 - aspartate-semialdehyde dehydrogenase activity [Evidence IEA]; GO:0051287 - NAD binding [Evidence IEA]; GO:0016620 - oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [Evidence IEA]","GO:0008652 - amino acid biosynthetic process [Evidence IEA]","WP_011434728.1",""
"FRANCCI3_RS01310","0.0369342313","1.0259313748","0.9349445563","FRANCCI3_RS01310","Francci3_0262","GO:0004072 - aspartate kinase activity [Evidence IEA]","GO:0008652 - amino acid biosynthetic process [Evidence IEA]","WP_011434729.1",""
"FRANCCI3_RS01315","0.0366572649","1.0257344369","0.9475201307","FRANCCI3_RS01315","Francci3_0263","","GO:0006950 - response to stress [Evidence IEA]","WP_011434730.1",""
"FRANCCI3_RS01320","-0.1216902954","-1.0880088528","0.8131355276","FRANCCI3_RS01320","Francci3_0264","","","WP_011434731.1",""
"FRANCCI3_RS01325","-0.4539374924","-1.3697736305","0.5914995527","FRANCCI3_RS01325","Francci3_0265","","","WP_011434732.1",""
"FRANCCI3_RS01330","0.7936972169","1.7335112712","0.2076809111","FRANCCI3_RS01330","Francci3_0267","","","WP_023840124.1",""
"recR","0.183905244","1.135954653","0.7170139754","FRANCCI3_RS01335","Francci3_0268","","GO:0006310 - DNA recombination [Evidence IEA]; GO:0006281 - DNA repair [Evidence IEA]","WP_011434735.1",""
"FRANCCI3_RS01340","0.3375046101","1.2635691419","0.588901223","FRANCCI3_RS01340","Francci3_0269","GO:0003677 - DNA binding [Evidence IEA]","GO:0008150 - biological_process [Evidence IEA]","WP_011434736.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS01345","0.356510925","1.2803257561","0.6216544827","FRANCCI3_RS01345","Francci3_0270","GO:0005524 - ATP binding [Evidence IEA]; GO:0003677 - DNA binding [Evidence IEA]; GO:0003887 - DNA-directed DNA polymerase activity [Evidence IEA]","GO:0006260 - DNA replication [Evidence IEA]","WP_011434737.1","GO:0009360 - DNA polymerase III complex [Evidence IEA]"
"ffs","-1.8524461172","-3.6111193852","9.84E-3","","","","","",""
"FRANCCI3_RS01350","-1.4974734976","-2.8234782102","0.3276715092","","","","","",""
"FRANCCI3_RS25490","-1.0651489993","-2.0923859668","0.4865413048","FRANCCI3_RS25490","","","","",""
"FRANCCI3_RS27230","0.5121303639","1.4261545808","0.6919734822","FRANCCI3_RS27230","Francci3_0272","","","WP_023840119.1",""
"FRANCCI3_RS27235","0.5066271977","1.4207248707","0.7790744926","FRANCCI3_RS27235","","","","WP_023840118.1",""
"FRANCCI3_RS01365","-0.4251246077","-1.3426884677","0.7425745474","FRANCCI3_RS01365","Francci3_0273","","","WP_011434739.1",""
"FRANCCI3_RS27675","-1.9213944563","-3.7878900542","0.5211442481","FRANCCI3_RS27675","","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0003824 - catalytic activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","",""
"FRANCCI3_RS25805","0.1922250421","1.1425244523","0.9149208625","FRANCCI3_RS25805","Francci3_0274","","","WP_049760809.1",""
"FRANCCI3_RS27240","-0.2008245837","-1.1493550902","0.8239576024","FRANCCI3_RS27240","Francci3_0275","","","WP_011434741.1",""
"FRANCCI3_RS01385","0.6494891114","1.5686126188","0.3260274392","FRANCCI3_RS01385","Francci3_0276","GO:0005515 - protein binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA]","WP_236701431.1",""
"FRANCCI3_RS01390","-1.1253687826","-2.1815730491","0.183714248","FRANCCI3_RS01390","Francci3_0277","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434743.1",""
"FRANCCI3_RS01395","0.7473849532","1.6787471532","0.6062247927","FRANCCI3_RS01395","Francci3_0278","","","WP_023840114.1",""
"FRANCCI3_RS01400","0.2033688734","1.1513838436","0.7610069529","FRANCCI3_RS01400","Francci3_0279","GO:0016831 - carboxy-lyase activity [Evidence IEA]; GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0019752 - carboxylic acid metabolic process [Evidence IEA]","WP_011434745.1",""
"FRANCCI3_RS01405","-0.5332645697","-1.4472002574","0.7052949883","","","","","",""
"tadA","0.2051331452","1.1527927322","0.8762901652","FRANCCI3_RS01410","Francci3_0280","GO:0008251 - tRNA-specific adenosine deaminase activity [Evidence IEA]; GO:0008270 - zinc ion binding [Evidence IEA]","GO:0002100 - tRNA wobble adenosine to inosine editing [Evidence IEA]","WP_035909245.1",""
"FRANCCI3_RS01415","0.7404912886","1.6707446895","0.1929865411","FRANCCI3_RS01415","Francci3_0281","","","WP_011434747.1",""
"FRANCCI3_RS01420","0.5214329866","1.4353802612","0.3284040977","FRANCCI3_RS01420","Francci3_0282","","","WP_011434748.1",""
"FRANCCI3_RS01425","-2.337250058","-5.0533848597","0.0465326671","FRANCCI3_RS01425","Francci3_0283","","","WP_011434749.1",""
"FRANCCI3_RS01430","0.4381703486","1.3548849483","0.4294042278","FRANCCI3_RS01430","Francci3_0284","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_308726838.1","GO:0005576 - extracellular region [Evidence IEA]"
"FRANCCI3_RS01435","-6.316E-3","-1.0043876502","0.9898741656","FRANCCI3_RS01435","Francci3_0285","GO:0016787 - hydrolase activity [Evidence IEA]; GO:0008233 - peptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011434751.1",""
"FRANCCI3_RS01440","0.5736573067","1.488291689","0.6368645546","FRANCCI3_RS01440","Francci3_0286","","","WP_011434752.1",""
"corA","-0.2914518093","-1.2238712613","0.6478328251","FRANCCI3_RS01445","Francci3_0287","GO:0015087 - cobalt ion transmembrane transporter activity [Evidence IEA]; GO:0015095 - magnesium ion transmembrane transporter activity [Evidence IEA]","GO:0006824 - cobalt ion transport [Evidence IEA]; GO:0015693 - magnesium ion transport [Evidence IEA]","WP_023840111.1",""
"FRANCCI3_RS01450","-2.5486512516","-5.8508703578","0.0958241263","FRANCCI3_RS01450","Francci3_0288","GO:0003824 - catalytic activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011434754.1",""
"FRANCCI3_RS01455","1.4659071008","2.7623710138","0.0135546597","FRANCCI3_RS01455","Francci3_0289","GO:0043169 - cation binding [Evidence IEA]","","WP_108913358.1",""
"FRANCCI3_RS01460","-0.1769497629","-1.1304912008","0.7695008349","FRANCCI3_RS01460, FRANCCI3_RS01465","Francci3_0290, Francci3_0291","GO:0016791 - phosphatase activity [Evidence IEA]","","WP_011434756.1, WP_011434757.1",""
"FRANCCI3_RS01465","0.332345406","1.2590585777","0.5248181998","FRANCCI3_RS01460, FRANCCI3_RS01465","Francci3_0290, Francci3_0291","GO:0016791 - phosphatase activity [Evidence IEA]","","WP_011434756.1, WP_011434757.1",""
"FRANCCI3_RS01470","-0.1255211454","-1.0909017285","0.8750115513","FRANCCI3_RS01470","Francci3_0292","GO:0046872 - metal ion binding [Evidence IEA]","","WP_035909253.1",""
"FRANCCI3_RS01475","0.0558617151","1.0394797944","0.9180273324","FRANCCI3_RS01475","Francci3_0293","GO:0004553 - hydrolase activity, hydrolyzing O-glycosyl compounds [Evidence IEA]","","WP_108913406.1",""
"FRANCCI3_RS01480","0.2062264281","1.1536666565","0.7111321052","FRANCCI3_RS01480","Francci3_0294","","","WP_011434760.1",""
"FRANCCI3_RS23075","0.2415708671","1.1822792763","0.7501074228","FRANCCI3_RS23075","Francci3_0295","","","WP_049760811.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS01495","-2.1386036762","-4.4033565768","9.085E-3","FRANCCI3_RS01495","Francci3_0296","GO:0004803 - transposase activity [Evidence IEA]","","WP_011434762.1",""
"FRANCCI3_RS01500","0.7153728526","1.6419075002","0.3071025937","FRANCCI3_RS01500","Francci3_0297","","","WP_237704540.1",""
"FRANCCI3_RS23900","0.448588244","1.3647041655","0.5293452198","FRANCCI3_RS23900","Francci3_0298","","","",""
"FRANCCI3_RS25815","-0.6397340105","-1.5580418769","0.3472228949","FRANCCI3_RS25815","Francci3_0299","","","WP_131728979.1",""
"FRANCCI3_RS01505","3.0763901255","8.4350120263","0.2564378471","FRANCCI3_RS01505","Francci3_0300","GO:0004803 - transposase activity [Evidence IEA]","","WP_049760812.1",""
"FRANCCI3_RS27680","-1.3499335434","-2.5490038341","0.6511798805","FRANCCI3_RS27680","","","","",""
"FRANCCI3_RS01510","0.2350224542","1.1769250548","0.8479342245","FRANCCI3_RS01510, FRANCCI3_RS01515","Francci3_0303, Francci3_0304","GO:0003677 - DNA binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434768.1, WP_011434769.1",""
"FRANCCI3_RS01515","-1.5539366941","-2.936172429","0.2148134167","FRANCCI3_RS01510, FRANCCI3_RS01515, FRANCCI3_RS01520","Francci3_0303, Francci3_0304, Francci3_0305","GO:0003677 - DNA binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434768.1, WP_011434769.1, WP_049760813.1",""
"FRANCCI3_RS01520","0.1145582878","1.0826435201","0.8968799014","FRANCCI3_RS01515, FRANCCI3_RS01520","Francci3_0304, Francci3_0305","","","WP_011434769.1, WP_049760813.1",""
"FRANCCI3_RS01525","-0.6495071321","-1.5686322125","0.2336592267","FRANCCI3_RS01525","Francci3_0306","GO:0005524 - ATP binding [Evidence IEA]; GO:0004798 - thymidylate kinase activity [Evidence IEA]","GO:0006233 - dTDP biosynthetic process [Evidence IEA]","WP_011434771.1",""
"FRANCCI3_RS01530","0.1251109378","1.0905915918","0.8175319444","FRANCCI3_RS01530","Francci3_0307","","","WP_011434772.1",""
"FRANCCI3_RS01535","-0.5168043735","-1.4307824957","0.4701714692","FRANCCI3_RS01535, FRANCCI3_RS01540","Francci3_0308, Francci3_0309","GO:0003677 - DNA binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0007165 - signal transduction [Evidence IEA]","WP_011434773.1, WP_011434774.1",""
"FRANCCI3_RS01540","-0.4190180762","-1.3370172474","0.6921557939","FRANCCI3_RS01535, FRANCCI3_RS01540","Francci3_0308, Francci3_0309","GO:0003677 - DNA binding [Evidence IEA], GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA], GO:0007165 - signal transduction [Evidence IEA]","WP_011434773.1, WP_011434774.1",""
"FRANCCI3_RS01545","-0.0487892353","-1.0343964545","0.9386583916","FRANCCI3_RS01545","Francci3_0310","","","WP_011434775.1",""
"FRANCCI3_RS23915","-0.1091197034","-1.0785699191","0.8518623401","FRANCCI3_RS23915","Francci3_0311","GO:0045550 - geranylgeranyl reductase activity [Evidence IEA]","GO:0030494 - bacteriochlorophyll biosynthetic process [Evidence IEA]; GO:0015995 - chlorophyll biosynthetic process [Evidence IEA]","WP_011434776.1",""
"FRANCCI3_RS01555","-1.0230769806","-2.0322487216","0.4602763086","FRANCCI3_RS01555","Francci3_0312","","","WP_011434777.1",""
"FRANCCI3_RS01560","-1.9213944563","-3.7878900542","0.5211442481","FRANCCI3_RS01560","Francci3_0313","","","WP_108913712.1",""
"FRANCCI3_RS01565","-0.4809478861","-1.3956603483","0.4305845957","FRANCCI3_RS01565","Francci3_0314","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434779.1",""
"FRANCCI3_RS23080","0.1624631202","1.1191963171","0.7854135654","FRANCCI3_RS23080","Francci3_0315","GO:0005524 - ATP binding [Evidence IEA]; GO:0004356 - glutamate-ammonia ligase activity [Evidence IEA]","GO:0006542 - glutamine biosynthetic process [Evidence IEA]","WP_011434780.1",""
"FRANCCI3_RS01575","1.0786063765","2.1119949375","0.2074111781","FRANCCI3_RS01575","Francci3_0316","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_108913708.1",""
"FRANCCI3_RS01580","0.1788348687","1.1319693292","0.77430548","FRANCCI3_RS01580, FRANCCI3_RS01585","Francci3_0317, Francci3_0318","GO:0005524 - ATP binding [Evidence IEA]; GO:0009374 - biotin binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004736 - pyruvate carboxylase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006090 - pyruvate metabolic process [Evidence IEA]","WP_011434782.1, WP_237704558.1",""
"FRANCCI3_RS01585","-0.9397137677","-1.9181476382","0.1416999421","FRANCCI3_RS01580, FRANCCI3_RS01585","Francci3_0317, Francci3_0318","GO:0005524 - ATP binding [Evidence IEA]; GO:0009374 - biotin binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004736 - pyruvate carboxylase activity [Evidence IEA]","GO:0006094 - gluconeogenesis [Evidence IEA]; GO:0006090 - pyruvate metabolic process [Evidence IEA]","WP_011434782.1, WP_237704558.1",""
"FRANCCI3_RS01590","0.8343813938","1.7830923114","0.2926344471","FRANCCI3_RS01590","Francci3_0319","","","WP_023840875.1",""
"FRANCCI3_RS01595","-3.495E-3","-1.0024251858","0.9942458655","FRANCCI3_RS01595, FRANCCI3_RS01600","Francci3_0320","GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_108913709.1, WP_023840873.1",""
"FRANCCI3_RS01600","-0.0288779932","-1.0202183771","0.9738840824","FRANCCI3_RS01595, FRANCCI3_RS01600","Francci3_0320","GO:0005524 - ATP binding [Evidence IEA]; GO:0000156 - phosphorelay response regulator activity [Evidence IEA]; GO:0004673 - protein histidine kinase activity [Evidence IEA], GO:0003677 - DNA binding [Evidence IEA]","GO:0007165 - signal transduction [Evidence IEA], GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_108913709.1, WP_023840873.1",""
"FRANCCI3_RS01605","-0.1266017037","-1.0917191046","0.8072146611","FRANCCI3_RS01605","","","","WP_023840872.1",""
"FRANCCI3_RS01610","-0.1056070977","-1.0759470624","0.8252235558","FRANCCI3_RS01610","Francci3_0322","","","WP_023840871.1",""
"FRANCCI3_RS01615","1.2606226264","2.3959912283","0.3143847541","FRANCCI3_RS01615","Francci3_0323","","","WP_235462984.1",""
"FRANCCI3_RS01620","-2.4360254935","-5.4114885485","0.122718258","FRANCCI3_RS01620, FRANCCI3_RS01625","Francci3_0324, Francci3_0325","","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434789.1, WP_175443354.1",""
"FRANCCI3_RS01625","0.4338880406","1.3508692472","0.4849802084","FRANCCI3_RS01620, FRANCCI3_RS01625","Francci3_0324, Francci3_0325","","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]","WP_011434789.1, WP_175443354.1",""
"FRANCCI3_RS01630","-0.5382540408","-1.4522139744","0.6021753246","FRANCCI3_RS01630","Francci3_0326","","","WP_011434791.1",""
"FRANCCI3_RS01635","0.5181059783","1.4320739355","0.3912484672","FRANCCI3_RS01635","Francci3_0327","","","WP_011434792.1",""
"FRANCCI3_RS01640","-0.6121824776","-1.5285698479","0.7017472164","FRANCCI3_RS01640","Francci3_0328","","","WP_082456696.1",""
"FRANCCI3_RS23925","-0.0614518362","-1.0435153599","0.961971808","FRANCCI3_RS23925","","","","",""
"FRANCCI3_RS01645","-0.0171816994","-1.0119806463","0.9727754906","FRANCCI3_RS01645","Francci3_0330","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","","WP_232235176.1",""
"FRANCCI3_RS25820","0.3685897615","1.2910901693","0.4772095041","FRANCCI3_RS25820, FRANCCI3_RS01655","Francci3_0331, Francci3_0332","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_041257733.1, WP_011434797.1",""
"FRANCCI3_RS01655","-1.0535509303","-2.0756323556","0.1781016493","FRANCCI3_RS25820, FRANCCI3_RS01655","Francci3_0331, Francci3_0332","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_041257733.1, WP_011434797.1",""
"FRANCCI3_RS01660","0.3809433042","1.3021930143","0.5480016501","FRANCCI3_RS01660","Francci3_0333","GO:0051537 - 2 iron, 2 sulfur cluster binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]","","WP_235462983.1",""
"FRANCCI3_RS01665","-1.0057729903","-2.0080190975","0.4760343601","FRANCCI3_RS01665","Francci3_0334","","","WP_011434799.1",""
"FRANCCI3_RS01670","-0.9798051805","-1.972199068","0.5550306853","FRANCCI3_RS01670","Francci3_0335","","","WP_011434800.1",""
"FRANCCI3_RS23930","0.4299534016","1.3471900626","0.4070793707","FRANCCI3_RS23930","Francci3_0336","","","WP_011434801.1",""
"FRANCCI3_RS23935","0.3664289232","1.289157849","0.6662911517","FRANCCI3_RS23935","Francci3_0337","","","WP_011434802.1",""
"FRANCCI3_RS01680","-0.6709633386","-1.5921357381","0.4197425975","FRANCCI3_RS01680, FRANCCI3_RS01685","Francci3_0338, Francci3_0339","","GO:0006457 - protein folding [Evidence IEA]","WP_035941548.1, WP_108913710.1",""
"FRANCCI3_RS01685","0.1196307702","1.0864567694","0.9196650185","FRANCCI3_RS01680, FRANCCI3_RS01685","Francci3_0338, Francci3_0339","","GO:0006457 - protein folding [Evidence IEA]","WP_035941548.1, WP_108913710.1",""
"FRANCCI3_RS01690","0.1978508733","1.1469884576","0.7168884501","FRANCCI3_RS01690","Francci3_0340","GO:0008410 - CoA-transferase activity [Evidence IEA]","","WP_011434805.1",""
"FRANCCI3_RS01695","-0.0229282008","-1.0160195771","0.9709764351","FRANCCI3_RS01695","Francci3_0341","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0015658 - branched-chain amino acid transmembrane transporter activity [Evidence IEA]; GO:0022857 - transmembrane transporter activity [Evidence IEA]","GO:0015803 - branched-chain amino acid transport [Evidence IEA]; GO:0055085 - transmembrane transport [Evidence IEA]","WP_011434806.1",""
"FRANCCI3_RS01700","-0.7077115981","-1.6332114625","0.1702983288","FRANCCI3_RS01700","Francci3_0342","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0015658 - branched-chain amino acid transmembrane transporter activity [Evidence IEA]","","WP_011434807.1","GO:0043190 - ATP-binding cassette (ABC) transporter complex [Evidence IEA]; GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS01705","0.2978998072","1.2293534877","0.6014971778","FRANCCI3_RS01705","Francci3_0343","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","GO:0015803 - branched-chain amino acid transport [Evidence IEA]","WP_235463001.1",""
"FRANCCI3_RS01710","-0.6020240096","-1.517844513","0.5368729457","FRANCCI3_RS01710, FRANCCI3_RS01715","Francci3_0344, Francci3_0345","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_235186987.1, WP_011434810.1",""
"FRANCCI3_RS01715","0.5907696241","1.5060499547","0.4450878701","FRANCCI3_RS01710, FRANCCI3_RS01715","Francci3_0344, Francci3_0345","GO:0140359 - ABC-type transporter activity [Evidence IEA]; GO:0005524 - ATP binding [Evidence IEA]; GO:0016887 - ATP hydrolysis activity [Evidence IEA]; GO:0042626 - ATPase-coupled transmembrane transporter activity [Evidence IEA]","","WP_235186987.1, WP_011434810.1",""
"FRANCCI3_RS01720","-0.2331765043","-1.1754201246","0.6873884866","FRANCCI3_RS01720","Francci3_0346","GO:0003885 - D-arabinono-1,4-lactone oxidase activity [Evidence IEA]","","WP_035958326.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS01725","0.581659407","1.4965696333","0.3438442379","FRANCCI3_RS01725","Francci3_0347","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_237704560.1",""
"FRANCCI3_RS01730","0.2975068457","1.2290186818","0.5859487809","FRANCCI3_RS01730","Francci3_0348","","","WP_011434813.1",""
"FRANCCI3_RS01735","-0.20417852","-1.1520301865","0.6938500863","FRANCCI3_RS01735","Francci3_0349","","","WP_011434814.1",""
"FRANCCI3_RS01740","1.8166601147","3.5226474963","8.739E-3","FRANCCI3_RS01740","Francci3_0350","","","WP_011434815.1",""
"FRANCCI3_RS01745","-7.109E-3","-1.0049394824","0.9899914005","FRANCCI3_RS01745, FRANCCI3_RS01750","Francci3_0351, Francci3_0352","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0010181 - FMN binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434816.1, WP_308726839.1",""
"FRANCCI3_RS01750","-0.2738869185","-1.2090609034","0.5680912469","FRANCCI3_RS01745, FRANCCI3_RS01750","Francci3_0351, Francci3_0352","GO:0016491 - oxidoreductase activity [Evidence IEA], GO:0010181 - FMN binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434816.1, WP_308726839.1",""
"FRANCCI3_RS01755","0.5141521239","1.4281545625","0.4056827933","FRANCCI3_RS01755","Francci3_0353","","","WP_011434818.1",""
"FRANCCI3_RS01760","0.3263354892","1.2538245551","0.6422601058","FRANCCI3_RS01760","Francci3_0354","","","WP_011434819.1",""
"FRANCCI3_RS01765","-0.2552484104","-1.1935412352","0.7130814371","FRANCCI3_RS01765","Francci3_0355","","","WP_011434820.1",""
"FRANCCI3_RS01770","0.2969446001","1.2285398033","0.5854721413","FRANCCI3_RS01770, FRANCCI3_RS01775","Francci3_0356, Francci3_0357","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0015288 - porin activity [Evidence IEA]","","WP_011434821.1, WP_232235168.1",""
"FRANCCI3_RS01775","-0.3812306371","-1.3024523901","0.5129109208","FRANCCI3_RS01770, FRANCCI3_RS01775","Francci3_0356, Francci3_0357","GO:0042834 - peptidoglycan binding [Evidence IEA]; GO:0015288 - porin activity [Evidence IEA]","","WP_011434821.1, WP_232235168.1",""
"FRANCCI3_RS01780","-0.9532118227","-1.936178311","0.1501986197","FRANCCI3_RS01780","Francci3_0358","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_108913714.1",""
"FRANCCI3_RS01785","-0.3330934728","-1.2597115945","0.5436454471","FRANCCI3_RS01785","Francci3_0359","GO:0004672 - protein kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434824.1",""
"FRANCCI3_RS01790","0.7092308586","1.6349322563","0.2921929109","FRANCCI3_RS01790","Francci3_0360","GO:0005524 - ATP binding [Evidence IEA]; GO:0004674 - protein serine/threonine kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434825.1",""
"FRANCCI3_RS01795","-0.4826061238","-1.3972654465","0.3285697105","FRANCCI3_RS01795","Francci3_0361","GO:0005215 - transporter activity [Evidence IEA]","GO:0006810 - transport [Evidence IEA]","WP_011434826.1",""
"FRANCCI3_RS01800","0.5842743584","1.4992846947","0.3410752574","FRANCCI3_RS01800","Francci3_0362","","","WP_193359374.1",""
"FRANCCI3_RS01805","1.1626681216","2.2387107238","0.267520823","FRANCCI3_RS01805","Francci3_0363","","","WP_011434828.1",""
"FRANCCI3_RS01810","0.810787779","1.7541690396","0.2596763975","FRANCCI3_RS01810","Francci3_0365","","","WP_108913197.1",""
"FRANCCI3_RS01815","0.1602429626","1.1174753149","0.8828709059","FRANCCI3_RS01815","Francci3_0366","","","WP_011434831.1",""
"FRANCCI3_RS01820","0.5723498938","1.486943566","0.4860490701","FRANCCI3_RS01820","Francci3_0367","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011434832.1",""
"FRANCCI3_RS01825","-0.011886844","-1.0082733691","0.9822593722","FRANCCI3_RS01825","Francci3_0368","","","WP_236701443.1",""
"FRANCCI3_RS01830","0.5923866046","1.50773889","0.4701840398","FRANCCI3_RS01830","Francci3_0369","GO:0003995 - acyl-CoA dehydrogenase activity [Evidence IEA]","","WP_011434834.1",""
"FRANCCI3_RS25220","-3.1517879454","-8.8875633946","0.0268649371","FRANCCI3_RS25220","Francci3_0371","","","WP_011434836.1",""
"FRANCCI3_RS01840","-0.2457204218","-1.1856847047","0.6618735112","FRANCCI3_RS01840","Francci3_0373","","","WP_011434838.1",""
"FRANCCI3_RS01845","0.5340305781","1.4479688619","0.4991190456","FRANCCI3_RS01845","Francci3_0374","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]","GO:0019346 - transsulfuration [Evidence IEA]","WP_011434839.1",""
"FRANCCI3_RS01850","0.6392942776","1.5575670587","0.1587124284","FRANCCI3_RS01850","Francci3_0375","GO:0004122 - cystathionine beta-synthase activity [Evidence IEA]","GO:0019344 - cysteine biosynthetic process [Evidence IEA]","WP_023840844.1",""
"FRANCCI3_RS01855","-0.2514330431","-1.1903889529","0.5933787713","FRANCCI3_RS01855","Francci3_0376","","","WP_011434841.1",""
"FRANCCI3_RS23090","0.0900987249","1.0644430207","0.8767696068","FRANCCI3_RS23090","Francci3_0377","","","WP_011434842.1",""
