"Name","Log? fold change","Fold change","P-value","locus_tag (NC_007777 (CDS))","old_locus_tag (NC_007777 (CDS))","GO_function (NC_007777 (CDS))","GO_process (NC_007777 (CDS))","protein_id (NC_007777 (CDS))","GO_component (NC_007777 (CDS))"
"FRANCCI3_RS02330","0.4820771489","1.3967532226","0.4511993122","FRANCCI3_RS02330","Francci3_0466","","","WP_011434929.1",""
"FRANCCI3_RS02335","-0.1132748442","-1.0816808122","0.8034616657","FRANCCI3_RS02335","Francci3_0467","","","WP_011434930.1",""
"FRANCCI3_RS02340","0.2558535133","1.1940419417","0.5508190923","FRANCCI3_RS02340","Francci3_0468","GO:0004619 - phosphoglycerate mutase activity [Evidence IEA]","GO:0006096 - glycolytic process [Evidence IEA]","WP_023839828.1",""
"phoU","0.7642403388","1.6984754186","0.1501839387","FRANCCI3_RS02345","Francci3_0469","GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]","GO:0051049 - regulation of transport [Evidence IEA]","WP_011434932.1",""
"FRANCCI3_RS02350","-0.3521437145","-1.276455917","0.4571949335","FRANCCI3_RS02350","Francci3_0470","","","WP_023839827.1",""
"FRANCCI3_RS02355","-0.0678306859","-1.0481394591","0.8727934561","FRANCCI3_RS02355, FRANCCI3_RS02360","Francci3_0471, Francci3_0472","GO:0003677 - DNA binding [Evidence IEA], GO:0000166 - nucleotide binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434934.1, WP_023839826.1",""
"FRANCCI3_RS02360","0.3822637702","1.3033854276","0.4469188789","FRANCCI3_RS02355, FRANCCI3_RS02360","Francci3_0471, Francci3_0472","GO:0003677 - DNA binding [Evidence IEA], GO:0000166 - nucleotide binding [Evidence IEA]","GO:0000160 - phosphorelay signal transduction system [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434934.1, WP_023839826.1",""
"FRANCCI3_RS02365","0.0634946036","1.04499396","0.8632834673","FRANCCI3_RS02365","Francci3_0473","GO:0016853 - isomerase activity [Evidence IEA]","","WP_023839825.1",""
"FRANCCI3_RS02370","0.1878463512","1.1390620592","0.7549456228","FRANCCI3_RS02370","Francci3_0474","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_232234846.1",""
"FRANCCI3_RS23105","0.123437781","1.089327518","0.7118322827","FRANCCI3_RS23105","Francci3_0475","GO:0016747 - acyltransferase activity, transferring groups other than amino-acyl groups [Evidence IEA]","","WP_011434938.1",""
"proC","0.089141776","1.0637372029","0.8686267877","FRANCCI3_RS02380","Francci3_0476","GO:0004735 - pyrroline-5-carboxylate reductase activity [Evidence IEA]","GO:0006561 - proline biosynthetic process [Evidence IEA]","WP_023839823.1",""
"FRANCCI3_RS23975","0.2624143573","1.1994843689","0.7019774659","FRANCCI3_RS23975","Francci3_0477","","","WP_003948845.1",""
"FRANCCI3_RS02385","-0.3991410149","-1.3187225055","0.4124148019","FRANCCI3_RS02385","Francci3_0478","","","WP_011434940.1",""
"FRANCCI3_RS02390","0.1004547594","1.0721113551","0.8389065933","FRANCCI3_RS02390","Francci3_0479","GO:0003824 - catalytic activity [Evidence IEA]","","WP_023839821.1",""
"FRANCCI3_RS02395","-0.1274081048","-1.0923294966","0.758029785","FRANCCI3_RS02395","Francci3_0480","GO:0016746 - acyltransferase activity [Evidence IEA]","","WP_011434942.1",""
"FRANCCI3_RS02400","-0.2804542852","-1.2145772782","0.613441991","FRANCCI3_RS02400","Francci3_0481","GO:0016787 - hydrolase activity [Evidence IEA]","GO:0008152 - metabolic process [Evidence IEA]","WP_011434943.1",""
"FRANCCI3_RS02405","-0.9829469134","-1.9764985728","0.320038679","FRANCCI3_RS02405","Francci3_0482","GO:0003677 - DNA binding [Evidence IEA]; GO:0003700 - DNA-binding transcription factor activity [Evidence IEA]; GO:0016987 - sigma factor activity [Evidence IEA]","GO:0006352 - DNA-templated transcription initiation [Evidence IEA]; GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","WP_011434944.1",""
"FRANCCI3_RS02410","0.0930938406","1.0666551596","0.8354148411","FRANCCI3_RS02410","Francci3_0483","","","WP_011434945.1",""
"FRANCCI3_RS23980","-0.2919444614","-1.2242892607","0.4641733604","FRANCCI3_RS23980, FRANCCI3_RS02420","Francci3_0484, Francci3_0485","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA]","GO:0045892 - negative regulation of DNA-templated transcription [Evidence IEA]; GO:0051775 - response to redox state [Evidence IEA]","WP_232234864.1, WP_011434947.1",""
"FRANCCI3_RS02420","-0.2602807656","-1.1977117709","0.5231163948","FRANCCI3_RS23980, FRANCCI3_RS02420, FRANCCI3_RS02425","Francci3_0484, Francci3_0485, Francci3_0486","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA], GO:0004418 - hydroxymethylbilane synthase activity [Evidence IEA]","GO:0045892 - negative regulation of DNA-templated transcription [Evidence IEA]; GO:0051775 - response to redox state [Evidence IEA], GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_232234864.1, WP_011434947.1, WP_011434948.1","GO:0005737 - cytoplasm [Evidence IEA]"
"hemC","-0.7370040374","-1.6667110786","0.0984899554","FRANCCI3_RS02420, FRANCCI3_RS02425","Francci3_0485, Francci3_0486","GO:0008883 - glutamyl-tRNA reductase activity [Evidence IEA], GO:0004418 - hydroxymethylbilane synthase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434947.1, WP_011434948.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02430","-0.2582496388","-1.1960267351","0.5636343283","FRANCCI3_RS02430, FRANCCI3_RS02435","Francci3_0487, Francci3_0488","GO:0004852 - uroporphyrinogen-III synthase activity [Evidence IEA], GO:0003824 - catalytic activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004655 - porphobilinogen synthase activity [Evidence IEA]","GO:0033014 - tetrapyrrole biosynthetic process [Evidence IEA]","WP_011434949.1, WP_011434950.1",""
"hemB","-0.2417465609","-1.182423265","0.5736238251","FRANCCI3_RS02430, FRANCCI3_RS02435","Francci3_0487, Francci3_0488","GO:0004852 - uroporphyrinogen-III synthase activity [Evidence IEA], GO:0003824 - catalytic activity [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0004655 - porphobilinogen synthase activity [Evidence IEA]","GO:0033014 - tetrapyrrole biosynthetic process [Evidence IEA]","WP_011434949.1, WP_011434950.1",""
"FRANCCI3_RS26640","-1.9276473219","-3.8043429902","0.3752273278","FRANCCI3_RS26640","","","","WP_139168573.1",""
"FRANCCI3_RS02440","-0.4005154969","-1.3199794753","0.5239324263","FRANCCI3_RS02440","Francci3_0489","GO:0046872 - metal ion binding [Evidence IEA]","","WP_011434951.1",""
"FRANCCI3_RS02445","-0.0270430351","-1.0189215902","0.9486525731","FRANCCI3_RS02445","Francci3_0490","GO:0042625 - ATPase-coupled ion transmembrane transporter activity [Evidence IEA]","","WP_011434952.1",""
"FRANCCI3_RS02450","-0.1079292085","-1.0776802632","0.7646379728","FRANCCI3_RS02450","Francci3_0491","GO:0005524 - ATP binding [Evidence IEA]; GO:0004825 - methionine-tRNA ligase activity [Evidence IEA]","GO:0006431 - methionyl-tRNA aminoacylation [Evidence IEA]","WP_023839818.1",""
"FRANCCI3_RS02460","0.273876446","1.2090521268","0.8074296954","FRANCCI3_RS02460, FRANCCI3_RS27385","Francci3_0494, Francci3_0495","","","WP_011434955.1, WP_011434956.1",""
"FRANCCI3_RS27385","-0.6653185713","-1.5859184319","0.6324670037","FRANCCI3_RS02460, FRANCCI3_RS27385","Francci3_0494, Francci3_0495","","","WP_011434955.1, WP_011434956.1",""
"FRANCCI3_RS02465","-0.9311162719","-1.9067507562","0.3955254058","FRANCCI3_RS02465, FRANCCI3_RS02470","Francci3_0496, Francci3_0497","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434957.1, WP_011434958.1",""
"FRANCCI3_RS02470","-0.7924928401","-1.7320647219","0.3503886568","FRANCCI3_RS02465, FRANCCI3_RS02470","Francci3_0496, Francci3_0497","GO:0005524 - ATP binding [Evidence IEA]","","WP_011434957.1, WP_011434958.1",""
"FRANCCI3_RS27700","-1.9648843118","-3.9038139878","0.354417185","FRANCCI3_RS27700","","","","WP_023839813.1",""
"FRANCCI3_RS27705","0.5959243695","1.5114406919","0.5794173848","FRANCCI3_RS27705","Francci3_0499","","","WP_011434960.1",""
"FRANCCI3_RS02485","0.473680001","1.3886470908","0.6040185689","FRANCCI3_RS02485","Francci3_0500","","","WP_023839811.1",""
"FRANCCI3_RS02490","0.4196075113","1.3375636178","0.6590162788","FRANCCI3_RS02490","Francci3_0501","","","WP_023839810.1",""
"FRANCCI3_RS02495","0.7732559977","1.7091227285","0.2430435248","FRANCCI3_RS02495","Francci3_0502","GO:0008168 - methyltransferase activity [Evidence IEA]; GO:1904047 - S-adenosyl-L-methionine binding [Evidence IEA]","","WP_011434963.1",""
"FRANCCI3_RS02500","-0.7164250401","-1.6431054142","0.7463441644","FRANCCI3_RS02500","Francci3_0503","GO:0003677 - DNA binding [Evidence IEA]","GO:0006355 - regulation of DNA-templated transcription [Evidence IEA]","",""
"argS_1","0.4856672595","1.4002333364","0.223972085","FRANCCI3_RS02505, FRANCCI3_RS02510","Francci3_0505","GO:0004803 - transposase activity [Evidence IEA]","","WP_083503454.1, WP_237704547.1",""
"FRANCCI3_RS02510","0.1493136195","1.1090417059","0.841067527","FRANCCI3_RS02505, FRANCCI3_RS02510","Francci3_0505","GO:0004803 - transposase activity [Evidence IEA]","","WP_083503454.1, WP_237704547.1",""
"argS_2","0.5190064714","1.4329680781","0.3550458798","FRANCCI3_RS02515","","","","WP_162238928.1",""
"FRANCCI3_RS02520","-0.6102024526","-1.5264734031","0.3940641203","FRANCCI3_RS02520","Francci3_0506","","","WP_011434966.1",""
"hemL","-0.0907716925","-1.0649396626","0.8125235025","FRANCCI3_RS02525, FRANCCI3_RS02530","Francci3_0507, Francci3_0508","GO:0042286 - glutamate-1-semialdehyde 2,1-aminomutase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434967.1, WP_011434968.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02530","-0.1079913353","-1.0777266723","0.8741723208","FRANCCI3_RS02525, FRANCCI3_RS02530","Francci3_0507, Francci3_0508","GO:0042286 - glutamate-1-semialdehyde 2,1-aminomutase activity [Evidence IEA]","GO:0006779 - porphyrin-containing compound biosynthetic process [Evidence IEA]","WP_011434967.1, WP_011434968.1","GO:0005737 - cytoplasm [Evidence IEA]"
"FRANCCI3_RS02535","-0.3220716711","-1.2501244055","0.5635520216","FRANCCI3_RS02535","Francci3_0509","","","WP_236701549.1",""
"FRANCCI3_RS02540","0.2283164522","1.1714671119","0.5924230468","FRANCCI3_RS02540","Francci3_0510","GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023839805.1",""
"FRANCCI3_RS02545","-0.1866395192","-1.1381096184","0.7185100981","FRANCCI3_RS02545","Francci3_0511","","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_011434971.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS02550","0.0705877246","1.0501444039","0.8547942163","FRANCCI3_RS02550, FRANCCI3_RS02555","Francci3_0512, Francci3_0513","GO:0020037 - heme binding [Evidence IEA]","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_235462783.1, WP_011434973.1","GO:0016020 - membrane [Evidence IEA]"
"ccsB","0.0671755947","1.0476636336","0.8651558524","FRANCCI3_RS02550, FRANCCI3_RS02555","Francci3_0512, Francci3_0513","GO:0020037 - heme binding [Evidence IEA]","GO:0017004 - cytochrome complex assembly [Evidence IEA]","WP_235462783.1, WP_011434973.1","GO:0016020 - membrane [Evidence IEA]"
"FRANCCI3_RS02560","-0.0254477392","-1.017795515","0.956672772","FRANCCI3_RS02560","Francci3_0514","","","WP_011434974.1",""
"FRANCCI3_RS02565","-0.0266635459","-1.0186536065","0.9362211179","FRANCCI3_RS02565","Francci3_0515","GO:0016831 - carboxy-lyase activity [Evidence IEA]","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_023839804.1",""
"mqnP","-0.1524726519","-1.1114728068","0.7368124788","FRANCCI3_RS02570","Francci3_0516","","","WP_011434976.1",""
"FRANCCI3_RS02575","0.5244343475","1.4383695129","0.3755396836","FRANCCI3_RS02575","Francci3_0517","GO:0016831 - carboxy-lyase activity [Evidence IEA]","GO:0006725 - cellular aromatic compound metabolic process [Evidence IEA]","WP_011434977.1",""
"FRANCCI3_RS02580","0.4042391085","1.3233907571","0.6587791002","FRANCCI3_RS02580","Francci3_0518","","","WP_011434978.1",""
"mqnE","-0.2362407598","-1.1779193467","0.5358002597","FRANCCI3_RS02585","Francci3_0519","","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_011434979.1",""
"FRANCCI3_RS02590","-0.0211859571","-1.0147933406","0.9693041638","FRANCCI3_RS02590","Francci3_0520","","","WP_011434980.1",""
"FRANCCI3_RS02595","1.2706603856","2.4127198117","0.1584956102","FRANCCI3_RS02595, FRANCCI3_RS02600","Francci3_0521, Francci3_0522","","","WP_051868632.1, WP_011434982.1",""
"FRANCCI3_RS02600","0.5292930323","1.4432217964","0.2545928818","FRANCCI3_RS02595, FRANCCI3_RS02600","Francci3_0521, Francci3_0522","","","WP_051868632.1, WP_011434982.1",""
"FRANCCI3_RS02605","-0.9080390604","-1.8764931976","0.1718700355","FRANCCI3_RS02605","Francci3_0523","GO:0003677 - DNA binding [Evidence IEA]","","WP_011434983.1",""
"FRANCCI3_RS02610","-0.7458337366","-1.6769430985","0.2876294035","FRANCCI3_RS02610","Francci3_0524","","","WP_035729690.1",""
"FRANCCI3_RS02615","1.4245815735","2.6843663428","0.1079644788","FRANCCI3_RS02615","","","","WP_035729528.1",""
"FRANCCI3_RS02620","0.2268089603","1.1702436691","0.6852149807","FRANCCI3_RS02620, FRANCCI3_RS02625","Francci3_0525, Francci3_0526","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0050311 - sulfite reductase (ferredoxin) activity [Evidence IEA]","","WP_011434985.1, WP_011434986.1",""
"FRANCCI3_RS02625","0.3994522738","1.3190070483","0.6602461989","FRANCCI3_RS02620, FRANCCI3_RS02625","Francci3_0525, Francci3_0526","GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0020037 - heme binding [Evidence IEA]; GO:0046872 - metal ion binding [Evidence IEA]; GO:0050311 - sulfite reductase (ferredoxin) activity [Evidence IEA]","","WP_011434985.1, WP_011434986.1",""
"FRANCCI3_RS02630","-4.191E-3","-1.002909529","0.9929481524","FRANCCI3_RS02630","Francci3_0527","GO:0003824 - catalytic activity [Evidence IEA]; GO:0004604 - phosphoadenylyl-sulfate reductase (thioredoxin) activity [Evidence IEA]","GO:0019379 - sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [Evidence IEA]","WP_011434987.1",""
"cobA_1","-0.1287551571","-1.0933498869","0.7810338919","FRANCCI3_RS02635, FRANCCI3_RS02640","Francci3_0528, Francci3_0529","GO:0004851 - uroporphyrin-III C-methyltransferase activity [Evidence IEA]","GO:0019354 - siroheme biosynthetic process [Evidence IEA]","WP_011434988.1, WP_011434989.1",""
"FRANCCI3_RS02640","0.0875918166","1.0625949906","0.8933656113","FRANCCI3_RS02635, FRANCCI3_RS02640","Francci3_0528, Francci3_0529","GO:0004851 - uroporphyrin-III C-methyltransferase activity [Evidence IEA]","GO:0019354 - siroheme biosynthetic process [Evidence IEA]","WP_011434988.1, WP_011434989.1",""
"FRANCCI3_RS02645","-0.5758818383","-1.4905882975","0.3721367019","FRANCCI3_RS02645","Francci3_0530","GO:0050660 - flavin adenine dinucleotide binding [Evidence IEA]; GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_023839800.1",""
"FRANCCI3_RS02650","0.0959049931","1.0687356086","0.8112580109","FRANCCI3_RS02650","Francci3_0531","GO:0005524 - ATP binding [Evidence IEA]; GO:0004674 - protein serine/threonine kinase activity [Evidence IEA]","GO:0006468 - protein phosphorylation [Evidence IEA]","WP_011434991.1",""
"FRANCCI3_RS02655","-0.1477936523","-1.1078738781","0.8070195748","FRANCCI3_RS02655","Francci3_0532","","","WP_011434992.1",""
"mqnC","-0.0400087158","-1.0281200379","0.9261155849","FRANCCI3_RS02660","Francci3_0533","","GO:0009234 - menaquinone biosynthetic process [Evidence IEA]","WP_011434993.1",""
"add_1","0.6397828486","1.5580946206","0.1617022138","FRANCCI3_RS02665","Francci3_0534","GO:0004000 - adenosine deaminase activity [Evidence IEA]","GO:0043101 - purine-containing compound salvage [Evidence IEA]","WP_011434994.1",""
"FRANCCI3_RS02670","0.2494507772","1.1887544793","0.6450542415","FRANCCI3_RS02670","Francci3_0535","GO:0008168 - methyltransferase activity [Evidence IEA]","","WP_035940880.1",""
"FRANCCI3_RS02675","0.1917033011","1.1421113406","0.7702134097","FRANCCI3_RS02675","Francci3_0536","GO:0016787 - hydrolase activity [Evidence IEA]","","WP_011434996.1","GO:0005829 - cytosol [Evidence IEA]"
"FRANCCI3_RS02680","0.3909809028","1.3112846564","0.281065556","FRANCCI3_RS02680","Francci3_0537","","","WP_011434997.1",""
"FRANCCI3_RS02685","-0.2155789366","-1.1611697847","0.6378833474","FRANCCI3_RS02685, FRANCCI3_RS27710","Francci3_0538","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011434998.1",""
"FRANCCI3_RS27710","-0.4822146738","-1.3968863745","0.2705657325","FRANCCI3_RS02685, FRANCCI3_RS27710","Francci3_0538","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011434998.1",""
"FRANCCI3_RS02695","-0.8050070867","-1.747154374","0.1019399691","FRANCCI3_RS02695","Francci3_0540","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011435000.1",""
"FRANCCI3_RS02700","0.0539901981","1.0381322173","0.9021925632","FRANCCI3_RS02700, FRANCCI3_RS02705","Francci3_0541, Francci3_0542","GO:0051287 - NAD binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]; GO:0048038 - quinone binding [Evidence IEA], GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435001.1, WP_011435002.1",""
"nuoE","0.0863389121","1.0616725835","0.857186695","FRANCCI3_RS02700, FRANCCI3_RS02705","Francci3_0541, Francci3_0542","GO:0051287 - NAD binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]; GO:0048038 - quinone binding [Evidence IEA], GO:0016491 - oxidoreductase activity [Evidence IEA]","","WP_011435001.1, WP_011435002.1",""
"nuoF","0.2246135878","1.1684642445","0.5963121471","FRANCCI3_RS02710","Francci3_0543","GO:0050136 - NADH dehydrogenase (quinone) activity [Evidence IEA]","","WP_011435003.1",""
"FRANCCI3_RS02715","-0.0911610728","-1.0652271263","0.8296266848","FRANCCI3_RS02715, FRANCCI3_RS02720","Francci3_0544, Francci3_0545","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0043546 - molybdopterin cofactor binding [Evidence IEA]; GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435004.1, WP_011435005.1","GO:0016020 - membrane [Evidence IEA]"
"nuoH","-6.24E-3","-1.0043345431","0.987787554","FRANCCI3_RS02715, FRANCCI3_RS02720","Francci3_0544, Francci3_0545","GO:0051536 - iron-sulfur cluster binding [Evidence IEA]; GO:0043546 - molybdopterin cofactor binding [Evidence IEA]; GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0051539 - 4 iron, 4 sulfur cluster binding [Evidence IEA]; GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435004.1, WP_011435005.1","GO:0016020 - membrane [Evidence IEA]"
"nuoI","-0.0342519663","-1.0240257307","0.9296911383","FRANCCI3_RS02725, FRANCCI3_RS02730","Francci3_0546, Francci3_0547","GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA], GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","","WP_011435006.1, WP_011435007.1",""
"FRANCCI3_RS02730","0.4127746385","1.3312436452","0.3517190594","FRANCCI3_RS02725, FRANCCI3_RS02730, FRANCCI3_RS02735","Francci3_0546, Francci3_0547, Francci3_0548","GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA], GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435006.1, WP_011435007.1, WP_011435008.1",""
"nuoK","-0.9010781231","-1.8674610116","0.1112061554","FRANCCI3_RS02730, FRANCCI3_RS02735","Francci3_0547, Francci3_0548","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA], GO:0016651 - oxidoreductase activity, acting on NAD(P)H [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435007.1, WP_011435008.1",""
"nuoL","-0.2876700952","-1.2206673476","0.4854152147","FRANCCI3_RS02740","Francci3_0549","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435009.1",""
"FRANCCI3_RS02745","-0.1286742413","-1.0932885664","0.7522235966","FRANCCI3_RS02745","Francci3_0550","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435010.1",""
"nuoN","0.218763283","1.1637355733","0.6424602919","FRANCCI3_RS02750","Francci3_0551","GO:0008137 - NADH dehydrogenase (ubiquinone) activity [Evidence IEA]","GO:0042773 - ATP synthesis coupled electron transport [Evidence IEA]","WP_011435011.1",""
"FRANCCI3_RS02755","0.121377446","1.0877729429","0.7406927935","FRANCCI3_RS02755","Francci3_0552","","GO:0008299 - isoprenoid biosynthetic process [Evidence IEA]","WP_011435012.1",""
"FRANCCI3_RS23115","-0.3538496031","-1.2779661319","0.4034530081","FRANCCI3_RS23115","Francci3_0553","","","WP_011435013.1",""
"FRANCCI3_RS02765","0.0914111284","1.0654117732","0.8079205066","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02770","-0.2392968551","-1.1804172061","0.5717214396","FRANCCI3_RS02765, FRANCCI3_RS02770","Francci3_0554, Francci3_0555","","","WP_011435014.1, WP_011435015.1",""
"FRANCCI3_RS02775","-0.1762215278","-1.1299207021","0.7743501845","FRANCCI3_RS02775","Francci3_0556","","","WP_011435016.1",""
"htpX_1","0.1612906635","1.1182871325","0.7197286662","FRANCCI3_RS02780","Francci3_0557","GO:0004222 - metalloendopeptidase activity [Evidence IEA]","GO:0006508 - proteolysis [Evidence IEA]","WP_011435017.1",""
"FRANCCI3_RS02785","-0.1613898644","-1.1183640295","0.715223514","FRANCCI3_RS02785","Francci3_0558","","","WP_011435018.1",""
"FRANCCI3_RS02790","0.6573246747","1.5771552428","0.2193537251","","","","","",""
"pyrE","0.1081940862","1.0778781425","0.7994932948","FRANCCI3_RS02795","Francci3_0559","GO:0004588 - orotate phosphoribosyltransferase activity [Evidence IEA]","GO:0009220 - pyrimidine ribonucleotide biosynthetic process [Evidence IEA]","WP_011435019.1",""
"FRANCCI3_RS02800","-0.4665264967","-1.381778622","0.6552846502","FRANCCI3_RS02800","Francci3_0560","","","WP_011435020.1",""
"FRANCCI3_RS02805","-0.3426906676","-1.268119469","0.5030018558","FRANCCI3_RS02805","Francci3_0561","","","WP_011435021.1",""
"FRANCCI3_RS02810","0.3376602913","1.2637055011","0.5678523108","FRANCCI3_RS02810","Francci3_0562","GO:0003796 - lysozyme activity [Evidence IEA]","GO:0016998 - cell wall macromolecule catabolic process [Evidence IEA]; GO:0009253 - peptidoglycan catabolic process [Evidence IEA]","WP_011435022.1",""
"FRANCCI3_RS02815","-0.1773763405","-1.1308255151","0.7643234174","","","","","",""
"FRANCCI3_RS02820","1.5435571121","2.9151237166","0.0525751226","","","","","",""
"rpmG","0.1967844242","1.14614091","0.6549056771","FRANCCI3_RS02825","Francci3_0563","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_009740545.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"FRANCCI3_RS02830","-0.0407472725","-1.0286464965","0.9242645836","FRANCCI3_RS02830","Francci3_0564","","","WP_011435023.1",""
"FRANCCI3_RS02835","-0.3237507838","-1.2515802376","0.447525018","FRANCCI3_RS02835","Francci3_0565","","","WP_011435024.1",""
"FRANCCI3_RS02840","4.193E-3","1.002910432","0.991723673","FRANCCI3_RS02840","Francci3_0566","GO:0030170 - pyridoxal phosphate binding [Evidence IEA]; GO:0008483 - transaminase activity [Evidence IEA]","GO:0009058 - biosynthetic process [Evidence IEA]","WP_011435025.1",""
"FRANCCI3_RS02845","-0.8490929507","-1.8013680155","0.2821081861","","","","","",""
"secE","0.0388425618","1.0272893274","0.944307845","FRANCCI3_RS27715","Francci3_0567","GO:0015450 - protein-transporting ATPase activity [Evidence IEA]","GO:0043952 - protein transport by the Sec complex [Evidence IEA]","WP_254665665.1","GO:0005886 - plasma membrane [Evidence IEA]"
"nusG","0.0984442042","1.0706182898","0.8131015243","FRANCCI3_RS02855","Francci3_0568","","GO:0006353 - DNA-templated transcription termination [Evidence IEA]","WP_011435027.1",""
"rplK","0.0575713182","1.0407123149","0.8884306701","FRANCCI3_RS02860","Francci3_0569","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435028.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
"rplA","-0.0329192108","-1.0230801768","0.9347805957","FRANCCI3_RS02865","Francci3_0570","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_023839793.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000311 - plastid large ribosomal subunit [Evidence IEA]"
"rplJ","-0.2225042546","-1.1667571066","0.5946381045","FRANCCI3_RS02870","Francci3_0571","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435030.1","GO:0015934 - large ribosomal subunit [Evidence IEA]"
"rplL","0.0280534806","1.0196354801","0.9426272569","FRANCCI3_RS02875","Francci3_0572","GO:0003735 - structural constituent of ribosome [Evidence IEA]","GO:0006412 - translation [Evidence IEA]","WP_011435031.1","GO:0022625 - cytosolic large ribosomal subunit [Evidence IEA]; GO:0000315 - organellar large ribosomal subunit [Evidence IEA]"
